Year,Country,Value
1999,Korea,14.145151515151518
2000,Korea,11.69764705882353
2001,Korea,25.22714285714286
2002,Korea,17.058169014084505
2003,Korea,18.53958904109589
2004,Korea,21.0675
2005,Korea,-5.976153846153846
2006,Korea,27.882777777777775
2007,Korea,14.924444444444447
2008,Korea,34.87555555555556
2009,Korea,21.45794520547945
2010,Korea,20.925135135135136
2011,Korea,8.351095890410958
2012,Korea,60.12764705882353
2013,Korea,17.019454545454547
2014,Korea,47.122972972972974
2015,Korea,40.01756756756757
2016,Korea,74.51811594202898
2017,Korea,39.597058823529416
2018,Korea,50.99054054054054
2019,Korea,70.77162162162162
2020,Korea,81.44027027027028
2021,Korea,83.1781081081081
2022,Korea,82.18534246575342
2023,Korea,77.45243243243243
2024,Korea,82.61000000000001
1992,Nepal,-8.2825
1993,Nepal,-14.415588235294118
1994,Nepal,-18.461176470588235
1995,Nepal,-4.3100000000000005
1996,Nepal,-3.0562686567164175
1997,Nepal,-16.098787878787878
1998,Nepal,-3.723030303030303
1999,Nepal,-5.426060606060606
2000,Nepal,4.088823529411764
2001,Nepal,2.870277777777778
2002,Nepal,-1.1278571428571431
2003,Nepal,4.558767123287671
2004,Nepal,6.170277777777778
2005,Nepal,14.164615384615386
2006,Nepal,9.023055555555555
2007,Nepal,9.205675675675677
2008,Nepal,33.72401869158878
2009,Nepal,27.502260273972603
2010,Nepal,45.432094594594595
2011,Nepal,42.233493150684936
2012,Nepal,45.26702898550725
2013,Nepal,53.46133928571429
2014,Nepal,44.59777777777778
2015,Nepal,60.5004054054054
2016,Nepal,73.17535714285714
2017,Nepal,56.49450980392157
2018,Nepal,50.00243243243243
2019,Nepal,53.936216216216216
2020,Nepal,75.94837837837838
2021,Nepal,95.11662162162162
2022,Nepal,88.6587074829932
2023,Nepal,65.18148648648649
2024,Nepal,81.68377192982457
1992,United Kingdom,10.556249999999999
1993,United Kingdom,-15.59705882352941
1994,United Kingdom,-16.772058823529413
1995,United Kingdom,-2.3958730158730153
1996,United Kingdom,-20.64417910447761
1997,United Kingdom,2.307575757575757
1998,United Kingdom,4.0651515151515145
1999,United Kingdom,-2.501515151515151
2000,United Kingdom,-4.894117647058825
2001,United Kingdom,4.242857142857143
2002,United Kingdom,8.505281690140846
2003,United Kingdom,27.955
2004,United Kingdom,16.25923611111111
2005,United Kingdom,15.140230769230769
2006,United Kingdom,19.88111111111111
2007,United Kingdom,30.659864864864865
2008,United Kingdom,21.90177570093458
2009,United Kingdom,18.097551020408165
2010,United Kingdom,15.281904761904762
2011,United Kingdom,32.750952380952384
2012,United Kingdom,24.63231884057971
2013,United Kingdom,18.57945945945946
2014,United Kingdom,29.089444444444446
2015,United Kingdom,53.274054054054055
2016,United Kingdom,56.25414285714286
2017,United Kingdom,62.7643137254902
2018,United Kingdom,55.78513513513514
2019,United Kingdom,69.27162162162162
2020,United Kingdom,78.61635135135134
2021,United Kingdom,73.06668918918918
2022,United Kingdom,91.61727891156463
2023,United Kingdom,92.73425675675676
2024,United Kingdom,84.52570175438596
1992,Spain,18.572499999999998
1993,Spain,-24.295882352941174
1994,Spain,-14.025294117647057
1995,Spain,-9.139682539682541
1996,Spain,2.6940298507462686
1997,Spain,3.110000000000001
1998,Spain,1.617575757575758
1999,Spain,-0.11424242424242434
2000,Spain,0.04382352941176508
2001,Spain,3.4138028169014087
2002,Spain,10.098156028368793
2003,Spain,10.074246575342467
2004,Spain,12.749444444444444
2005,Spain,7.953692307692307
2006,Spain,14.889722222222222
2007,Spain,9.567837837837837
2008,Spain,25.7
2009,Spain,23.224489795918366
2010,Spain,42.81175675675676
2011,Spain,21.26904109589041
2012,Spain,32.232173913043475
2013,Spain,32.29160714285714
2014,Spain,38.59527777777778
2015,Spain,33.16243243243243
2016,Spain,48.21607142857143
2017,Spain,37.43343137254902
2018,Spain,62.55499999999999
2019,Spain,59.964459459459455
2020,Spain,66.26108108108107
2021,Spain,66.71885135135135
2022,Spain,66.66224489795918
2023,Spain,84.36952702702703
2024,Spain,82.21236842105263
1992,Malaysia,22.13
1993,Malaysia,-24.473921568627453
1994,Malaysia,-32.92294117647059
1995,Malaysia,-11.43255319148936
1996,Malaysia,-3.561287128712872
1997,Malaysia,-34.38010101010101
1998,Malaysia,-9.57
1999,Malaysia,9.544141414141414
2000,Malaysia,15.929019607843138
2001,Malaysia,20.09803738317757
2002,Malaysia,0.19142857142857117
2003,Malaysia,11.393256880733945
2004,Malaysia,4.258651162790698
2005,Malaysia,-1.0126666666666668
2006,Malaysia,5.712777777777778
2007,Malaysia,9.988378378378378
2008,Malaysia,50.829125
2009,Malaysia,37.65420814479638
2010,Malaysia,56.77567567567568
2011,Malaysia,44.536849315068494
2012,Malaysia,60.621980676328505
2013,Malaysia,62.73676646706588
2014,Malaysia,44.59
2015,Malaysia,43.74855855855856
2016,Malaysia,69.29790476190476
2017,Malaysia,56.65627450980392
2018,Malaysia,53.88135135135135
2019,Malaysia,42.82639639639639
2020,Malaysia,76.59772727272727
2021,Malaysia,93.84972972972973
2022,Malaysia,104.43711711711713
2023,Malaysia,66.76594594594594
2024,Malaysia,76.89959064327485
