Year,Country,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea Level,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area,Artificial surfaces (including urban and associated areas): Climate altering,Climate Altering Land Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Temperature
2002,4,1.0,0.0,2.0,2.0,0.0,2.0,0.0,5.328732394366197,55263.4079,543187.02,95.07005739,93.43768627,835814.0,64.98898319,1372.56,91.13034878,67305.45,131202.05,12764.4,640.52,0.0,147412.26,13360.4,144.95,369.09,450573.75,28643.61,1.082
2003,4,0.0,0.0,5.0,0.0,0.0,5.0,0.0,15.70931506849315,54963.1861,539236.23,94.55358356,92.75808116,835814.0,64.51629549,1413.89,91.28628134,67590.78,131387.72,12753.1,640.63,0.0,147646.71,13391.8,143.18,367.37,449074.39,29380.45,0.983
2004,4,1.0,1.0,2.0,0.0,1.0,5.0,0.0,14.613055555555556,54662.9643,535285.44,94.03710974,92.07847605,835814.0,64.04360779,1478.85,94.01581207,69383.2,135293.54,13313.7,616.97,0.0,149378.19,13953.5,141.7,367.7,438908.56,30953.54,0.824
2005,4,1.0,0.0,2.0,0.0,1.0,9.0,0.0,18.550153846153847,54362.7426,531334.65,93.52063608,91.39887093,835814.0,63.57092009,1530.94,93.70344619,69462.11,134786.9,13293.1,617.46,0.0,149366.03,13969.4,140.78,369.04,438734.86,31518.04,1.158
2006,4,0.0,0.0,2.0,0.0,0.0,5.0,0.0,20.311666666666667,54062.5208,527383.86,93.00416226,90.71926582,835814.0,63.09823238,1577.55,93.3733049,69547.39,134260.16,13272.5,619.3,0.0,149493.48,13988.5,141.16,369.26,438463.56,32056.76,0.831
2007,4,1.0,0.0,3.0,1.0,0.0,8.0,0.0,19.703783783783784,53762.299,523433.07,92.48768843,90.0396607,835814.0,62.62554468,1615.98,94.09443845,69631.92,135270.73,13261.8,619.75,0.0,149431.37,14013.7,141.46,369.17,438516.18,30916.99,0.981
2008,4,0.0,0.0,4.0,0.0,1.0,3.0,0.0,23.78148148148148,53462.0773,519482.28,91.97121478,89.36005559,835814.0,62.15285698,1647.85,94.84976872,69731.42,136337.68,13257.3,619.69,0.0,149478.93,14037.6,141.72,370.08,438359.86,29806.8,0.731
2009,4,0.0,0.0,7.0,1.0,1.0,6.0,0.0,27.05689189189189,53161.8555,515531.49,91.45474095,88.68045048,835814.0,61.68016927,1679.17,95.6174059,69785.58,137423.31,13261.3,620.73,0.0,149444.67,14049.8,143.39,370.1,438302.69,28709.46,0.946
2010,4,1.0,1.0,3.0,0.0,0.0,5.0,0.0,28.337972972972977,52861.6337,511580.7,90.93826712,88.00084536,835814.0,61.20748157,1710.55,96.32487905,69831.86,138420.99,13253.6,620.73,0.0,149494.12,14037.8,146.75,370.1,438296.62,27606.11,1.134
2011,4,0.0,0.0,8.0,0.0,0.0,6.0,0.0,28.06287671232877,52790.2662,510041.52,90.81549307,87.73607943,835814.0,61.02332816,1741.23,97.09931543,69867.46,139516.92,13289.6,619.76,0.0,149763.71,14035.9,146.65,370.18,437900.3,26537.37,0.833
2012,4,1.0,0.0,2.0,0.0,0.0,2.0,0.0,35.75811594202899,52718.8987,508502.34,90.69271902,87.4713135,835814.0,60.83917474,1785.07,97.85694651,69883.26,140575.44,13295.8,619.27,0.0,149764.06,14037.6,148.67,370.21,437841.62,25469.12,1.067
2013,4,0.0,0.0,5.0,0.0,1.0,1.0,0.0,36.86875,52647.5312,506963.16,90.56994498,87.20654756,835814.0,60.65502133,1854.72,98.60962024,69904.09,141600.63,13299.7,619.13,0.0,149861.29,14036.6,149.18,369.8,437685.13,24409.04,0.963
2014,4,1.0,0.0,4.0,0.0,0.0,3.0,0.0,38.91833333333333,52576.1637,505423.98,90.44717093,86.94178163,835814.0,60.47086792,1906.62,99.28105375,69899.3,142525.63,13327.9,618.62,0.0,149799.27,14020.2,149.08,368.81,437834.13,23340.41,1.205
2015,4,0.0,0.0,4.0,1.0,1.0,8.0,0.0,47.03432432432432,52504.7962,503884.8,90.32439688,86.6770157,835814.0,60.28671451,1929.57,100.0,69898.4,143548.6,13327.7,618.59,0.0,149794.79,14019.9,148.79,368.57,437835.82,22299.3,1.61
2016,4,0.0,0.0,2.0,0.0,0.0,7.0,0.0,50.02828571428572,52367.163,502082.1,90.08762545,86.36691971,835814.0,60.07103255,1929.68,100.706115,69864.2,144575.62,13332.2,619.79,0.0,149381.27,13957.7,157.36,373.83,438325.65,21272.07,1.544
2017,4,0.0,0.0,1.0,0.0,0.0,2.0,0.0,54.54764705882353,52209.563,500091.6,89.81650498,86.02451883,835814.0,59.83288148,1975.5,101.4239117,69827.35,145573.99,13340.3,620.09,0.0,149203.3,13967.4,157.12,373.06,438503.46,20247.53,1.432
2018,4,0.0,0.0,2.0,1.0,0.0,1.0,0.0,60.33216216216216,52150.8713,499051.4,89.7155372,85.8455862,835814.0,59.70842795,1989.93,101.6026322,69766.89,145819.72,13327.8,620.86,0.0,149023.45,13999.3,159.75,372.73,438651.47,20058.13,1.179
2019,4,0.0,0.0,7.0,0.0,0.0,3.0,1.0,68.90783783783785,52059.7671,497798.5,89.55880996,85.63006544,835814.0,59.55852618,2035.8,101.7051829,69630.95,145922.98,13340.1,622.51,0.0,148733.84,14007.4,164.36,372.43,439106.23,19853.09,1.54
2020,4,1.0,0.0,5.0,0.0,1.0,4.0,0.0,67.31324324324325,51981.1735,496619.6,89.4236048,85.42727398,835814.0,59.41747805,2036.38,101.7799649,69542.64,146035.99,13361.4,622.2,0.0,148543.88,14019.7,164.46,371.76,439465.13,19653.82,1.452
1992,5,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.5116666666666667,20617.0769,348178.738,100.0,100.0,896559.0,38.83500562,544.03,98.38632097,159004.78,51881.94,102942.0,0.0,18314.8,52336.35,11967.9,109590.63,39381.67,436976.11,154.64,0.114
1993,5,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-18.135882352941177,20604.5471,348131.642,99.93922611,99.98647361,896559.0,38.82975264,558.87,98.36459209,159005.42,51855.48,102942.0,0.0,18314.8,52333.69,11967.5,109589.63,39380.97,436975.85,169.86,0.351
1994,5,0.0,0.0,0.0,0.0,2.0,3.0,1.0,-13.522156862745096,20592.0172,348084.546,99.87845173,99.97294723,896559.0,38.82449967,573.25,98.3427419,159006.16,51829.49,102942.0,0.0,18314.8,52331.3,11967.4,109589.63,39380.17,436975.39,185.1,0.473
1995,5,0.0,0.0,1.0,0.0,1.0,3.0,2.0,-6.630000000000001,20579.4874,348037.45,99.81767784,99.95942084,896559.0,38.8192467,587.06,98.69251497,158872.55,52002.06,103050.0,0.0,18314.8,52166.7,11679.8,109042.65,39373.56,437804.39,201.13,0.946
1996,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-6.5633333333333335,20566.9575,347990.354,99.75690346,99.94589446,896559.0,38.81399372,600.77,98.65744289,158937.43,51969.73,103328.0,0.0,18314.8,52035.95,11562.3,108838.64,39391.56,437899.37,217.43,-0.12
1997,5,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-2.07040404040404,20554.4277,347943.258,99.69612957,99.93236807,896559.0,38.80874075,612.64,98.7188684,158970.41,51990.49,103541.0,0.0,18314.8,51946.71,11456.6,108610.64,39403.38,438032.04,215.38,0.433
1998,5,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-0.2209090909090909,20541.8979,347896.162,99.63535568,99.91884168,896559.0,38.80348778,624.98,98.89342718,159034.68,52071.12,103700.0,0.0,18314.8,52015.15,11265.9,108358.66,39414.76,438078.64,214.56,2.484
1999,5,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.657878787878788,20529.368,347849.066,99.5745813,99.9053153,896559.0,38.79823481,637.5,99.09342913,159152.43,52165.23,103825.0,0.0,18314.8,52135.87,11077.8,107783.79,39423.02,438365.09,213.79,1.707
2000,5,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.704313725490196,20516.8382,347801.97,99.51380741,99.89178891,896559.0,38.79298183,650.86,99.39018722,159391.16,52309.98,103919.0,0.0,18314.8,52330.21,10456.2,107274.84,39454.79,438778.89,213.22,1.303
2001,5,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.808301886792453,20440.0285,347753.994,99.14125363,99.87800978,896559.0,38.78763071,701.04,99.52148597,159283.31,52329.79,103646.0,0.0,18314.8,52393.07,9536.18,106742.86,39467.87,440468.66,210.86,1.433
2002,5,0.0,0.0,1.0,0.0,0.0,5.0,1.0,7.722783018867925,20363.2187,347706.018,98.76869936,99.86423065,896559.0,38.78227958,735.26,99.63485014,159252.67,52355.97,103512.0,0.0,18314.8,52453.28,9135.5,106585.86,39469.92,441066.35,212.7,0.549
2003,5,0.0,0.0,4.0,0.0,2.0,3.0,1.0,12.314155251141552,20286.409,347658.042,98.39614558,99.85045152,896559.0,38.77692846,762.03,99.71260831,159209.36,52370.68,103391.0,0.0,18314.8,52649.98,8793.38,106508.04,39480.66,441400.71,214.52,1.254
2004,5,0.0,0.0,2.0,0.0,2.0,2.0,0.0,13.300879629629629,20209.5993,347610.066,98.02359179,99.83667239,896559.0,38.77157733,786.03,99.84786267,159257.48,52418.68,103257.0,0.0,18314.8,52852.31,8387.77,106201.07,39481.57,441920.63,216.5,0.492
2005,5,0.0,0.0,2.0,0.0,1.0,3.0,2.0,14.991897435897435,20132.7895,347562.09,97.65103752,99.82289326,896559.0,38.7662262,796.13,99.86264215,159138.71,52416.49,103224.0,0.0,18314.8,52817.54,8213.44,106012.09,39502.24,442440.73,218.31,1.298
2006,5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,18.409444444444446,20055.9798,347514.114,97.27848374,99.80911413,896559.0,38.76087508,807.49,99.84910979,159113.8,52397.93,103262.0,0.0,18314.8,52869.08,8072.22,105790.09,39516.13,442730.18,220.96,2.365
2007,5,0.0,0.0,1.0,0.0,2.0,4.0,0.0,16.804864864864864,19979.1701,347466.138,96.90592996,99.795335,896559.0,38.75552395,816.56,99.83544701,159130.06,52381.63,103219.0,0.0,18314.8,53056.03,7960.59,105556.1,39545.5,442889.02,226.32,1.344
2008,5,0.0,0.0,2.0,0.0,0.0,3.0,0.0,25.42320987654321,19902.3603,347418.162,96.53337569,99.78155587,896559.0,38.75017283,828.21,99.85906471,159112.38,52382.54,103252.0,0.0,18314.8,53322.53,7856.35,105363.08,39581.06,442849.45,232.75,0.865
2009,5,0.0,0.0,1.0,0.0,2.0,3.0,0.0,25.15590909090909,19825.5506,347370.186,96.16082191,99.76777674,896559.0,38.7448217,833.98,99.87572763,159127.28,52385.61,103271.0,0.0,18314.8,53412.27,7783.12,105117.08,39609.67,443000.29,239.33,0.552
2010,5,0.0,0.0,0.0,0.0,1.0,2.0,0.0,17.324324324324323,19748.7409,347322.21,95.78826812,99.75399761,896559.0,38.73947058,839.14,99.91035786,159279.28,52398.89,103339.0,0.0,18314.8,53875.74,7788.27,105349.1,39645.48,442018.39,246.1,2.931
2011,5,0.0,0.0,1.0,0.0,2.0,1.0,1.0,18.124566210045664,19717.2348,347280.91,95.63545257,99.74213589,896559.0,38.73486407,844.02,99.93644087,159408.75,52407.96,103426.0,0.0,18314.8,54358.34,7785.05,105485.08,39654.53,441159.43,251.18,1.462
2012,5,0.0,0.0,1.0,0.0,2.0,2.0,0.0,35.20048309178744,19685.7288,347239.61,95.4826375,99.73027417,896559.0,38.73025757,849.95,99.9672339,159506.85,52418.46,103555.0,0.0,18314.8,54699.85,7789.46,105612.1,39665.42,440433.67,249.98,2.166
2013,5,0.0,1.0,1.0,0.0,1.0,3.0,0.0,28.448452380952386,19654.2227,347198.31,95.32982195,99.71841244,896559.0,38.72565107,854.88,99.97403632,159530.34,52417.1,103682.0,0.0,18314.8,54831.73,7780.85,105660.16,39679.09,440095.25,248.33,1.205
2014,5,0.0,1.0,1.0,0.0,0.0,4.0,0.0,36.92759259259259,19622.7167,347157.01,95.17700688,99.70655072,896559.0,38.72104457,860.51,99.98604794,159597.31,52417.89,103682.0,0.0,18314.8,54982.06,7787.32,105855.16,39731.79,439619.34,246.71,0.302
2015,5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,47.05279279279279,19591.2107,347115.71,95.02419181,99.694689,896559.0,38.71643807,863.93,100.0,159660.94,52421.95,103682.0,0.0,18314.8,55089.06,7790.55,105994.16,39812.99,439220.23,245.12,1.277
2016,5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,52.452238095238094,19578.5594,347076.04,94.96282861,99.68329542,896559.0,38.71201338,896.94,100.0742995,159706.1,52428.51,103723.0,0.0,18314.8,55518.66,7812.38,106084.16,39785.36,438583.22,242.21,2.431
2017,5,0.0,0.0,2.0,0.0,0.0,16.0,1.0,51.7137908496732,19576.4728,347039.05,94.95270787,99.67267157,896559.0,38.7078876,911.25,100.1268726,159707.91,52442.15,103736.0,0.0,18314.8,55614.86,7829.5,106008.12,39773.18,438520.8,235.59,1.534
2018,5,0.0,1.0,1.0,0.0,1.0,16.0,1.0,61.64765765765766,19574.3868,347002.07,94.94259004,99.66205059,896559.0,38.70376294,919.34,100.2843453,159979.78,52518.02,103713.0,0.0,18314.8,56200.76,7977.9,106062.06,39814.25,437364.4,230.76,0.53
2019,5,0.0,0.0,1.0,0.0,1.0,15.0,0.0,67.7927027027027,19572.3002,346965.08,94.93246931,99.65142673,896559.0,38.69963717,938.68,100.3607927,160353.64,52539.42,103930.0,0.0,18314.8,57208.48,8123.65,106000.97,39878.36,435580.12,227.03,1.329
2020,5,0.0,0.0,1.0,0.0,1.0,12.0,0.0,68.2463963963964,19570.2141,346928.1,94.922351,99.64080575,896559.0,38.69551251,938.36,100.4031204,160408.44,52562.04,104025.0,0.0,18314.4,57259.41,8142.65,105851.9,39872.91,435485.78,229.58,1.155
1992,6,2.0,0.0,6.0,0.0,8.0,16.0,0.0,24.54125,5188.5163,161112.582,100.0,100.0,938825.0,17.16108774,2566.64,102.3910363,290056.42,204110.67,12331.3,123.09,6286.23,25587.67,3088.73,21593.35,172421.23,185315.49,12954.14,0.146
1993,6,0.0,0.0,4.0,1.0,11.0,17.0,0.0,-37.52970588235294,5284.2391,163098.578,101.8448974,101.2326759,938825.0,17.37262834,2652.02,101.6264314,290028.72,202482.07,12329.5,123.09,6286.23,25583.87,3088.14,21592.15,172419.23,185327.97,14522.62,0.299
1994,6,2.0,1.0,6.0,1.0,5.0,11.0,0.0,-21.867941176470588,5379.9619,165084.574,103.6897947,102.4653518,938825.0,17.58416893,2733.18,101.1431085,290003.79,201425.35,12328.2,123.09,6286.23,25580.39,3087.64,21591.15,172417.23,185339.58,15519.93,0.752
1995,6,1.0,0.0,3.0,1.0,6.0,18.0,1.0,-27.47225806451613,5475.6846,167070.57,105.5346901,103.6980278,938824.0,17.79572849,2815.56,100.8546439,289312.83,200760.59,12310.4,124.53,6286.23,25447.23,3091.09,21646.75,172636.36,184509.74,17493.94,0.598
1996,6,0.0,0.0,4.0,4.0,8.0,24.0,0.0,-15.220882352941176,5571.4074,169056.566,107.3795875,104.9307037,938823.0,18.00728849,2898.69,100.8121035,288981.99,200591.67,12336.3,126.08,6286.23,25227.41,3094.52,21662.65,172600.97,184643.94,17985.16,0.232
1997,6,1.0,3.0,6.0,2.0,5.0,27.0,0.0,-13.105151515151514,5667.1302,171042.562,109.2244848,106.1633796,938823.0,18.21882953,2980.06,100.8341441,288777.91,200554.8,12356.6,127.04,6286.23,25086.96,3096.02,21666.45,172583.95,184387.07,18532.57,0.758
1998,6,0.0,0.0,5.0,1.0,5.0,24.0,0.0,-1.305151515151514,5762.853,173028.558,111.0693822,107.3960555,938823.0,18.43037058,3063.53,101.0786667,288767.39,200964.71,12382.7,128.42,6286.23,25013.63,3100.72,21686.45,172392.35,184078.24,18570.41,1.29
1999,6,1.0,0.0,6.0,1.0,9.0,16.0,1.0,18.11909090909091,5858.5757,175014.554,112.9142776,108.6287314,938823.0,18.64191163,3143.53,101.8985436,289043.74,202539.85,12363.7,134.32,6286.23,24793.01,3118.57,21872.96,171243.43,183180.48,18715.92,1.256
2000,6,3.0,0.0,9.0,2.0,10.0,18.0,0.0,17.284999999999997,5954.2985,177000.55,114.759175,109.8614073,938822.0,18.85347276,3230.55,102.2570034,288912.43,203176.48,12381.4,137.28,6286.23,24491.39,3126.19,22103.66,170734.44,183081.41,18774.71,0.599
2001,6,2.0,0.0,9.0,6.0,10.0,28.0,0.0,28.406901408450704,6045.3574,179361.533,116.5141834,111.3268317,938821.42,19.10496812,3589.43,102.5006804,288835.48,203309.39,12360.7,140.0,6286.23,24271.76,3160.95,22131.56,170674.47,182982.13,18693.73,1.064
2002,6,3.0,1.0,10.0,4.0,6.0,30.0,0.0,12.275035460992909,6136.4162,181722.516,118.26919,112.792256,938821.32,19.3564539,3963.26,102.5537653,289245.87,203042.77,12383.9,142.54,6286.23,24142.01,3165.11,22099.46,170076.97,182941.68,18946.29,1.155
2003,6,2.0,0.0,6.0,2.0,5.0,18.0,1.0,19.0222602739726,6227.4751,184083.499,120.0241984,114.2576804,938821.27,19.60793869,4362.46,102.4068591,289357.95,202347.08,12395.8,144.62,6286.23,23892.51,3181.47,22120.96,169756.53,183066.5,19524.17,0.844
2004,6,0.0,1.0,9.0,1.0,7.0,23.0,0.0,11.406458333333331,6318.534,186444.482,121.7792069,115.7231047,938821.25,19.85942287,4810.74,102.2738517,289313.62,201630.12,12392.1,152.96,6286.23,23445.86,3210.27,22381.06,168963.08,183755.86,20093.46,1.134
2005,6,2.0,1.0,11.0,0.0,14.0,24.0,0.0,-13.32776923076923,6409.5929,188805.465,123.5342154,117.1885291,938821.18,20.11090813,5190.45,102.1777205,289347.46,201056.41,12406.9,154.09,6286.23,23363.08,3214.03,22336.94,168710.1,183790.86,20579.0,1.07
2006,6,1.0,0.0,20.0,1.0,8.0,21.0,0.0,22.499166666666667,6500.6517,191166.448,125.2892219,118.6539534,938821.14,20.36239278,5582.68,102.1438622,289405.67,200595.83,12429.5,157.3,6286.23,23323.67,3223.27,22376.76,168365.48,183801.17,20887.96,1.252
2007,6,0.0,0.0,11.0,1.0,6.0,13.0,0.0,12.824657534246576,6591.7106,193527.431,127.0442304,120.1193778,938821.08,20.61387789,5982.75,101.7776915,289690.92,199456.68,12397.1,162.26,6286.23,23191.56,3245.47,22395.71,167910.13,183865.97,21850.92,1.556
2008,6,1.0,2.0,7.0,4.0,9.0,22.0,0.0,46.8985046728972,6682.7695,195888.414,128.7992388,121.5848021,938821.08,20.86536169,6398.65,101.7359887,289746.67,198956.62,12397.9,167.44,6286.23,23251.2,3251.73,22470.21,167410.32,183771.94,22326.87,1.108
2009,6,2.0,0.0,7.0,5.0,10.0,34.0,0.0,35.456054421768705,6773.8283,198249.397,130.5542453,123.0502265,938821.1,21.11684505,6772.06,101.6189708,289697.19,198346.94,12405.6,169.81,6286.23,23319.36,3258.18,22525.91,167196.01,183581.66,22876.52,1.353
2010,6,1.0,0.0,5.0,8.0,6.0,33.0,1.0,43.24641891891892,6864.8872,200610.38,132.3092538,124.5156508,938821.1,21.36832885,7154.34,101.3148511,289785.1,197350.85,12430.8,171.42,6286.23,23354.14,3272.93,22595.71,166810.78,183403.14,23820.3,0.984
2011,6,0.0,1.0,5.0,2.0,5.0,31.0,0.0,32.79506849315069,7059.0225,202547.154,136.050888,125.7177754,938821.1,21.57462737,7514.55,100.7427141,290185.73,195835.89,12412.1,172.77,6286.23,23366.84,3286.68,22568.81,166369.67,183355.22,25081.78,0.808
2012,6,0.0,1.0,12.0,1.0,8.0,30.0,0.0,65.95394160583942,7253.1578,204483.928,139.7925222,126.9199,938821.1,21.78092589,7900.5,100.2595921,290466.56,194474.67,12413.3,174.21,6286.23,23420.34,3291.55,22533.31,166082.57,183203.61,26189.04,0.639
2013,6,1.0,1.0,14.0,3.0,15.0,26.0,0.0,43.40720720720721,7447.2931,206420.702,143.5341564,128.1220246,938821.1,21.9872244,8433.3,100.0891636,290419.59,193597.72,12440.6,175.56,6286.23,23415.13,3290.8,22488.41,165979.19,183291.72,26617.0,1.088
2014,6,2.0,0.0,13.0,2.0,16.0,20.0,0.0,45.95027397260274,7641.4284,208357.476,147.2757906,129.3241492,938821.1,22.19352292,8898.9,100.0603905,290710.44,193074.19,12537.5,180.81,6286.23,23404.79,3283.18,22483.01,165358.55,183462.58,26755.76,1.062
2015,6,1.0,0.0,12.0,1.0,17.0,13.0,0.0,35.57081081081081,7835.5638,210294.25,151.0174267,130.5262739,938821.1,22.39982144,9166.73,100.0,290709.61,192684.39,12536.0,180.72,6286.23,23402.53,3282.49,22481.71,165356.55,183510.23,26838.42,1.302
2016,6,1.0,1.0,12.0,3.0,13.0,11.0,0.0,59.02388489208633,8047.9798,212459.867,155.1113909,131.8704377,938821.0,22.63049793,9213.52,98.95013955,290237.83,190518.43,12566.7,196.16,6286.23,23308.47,3277.86,22601.11,165316.46,184924.62,27988.15,1.333
2017,6,1.0,0.0,12.0,4.0,9.0,0.0,0.0,55.21617647058824,8217.7753,214339.47,158.383916,133.0370771,938821.0,22.83070681,9820.42,98.31943973,289920.5,188638.43,12588.6,199.69,6286.23,23287.4,3265.98,22685.31,165252.1,185305.28,29185.48,1.588
2018,6,0.0,0.0,8.0,0.0,12.0,4.0,0.0,50.76445945945946,8387.1366,216219.04,161.6480727,134.2036961,938821.0,23.03091218,10260.9,97.71072026,289097.63,186969.18,12598.5,203.38,6286.23,23315.03,3251.04,23322.31,165155.08,185550.68,30425.16,1.375
2019,6,0.0,0.0,6.0,2.0,4.0,3.0,1.0,63.87797297297298,8553.8275,218098.61,164.8607618,135.3703152,938821.0,23.23111754,10614.52,96.84607297,288376.69,184870.34,12616.3,206.22,6286.23,23323.56,3245.31,23963.71,165288.1,185975.3,31669.22,1.411
2020,6,0.0,0.0,5.0,1.0,4.0,2.0,1.0,80.15040540540541,8724.3346,219978.18,168.1470019,136.5369342,938821.0,23.4313229,10871.1,96.7140928,287984.37,184347.49,12621.1,206.25,6285.56,23398.89,3242.14,24306.71,165073.71,186122.83,31975.99,1.58
1992,7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.71875,7281.6514,64513.612,100.0,100.0,110950.0,58.14656332,127.17,146.5613031,16617.55,6189.24,1099.41,345.89,6.74,6920.24,2373.43,578.14,23.01,76556.94,3689.35,0.558
1993,7,0.0,0.0,1.0,3.0,0.0,1.0,0.0,-15.636764705882351,7256.5644,64291.348,99.6554765,99.65547736,110950.0,57.94623524,129.68,142.0281194,16618.7,5991.36,1141.01,345.87,6.74,6931.07,2381.72,578.1,23.21,76491.28,3888.34,0.232
1994,7,0.0,0.0,3.0,0.0,0.0,2.0,0.0,-4.027941176470588,7231.4775,64069.084,99.31095438,99.31095472,110950.0,57.74590717,131.9,138.8137952,16617.35,5850.61,1141.0,345.84,6.74,6930.82,2381.65,578.0,23.2,76491.46,4028.49,0.22
1995,7,0.0,0.0,1.0,1.0,0.0,6.0,0.0,-7.144354838709679,7206.3906,63846.82,98.96643226,98.96643208,110950.0,57.54557909,134.04,127.3753125,16715.07,5355.5,1167.47,356.02,6.73,6973.35,2373.6,575.9,23.53,76311.84,4533.98,0.5
1996,7,0.0,0.0,2.0,1.0,0.0,3.0,0.0,-11.836764705882352,7181.3036,63624.556,98.62190876,98.62190944,110950.0,57.34525101,136.22,139.2531922,16716.2,5865.23,1199.74,357.45,6.73,6974.19,2373.73,575.69,23.78,76289.17,4008.99,0.13
1997,7,0.0,0.0,1.0,0.0,0.0,6.0,0.0,-1.3537878787878788,7156.2167,63402.292,98.27738664,98.27738679,110950.0,57.14492294,138.33,140.286519,16742.72,5907.65,1213.23,359.19,6.72,7008.89,2375.12,575.77,23.89,76178.17,3997.37,0.553
1998,7,1.0,0.0,0.0,1.0,0.0,5.0,0.0,-5.15530303030303,7131.1298,63180.028,97.93286451,97.93286415,110950.0,56.94459486,140.66,138.1946837,16784.75,5815.17,1223.51,360.4,6.71,7083.68,2377.21,571.66,23.93,75976.93,4162.49,0.936
1999,7,0.0,0.0,3.0,2.0,1.0,4.0,0.0,-7.547727272727272,7106.0428,62957.764,97.58834102,97.58834151,110950.0,56.74426679,143.38,138.7805903,16862.14,5837.7,1265.44,361.11,6.71,7148.09,2390.44,569.35,24.28,75710.51,4207.93,-0.012
2000,7,0.0,0.0,3.0,0.0,0.0,2.0,0.0,-10.023529411764706,7080.9559,62735.5,97.2438189,97.24381887,110950.0,56.54393871,146.89,148.113627,16847.48,6236.42,1277.11,361.71,6.7,7173.87,2389.33,564.05,24.31,75677.26,3821.96,0.0
2001,7,0.0,0.0,2.0,2.0,1.0,4.0,1.0,8.903943661971832,7059.1978,62542.729,96.94501168,96.94501216,110950.0,56.37019288,148.16,141.0399292,16854.12,5930.29,1277.16,362.41,6.7,7198.47,2389.86,559.58,24.32,75631.6,4144.38,0.469
2002,7,0.0,0.0,4.0,1.0,0.0,1.0,0.0,17.402624113475177,7037.4398,62349.958,96.64620583,96.64620546,110950.0,56.19644705,149.31,142.0316991,16863.57,5971.88,1276.73,363.41,6.7,7228.07,2392.36,559.46,24.36,75572.15,4119.0,0.706
2003,7,0.0,0.0,3.0,1.0,0.0,4.0,0.0,27.726164383561645,7015.6817,62157.187,96.34739861,96.34739875,110950.0,56.02270122,150.17,145.3088038,16889.76,6112.26,1280.11,363.58,6.7,7259.79,2394.57,557.64,24.37,75479.0,4009.15,0.726
2004,7,0.0,0.0,2.0,0.0,0.0,3.0,0.0,10.990763888888887,6993.9236,61964.416,96.0485914,96.04859204,110950.0,55.84895539,152.3,146.9483848,16968.13,6180.79,1399.81,364.48,6.7,7403.15,2434.59,550.53,24.75,74982.07,4059.77,0.638
2005,7,0.0,0.0,3.0,0.0,1.0,3.0,0.0,8.885538461538463,6972.1656,61771.645,95.74978555,95.74978533,110950.0,55.67520955,153.7,136.5657789,16976.59,5731.93,1405.47,364.85,6.7,7410.88,2431.99,545.55,24.83,74984.72,4489.92,0.744
2006,7,0.0,0.0,1.0,0.0,0.0,6.0,0.0,12.550833333333332,6950.4075,61578.874,95.45097833,95.45097862,110950.0,55.50146372,157.17,137.5189687,16979.36,5769.54,1414.15,367.09,6.7,7416.09,2426.74,540.58,24.84,74987.9,4436.97,0.599
2007,7,0.0,0.0,4.0,0.0,0.0,3.0,0.0,18.89216216216216,6928.6494,61386.103,95.15217111,95.15217192,110950.0,55.32771789,160.65,135.4915155,16969.3,5678.68,1412.56,370.28,6.7,7392.38,2427.98,540.6,24.92,75075.13,4467.91,0.69
2008,7,0.0,0.0,2.0,1.0,0.0,3.0,0.0,24.445555555555558,6906.8914,61193.332,94.85336527,94.85336521,110950.0,55.15397206,163.63,127.7457907,16959.3,5341.88,1411.06,372.61,6.7,7402.28,2431.49,541.95,24.97,75110.24,4760.99,0.356
2009,7,0.0,0.0,1.0,2.0,0.0,1.0,0.0,12.42945205479452,6885.1333,61000.561,94.55455805,94.5545585,110950.0,54.98022623,166.58,127.54948,16958.72,5330.47,1411.25,373.23,6.7,7392.68,2432.62,538.16,25.04,75149.79,4741.87,0.846
2010,7,0.0,0.0,3.0,2.0,0.0,5.0,1.0,23.698231292517004,6863.3753,60807.79,94.2557522,94.25575179,110950.0,54.8064804,169.53,126.6642535,16957.21,5289.37,1410.7,373.83,6.7,7393.07,2434.4,532.76,25.1,75164.13,4770.33,1.034
