Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Type of Issuer,Use of Proceed,Principal Currency,1985,1986,1987,1990,1991,1992,1993,1994,1999,2000,2002,2003,2004,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Hungarian Forint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009425
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Hungarian Forint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.152793
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Icelandic Krona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003036
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Icelandic Krona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6934966
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Indian Rupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014351
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Indian Rupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.278168
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Indonesian Rupiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015041
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Indonesian Rupiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.435756
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147984
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.80284
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Kazakhstani Tenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Kazakhstani Tenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388662
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Macanese Pataca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001626
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Macanese Pataca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3713331
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Malaysian Ringgit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007586
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Malaysian Ringgit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.732825
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Mexican Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014486
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Mexican Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.309021
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Mexican Unidad de Inversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001192
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Mexican Unidad de Inversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2723767
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Moroccan Dirham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84e-06
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Moroccan Dirham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133439
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Namibian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67e-06
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Namibian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038124
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,New Zealand Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027818
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,New Zealand Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.354366
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Nigerian Naira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Nigerian Naira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0907213
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Norwegian Krone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086785
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Norwegian Krone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82355
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Peruvian Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Peruvian Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136177
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Philippine Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001837
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Philippine Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4196968
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Polish Zloty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007037
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Polish Zloty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60748
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Romanian Leu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00028
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Romanian Leu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639671
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Russian Ruble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018991
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Russian Ruble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.337879
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Singapore Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037566
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Singapore Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.580949
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,South African Rand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000734
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,South African Rand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.676632
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,South Korean Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067118
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,South Korean Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33138
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Sri Lankan Rupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75e-06
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Sri Lankan Rupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039937
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Swedish Krona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0320843
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Swedish Krona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28773
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Swiss Franc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0098143
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Swiss Franc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4182
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Taiwanese Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029853
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Taiwanese Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.818996
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Thai Baht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014398
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Thai Baht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.288828
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Turkish Lira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Turkish Lira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2059512
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Ukrainian Hryvnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82e-06
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Ukrainian Hryvnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155707
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2537281
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.5726
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Vietnamese Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Vietnamese Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1594656
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Access to Essential Services,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056156
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Access to Essential Services,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82738
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Acquiring and distribution of vaccine,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001751
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Acquiring and distribution of vaccine,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032373
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.394673
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Affordable Basic Infrastructure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87e-05
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Affordable Basic Infrastructure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0428026
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Agriculture,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002201
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Agriculture,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5027738
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Alternative Energy,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112562
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Alternative Energy,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.71169
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Aquatic Biodiversity Conservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0331341
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Aquatic Biodiversity Conservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6857
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Capital expenditure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006567
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Capital expenditure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Capital expenditure/Financing expenses,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007941
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Capital expenditure/Financing expenses,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.813805
World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Carbon reduction through reforestation and avoided deforestation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021804
