Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Type of Issuer,Use of Proceed,Principal Currency,1985,1986,1987,1990,1991,1992,1993,1994,1999,2000,2002,2003,2004,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Netherlands, The",NL,NLD,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,0.0751202,,,,,,,,,,,,,,,,,,1.338098,4.866954,7.31676,10.9189,11.26703,28.66942,24.9159,33.40031,32.47046
"Netherlands, The",NL,NLD,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,16.64284,,,
New Zealand,NZ,NZL,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,0.03106,0.031445,0.1396156,0.0943349,0.0924898,0.1554899,0.2466395,0.2774695,0.6628438,1.297046,3.314287
New Zealand,NZ,NZL,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.127266
Nigeria,NG,NGA,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0.0232422,,0.0652252,,0.0022539,0.05
Nigeria,NG,NGA,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0.0232422,,0.0326122,,,
Norway,NO,NOR,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,0.03,,,,,,,,,,0.0396237,,,,,,0.1077903,0.0155407,,1.0,0.3578327,2.293151,1.116078,0.5835931,3.102144,5.368201,6.183681,13.4614,13.08658
Pakistan,PK,PAK,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
Panama,PA,PAN,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,0.037,,,,,,,0.042,0.535328,,
Peru,PE,PER,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,0.408,,,,0.0261855,1.278889,0.2,,0.03
Philippines,PH,PHL,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,0.6646443,0.5540443,0.0900739,
"Poland, Rep. of",PL,POL,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,0.7909473,,1.060704,2.323413,0.2251796,1.094481,0.5303521
"Poland, Rep. of",PL,POL,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,0.7909473,,1.060704,2.121408,,,
Portugal,PT,PRT,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,1.177076,1.591056,2.227479,1.006753
Romania,RO,ROU,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4527997,0.1514041
Russian Federation,RU,RUS,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,0.0040601,1.334748,1.588684,0.8606164
"Serbia, Rep. of",RS,SRB,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.121408,
"Serbia, Rep. of",RS,SRB,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.121408,
Seychelles,SC,SYC,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,
Seychelles,SC,SYC,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,
Singapore,SG,SGP,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,1.072743,0.0499223,2.646986,1.3683,5.855066,6.721348
Singapore,SG,SGP,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.782134
Slovak Rep.,SK,SVK,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4242816,0.908893
"Slovenia, Rep. of",SI,SVN,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,0.0795528,,,,
South Africa,ZA,ZAF,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,0.0792241,,,0.0543375,0.0597712,0.1491384,0.2,0.06602,0.6101584
Spain,ES,ESP,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,1.158936,,3.277045,4.758106,4.076645,7.246918,9.730041,22.31164,13.16332
Spain,ES,ESP,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.705315,
Sweden,SE,SWE,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0.171308,1.251038,1.510763,3.413522,4.370183,6.457836,12.59613,14.02406,16.98899,15.77147
Sweden,SE,SWE,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,3.849078,,
Switzerland,CH,CHE,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,0.1085305,0.1681426,0.1097454,,,0.1080614,,,,,,,,,,,0.1603249,0.8550663,0.7436262,0.718365,2.627311,1.104104,2.110945,2.891872
Switzerland,CH,CHE,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.139429
Taiwan Province of China,TW,TWN,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0.5328262,0.7074085,0.8806769,1.356076,0.8217786,2.075102
Thailand,TH,THA,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,0.0957143,0.6580137,0.6745148,0.8207527,0.7936478
"Türkiye, Rep. of",TR,TUR,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,1.884246,0.0132502
Ukraine,UA,UKR,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,
United Arab Emirates,AE,ARE,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,0.35,1.0,0.587,,0.07,0.0956145,0.5800425,3.653779
United Kingdom,GB,GBR,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0.3680598,0.3015499,0.7876346,0.80155,2.101579,7.767468,3.968181,4.808441,55.19447,7.899904
United Kingdom,GB,GBR,Sovereign Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80954,
United States,US,USA,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,0.025,,,,,,,,,,,0.013609,,,,,,,,0.5,2.1438,8.262994,5.989511,5.46376,8.877655,25.258,30.58385,56.52536,28.51972
Vietnam,VN,VNM,Green Bond Issuances by Country,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,0.1496367,,,,,0.2,
World,,WLD,Green Bond Issuances,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Not Applicable,0.055,0.3,0.0751202,0.0,0.0291793,0.1435457,0.1856502,0.1097454,0.0481737,0.0533208,0.1476851,0.40466,0.1085305,1.464115,0.4772156,0.8899977,2.648601,0.7783703,2.417071,12.43554,30.77104,47.59378,99.57473,139.1618,163.8557,284.1636,302.4334,652.9819,540.9196
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Argentinian Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Argentinian Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0240006
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Argentinian Unidades de Valor Adquisitivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Argentinian Unidades de Valor Adquisitivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Australian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121833
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Australian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.82952
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Bangladeshi Taka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001695
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Bangladeshi Taka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3870968
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Brazilian Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021394
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Brazilian Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.886899
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,British Pound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0320588
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,British Pound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.22969
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232483
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.10439
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Chilean Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Chilean Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0311282
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Chilean Unidad de Fomento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Chilean Unidad de Fomento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214465
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Chinese Yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1424429
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Chinese Yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.3719
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Colombian Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004137
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Colombian Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9448879
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Czech Koruna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Czech Koruna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0766765
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Danish Krone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088779
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Danish Krone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2791
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Deutsche Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Deutsche Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0817021
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4273384
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Euro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.1378
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,European Currency Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,European Currency Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Fijian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95e-05
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Fijian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0445
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Share,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Hong Kong Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033748
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Billion US Dollars,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Not Applicable,Hong Kong Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.708855
