Country,ISO2,ISO3,Technology,Energy Type,Indicator,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Fiji, Rep. of",FJ,FJI,Wind energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.1,0.1,0.1,0.1,,,,3.351,4.604,7.211,6.42,4.977,6.809,5.348,4.269,5.674,3.632,2.083,2.558,3.419,1.136,0.293,0.093,
"Fiji, Rep. of",FJ,FJI,Wind energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.06,0.06,0.06,0.06,,,,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175,10.175
Finland,FI,FIN,Bioenergy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",8639.0,8270.0,8988.0,9379.0,10439.0,9511.0,10813.0,9954.0,10404.0,8732.0,10974.0,11244.0,11201.0,12011.0,11759.0,11420.0,11523.0,11860.0,12909.0,13291.0,11570.0,13579.0,12762.0,
Finland,FI,FIN,Bioenergy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1540.0,1651.0,1650.0,1763.0,1776.0,1805.0,1806.0,1850.0,1852.0,1749.0,1768.0,1880.0,1868.0,1952.0,1977.0,1987.0,2009.0,2230.0,2230.0,2227.0,2706.0,2711.0,3197.0,3059.0
Finland,FI,FIN,Fossil fuels,Total Non-Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",23855.0,29869.0,32467.0,42102.0,37039.0,23419.0,36555.0,33080.0,26095.0,26326.0,33157.0,25609.0,18309.0,21393.0,17575.0,14194.0,14447.0,12698.0,14528.0,12123.0,9372.0,9582.0,7400.0,
Finland,FI,FIN,Fossil fuels,Total Non-Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",9198.0,9298.0,9288.0,9164.0,9111.0,8956.0,9008.0,9058.0,7870.0,7664.0,7819.0,7797.0,7819.0,8441.0,7748.0,7721.0,6803.0,6889.0,6792.0,6789.0,5854.0,5754.0,5271.0,5091.0
Finland,FI,FIN,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",14660.0,13205.0,10776.0,9591.0,15069.615,13784.0,11493.691,14177.206,17112.132,12686.03,12921.994,12445.039,16859.128,12838.601,13397.044,16768.698,15799.127,14771.469,13301.104,12420.475,15883.341,15791.129,13491.76,
Finland,FI,FIN,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2882.0,2926.0,2964.0,2966.0,2999.0,3035.0,3062.0,3102.0,3006.0,3029.0,3039.0,3080.0,3080.0,3108.0,3132.0,3133.0,3133.0,3156.0,3152.0,3157.0,3164.0,3171.0,3171.0,3177.0
Finland,FI,FIN,Solar energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1.576,1.715,1.865,2.097,2.361,2.631,3.379,3.811,3.944,4.317,4.739,5.3,5.749,6.452,7.752,11.311,22.066,48.513,90.225,147.182,218.471,297.518,392.342,
Finland,FI,FIN,Solar energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,9.0,11.0,17.0,39.0,82.0,140.0,222.0,318.0,425.0,664.0,900.0
Finland,FI,FIN,Wind energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",78.0,70.0,64.0,93.0,120.344,169.942,155.641,188.408,260.52,276.624,294.317,481.393,494.323,773.692,1107.172,2327.359,3068.041,4795.192,5838.668,6024.746,8255.676,8506.734,12021.954,
Finland,FI,FIN,Wind energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",38.0,39.0,43.0,52.0,82.0,82.0,86.0,110.0,143.0,147.0,197.0,199.0,257.0,447.0,627.0,1005.0,1565.0,2044.0,2041.0,2284.0,2586.0,3257.0,5677.0,6957.0
France,FR,FRA,Bioenergy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",2479.0,2849.0,3043.0,3227.0,3312.0,3391.0,3377.0,3751.0,3971.0,4130.0,4441.0,5039.111,5297.296,5681.435,5986.905,6525.755,7522.343,7781.246,8378.185,8644.082,8763.751,9574.587,9781.064,
France,FR,FRA,Bioenergy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",432.0,459.0,528.5,551.5,605.5,633.0,667.5,724.0,787.5,817.5,927.5,1174.936,1281.048,1407.956,1463.261,1531.277,1660.673,1712.441,1924.511,2008.163,1931.778,2046.356,2067.252,2187.252
France,FR,FRA,Fossil fuels,Total Non-Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",49539.0,45005.0,51127.0,55730.0,54812.0,61699.0,55297.0,56347.0,53661.112,49234.197,55594.113,56812.208,54168.929,51127.083,33419.968,42373.374,54068.845,62677.844,46871.921,51100.786,45784.43,46347.714,58140.484,
France,FR,FRA,Fossil fuels,Total Non-Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",25275.0,26165.0,26909.0,26512.0,26169.0,25450.0,24643.0,24372.0,24233.0,25818.0,27017.0,26737.636,27690.636,25518.868,23754.302,23664.855,22552.038,19518.933,18811.599,17107.516,17386.104,17254.898,17787.104,18499.104
France,FR,FRA,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",64779.966,72622.304,58878.23,57352.128,58041.171,50139.149,54877.946,55989.95,62158.522,55494.548,61202.19,45743.862,59830.634,71920.432,63772.627,55556.272,60839.21,50001.257,65111.426,56913.549,62593.579,59615.944,45521.132,
France,FR,FRA,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",23297.0,23322.0,23421.0,23429.0,23316.0,23329.0,23341.0,23354.0,23312.0,23400.0,23617.0,23833.917,23848.263,23837.695,23798.608,23824.169,23893.153,23979.238,23999.234,24140.684,24226.722,24263.136,24236.006,24139.006
France,FR,FRA,Solar energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",5.223,6.161,7.104,7.767,8.448,10.501,12.103,17.572,41.692,173.971,620.0,2333.809,4427.939,5193.598,6391.62,7753.821,8659.959,9586.608,10808.15,12165.282,13189.172,15356.91,19984.625,
France,FR,FRA,Solar energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",7.0,7.0,8.0,9.0,11.0,13.0,15.0,26.0,80.0,277.0,1044.0,3003.574,4358.754,5277.289,6034.417,7137.517,7702.081,8610.436,9629.127,10737.641,11925.591,14612.172,17350.293,20551.293
France,FR,FRA,Wind energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",48.16,131.24,265.59,387.75,594.85,962.57,2182.58,4070.11,5694.21,7911.57,9944.99,12371.619,15178.4,16137.005,17323.777,21420.602,21380.985,24609.437,28598.595,34721.683,40045.404,37119.413,38004.227,
France,FR,FRA,Wind energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",38.0,66.0,138.0,218.0,358.0,690.0,1412.0,2223.0,3403.0,4582.0,5912.0,6758.016,7607.496,8160.131,9201.395,10298.147,11566.562,13499.352,14900.143,16426.852,17535.273,18551.121,20810.575,20810.575
French Polynesia,PF,PYF,Fossil fuels,Total Non-Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",387.785,411.724,470.148,492.301,489.413,511.568,504.774,517.437,530.931,553.33,491.0,488.0,503.0,492.0,473.0,470.0,471.0,474.0,488.0,493.4,464.4,481.9,436.0,
French Polynesia,PF,PYF,Fossil fuels,Total Non-Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",143.08,143.08,143.08,177.18,177.18,177.18,177.18,177.18,177.18,177.18,210.38,210.38,210.38,210.38,210.38,210.38,210.38,210.38,210.38,210.38,210.38,216.38,216.38,216.38
French Polynesia,PF,PYF,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",147.583,154.235,119.404,123.547,155.579,147.103,159.826,174.28,157.658,154.525,211.0,175.0,160.0,152.0,166.954,167.012,184.004,176.388,164.943,160.335,161.241,144.184,191.991,
French Polynesia,PF,PYF,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.63,47.63,48.654,48.654,48.654,49.2,49.2
French Polynesia,PF,PYF,Solar energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.701,0.892,1.058,1.306,1.597,1.957,2.335,2.691,3.133,3.403,4.4,9.7,14.0,18.0,27.3,31.9,32.9,35.6,37.4,39.7,41.6,47.4,49.9,
French Polynesia,PF,PYF,Solar energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.548,0.698,0.828,1.022,1.249,1.531,1.849,2.119,2.459,2.762,2.9,11.0,14.18,19.1,25.5,29.5,31.9,34.8,38.1,41.1,44.614,45.675,52.122,52.868
French Polynesia,PF,PYF,Wind energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.065,0.065,0.065,0.065,0.095,0.071,0.095,0.138,0.34,0.285,0.266,0.113,0.093,0.092,0.077,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,
French Polynesia,PF,PYF,Wind energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.12,0.12,0.12,0.12,0.135,0.135,0.135,0.158,0.368,0.368,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248
G20,,NA120,Bioenergy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",129529.999,128613.418,140815.208,151222.271,166117.088,188765.312,201633.721,220157.59,236930.588,254440.615,289019.717,302454.342,334452.63,364274.264,394989.795,413529.731,423005.161,442818.128,461366.847,486903.952,511811.312,548702.863,559678.313,
G20,,NA120,Bioenergy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",24565.125,27523.236,28767.686,31166.027,33729.69,38084.628,41944.458,44316.151,47807.176,54155.393,58502.351,64361.059,67918.304,73731.106,78760.935,84049.17,92292.582,97831.981,104037.783,110042.699,117468.978,123460.214,128991.86,132979.625
G20,,NA120,Fossil fuels,Total Non-Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",8580716.564,8612035.627,9015043.898,9510771.152,9894169.765,10357744.2,10765883.59,11441548.76,11551298.51,11330514.28,12159126.4,12785214.88,13008947.79,13286475.96,13286074.26,13358535.54,13490503.33,13773990.48,14167084.41,14012693.4,13646749.26,14407547.28,14553496.55,
G20,,NA120,Fossil fuels,Total Non-Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1919224.394,1928759.442,2038063.992,2125149.273,2205497.287,2296220.634,2418677.595,2522296.979,2602017.457,2689082.335,2799003.935,2901974.003,2992029.165,3068224.335,3178788.527,3244790.01,3312323.65,3380526.09,3468496.139,3496620.862,3548169.194,3593999.169,3632242.241,3692366.916
G20,,NA120,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1938630.989,1895130.826,1945367.61,1947949.762,2090607.96,2147483.301,2252610.373,2276311.223,2406104.587,2465276.187,2621396.181,2654491.984,2796072.049,2879359.057,2989820.037,2996872.093,3104872.998,3089803.491,3190085.297,3269045.739,3370909.062,3257715.606,3280785.91,
G20,,NA120,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",528885.827,540560.226,549848.955,566916.464,581780.298,601017.394,620482.737,642943.789,669738.628,694210.882,721555.067,744224.111,766324.558,804118.446,835900.47,862281.168,881475.409,898132.3,913235.99,925290.119,940333.319,959688.977,975960.027,978567.482
G20,,NA120,Solar energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1270.619,1625.965,1889.077,2296.02,2978.204,4273.959,5823.524,7874.77,12495.203,20550.324,33043.749,63876.945,98106.07,132167.945,183952.461,239775.681,305134.545,410600.733,524944.676,635005.65,758135.369,921350.768,1167551.118,
G20,,NA120,Solar energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1179.228,1420.825,1758.674,2274.882,3347.68,4838.843,6338.118,8777.891,14989.574,23165.771,40825.974,71325.063,100325.383,135513.305,172954.923,218438.094,285924.412,377187.943,466518.82,552675.848,663799.855,797830.813,985241.426,1318518.423
G20,,NA120,Wind energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",30344.895,36774.695,51267.689,62096.83,82239.542,100627.175,126374.443,164829.232,212215.793,265995.309,335424.506,424296.038,514786.599,622516.55,692584.472,802522.139,923363.613,1096471.555,1216684.063,1359515.233,1526564.624,1767460.49,2010991.619,
G20,,NA120,Wind energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",16682.058,23615.662,30253.2,38132.735,46812.766,57435.019,71902.109,89768.747,113551.503,147246.035,177804.816,216345.689,262442.147,294028.276,341152.381,406262.81,455321.408,501171.702,546534.577,602030.127,709517.255,793140.095,867801.52,977874.437
G7,,NA119,Bioenergy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",86088.001,81855.998,88602.0,94647.998,100311.001,111533.997,117108.0,123907.997,127905.0,132985.997,143335.0,150230.111,162550.295,177514.436,190413.908,200571.752,206248.342,210098.589,213301.159,215276.253,217024.615,221709.344,214406.495,
G7,,NA119,Bioenergy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",11731.315,13764.56,14276.68,15709.931,16495.121,17757.89,19140.525,20557.671,21395.341,23510.896,25121.498,28164.302,29373.751,32138.463,33381.533,35053.699,36240.795,37306.516,39978.589,40346.857,40900.468,40650.374,41376.483,42549.173
G7,,NA119,Fossil fuels,Total Non-Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",4571505.0,4451755.0,4598256.0,4711836.0,4759164.0,4897748.0,4860998.0,5038431.0,4972532.112,4601393.197,4877121.113,4861484.208,4890126.929,4810247.083,4704185.968,4629947.374,4565810.845,4403992.369,4436519.905,4255847.277,3995097.432,4122027.226,4158545.342,
G7,,NA119,Fossil fuels,Total Non-Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1042869.0,1035296.99,1113734.51,1154166.45,1174400.16,1187895.94,1196797.54,1204001.7,1218947.0,1230363.595,1245614.985,1253580.988,1251499.236,1237232.668,1237525.502,1208403.855,1197629.542,1190895.333,1195930.147,1171173.037,1162172.778,1160200.281,1154274.893,1146975.093
G7,,NA119,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",831558.412,748946.577,824767.588,826357.928,831344.048,822055.882,849785.257,806077.177,840701.482,851698.03,834279.954,897266.583,864039.527,894389.827,875261.068,846658.596,863734.966,892936.864,899360.557,880420.391,888188.123,846181.513,828636.812,
G7,,NA119,Hydropower (excl. Pumped Storage),Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",213630.0,219683.0,222606.0,223494.0,223168.0,224559.0,225855.0,226173.0,227445.0,228616.0,234031.4,234836.817,235110.163,235644.595,236190.808,240564.369,242082.831,242829.263,243481.006,243620.963,243927.038,245310.133,246757.942,246502.733
G7,,NA119,Solar energy,Total Renewable,Electricity Generation,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1150.223,1475.161,1693.104,2052.767,2682.448,3872.501,5288.103,6794.525,8976.657,12693.452,22038.136,44596.007,68654.146,89928.695,119615.46,150245.488,178369.693,214191.062,240944.853,263278.717,302631.138,345471.868,407127.463,
G7,,NA119,Solar energy,Total Renewable,Electricity Installed Capacity,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1065.713,1276.6,1573.6,2017.0,3038.8,4431.8,5781.8,7686.8,10476.8,16910.0,29957.72,54166.794,73093.474,91260.859,111621.615,136133.433,160115.825,180040.639,199828.78,222654.215,253491.798,290230.412,328907.058,382171.298
