Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Argentina,AR,ARG,Implicit Fossil Fuel Subsidies - Road damage,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",USD at constant 2021 prices,50460261.24,74038140.64,69686860.1,104035552.4,94119799.44,83737858.24,100110593.4,115073381.5,107928078.6,105513344.4,109208539.7,113019243.8,117031816.0,121173849.1,125325083.1,129610140.9
Argentina,AR,ARG,Implicit Fossil Fuel Subsidies - Total,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",Percent of GDP,2.33019193939915,3.58892360410708,3.05110831807998,5.40605357990837,5.30811121870897,4.76371358179321,5.69612157725392,6.36621919751182,5.43580096645255,5.08107172828048,5.05344259579753,5.03698953307645,5.04659431883837,5.05191368752597,5.04951408798814,5.04603555001787
Argentina,AR,ARG,Implicit Fossil Fuel Subsidies - Total,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",USD at constant 2021 prices,16926761600.0,22368985520.0,21581763240.0,30419592240.0,29270836180.0,23656887470.0,31228644780.0,36311386410.0,31632121700.0,30164849340.0,30601020570.0,31111469550.0,31794149800.0,32463950990.0,33097141080.0,33735321130.0
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Coal,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTEC,Explicit; Coal,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Coal",Percent of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Coal,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTEC,Explicit; Coal,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Coal",USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Electricity,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTET,Explicit; Electricity,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Electricity",Percent of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Electricity,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTET,Explicit; Electricity,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Electricity",USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTEN,Explicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Natural Gas",Percent of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTEN,Explicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Natural Gas",USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTEP,Explicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Petroleum",Percent of GDP,0.0,0.0,0.0,0.0055500552899125,0.0289970497949538,0.0,0.0353875361440648,0.0820684584633774,0.0404263246311738,0.0232455293438191,0.0205045712723424,0.0180057321143243,0.0157108222850374,0.0135656160544077,0.0121309731992309,0.010763103717858
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTEP,Explicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Petroleum",USD at constant 2021 prices,0.0,0.0,0.0,741870.108,4171805.554,0.0,4981503.463,12358689.16,6302464.01,3783442.356,3487417.482,3200338.826,2917971.023,2632950.42,2460525.294,2281239.833
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Total,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTE,Explicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit",Percent of GDP,0.0,0.0,0.0,0.0055500552899125,0.0289970497949538,0.0,0.0353875361440648,0.0820684584633774,0.0404263246311738,0.0232455293438191,0.0205045712723424,0.0180057321143243,0.0157108222850374,0.0135656160544077,0.0121309731992309,0.010763103717858
"Armenia, Rep. of",AM,ARM,Explicit Fossil Fuel Subsidies - Total,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTE,Explicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit",USD at constant 2021 prices,0.0,0.0,0.0,741870.108,4171805.554,0.0,4981503.463,12358689.16,6302464.01,3783442.356,3487417.482,3200338.826,2917971.023,2632950.42,2460525.294,2281239.833
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFT,Total Implicit and Explicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit",Percent of GDP,5.06699479006468,5.05410177599144,5.38009496083459,5.18419310174903,7.00548486133315,7.44392776176537,7.11198480500107,7.07733880735773,7.41074842847979,7.46772679405259,7.68489682502352,7.91324129627546,8.09879183222958,8.25647646452677,8.38925567716807,8.52307182354329
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFT,Total Implicit and Explicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit",USD at constant 2021 prices,604607451.1,596678607.6,681329441.7,692965690.5,1007879107.0,991754495.7,1001154101.0,1065776451.0,1155335680.0,1215447213.0,1307047252.0,1406499508.0,1504188607.0,1602499517.0,1701592729.0,1806465073.0
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTN,Total Implicit and Explicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Natural Gas",Percent of GDP,2.2652469816711,2.29113590430837,2.37375912846209,2.49656693254348,2.49761947313547,2.91692665165503,2.41310951054912,1.98004058171193,2.3747917248236,2.37280613725731,2.48265151928504,2.59288482333746,2.66078650406504,2.70055698490391,2.72228808164473,2.74267008492569
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTN,Total Implicit and Explicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Natural Gas",USD at constant 2021 prices,270295364.5,270487584.5,300610304.0,333713500.7,359332513.6,388622137.8,339693425.8,298174311.2,370230029.9,386197926.9,422249370.4,460859348.5,494187877.4,524151105.2,552161691.6,581308924.5
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTC,Total Implicit and Explicit; Coal,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Coal",Percent of GDP,0.0015895863913661,0.0015114140282953,0.0008852901830028,0.0013142279815525,0.005921272280531,0.0072752034526758,0.0062545228670881,0.0073101565309781,0.0082261709300833,0.0084257478127304,0.0086104307737535,0.0087172160627883,0.0087907287944866,0.0088529282240197,0.008908779938865,0.0089571094833687
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTC,Total Implicit and Explicit; Coal,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Coal",USD at constant 2021 prices,189673.725,178434.954,112112.197,175671.485,851893.443,969275.356,880449.184,1100836.472,1282460.048,1371374.714,1464462.066,1549397.983,1632702.059,1718264.839,1806967.835,1898459.355
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTT,Total Implicit and Explicit; Electricity,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Electricity",Percent of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTT,Total Implicit and Explicit; Electricity,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Electricity",USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTP,Total Implicit and Explicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Petroleum",Percent of GDP,3.65364797150631,3.64631227685022,3.90691641129054,3.61129865872726,4.50194411482588,4.5197259063274,4.69262077147119,5.0899880715851,5.02773053367543,5.08649490599656,5.19363487417686,5.31163925959266,5.42921460184138,5.54706655159977,5.65805881772913,5.77144462845011
"Armenia, Rep. of",AM,ARM,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTP,Total Implicit and Explicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Petroleum",USD at constant 2021 prices,435963106.1,430477388.2,494767694.0,482718529.1,647694699.8,602163082.5,660580226.0,766501303.7,783823190.2,827877910.9,883333419.4,944090762.0,1008368028.0,1076630147.0,1147624070.0,1223257689.0
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Accidents,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIA,Implicit; Accidents,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Accidents",Percent of GDP,1.49521187171018,1.49322468792786,1.59019557974785,1.4649051401561,1.80873718217836,1.7762752870975,1.9483542487746,1.97664648582243,1.98790767030148,2.04761647825018,2.10484366298213,2.16737375492292,2.23061021752006,2.29523372353032,2.36068052753537,2.42790585892899
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Accidents,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIA,Implicit; Accidents,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Accidents",USD at constant 2021 prices,178412703.4,176287551.6,201380658.6,195812343.8,260223018.4,236653156.5,274269827.6,297663194.3,309914805.8,333270058.0,357991810.2,385229011.2,414291235.7,445481913.4,478816831.4,514594646.8
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Coal,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIC,Implicit; Coal,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Coal",Percent of GDP,0.0015895863913661,0.0015114140282953,0.0008852901830028,0.0013142279815525,0.005921272280531,0.0072752034526758,0.0062545228670881,0.0073101565309781,0.0082261709300833,0.0084257478127304,0.0086104307737535,0.0087172160627883,0.0087907287944866,0.0088529282240197,0.008908779938865,0.0089571094833687
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Coal,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIC,Implicit; Coal,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Coal",USD at constant 2021 prices,189673.725,178434.954,112112.197,175671.485,851893.443,969275.356,880449.184,1100836.472,1282460.048,1371374.714,1464462.066,1549397.983,1632702.059,1718264.839,1806967.835,1898459.355
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Congestion,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIG,Implicit; Congestion,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Congestion",Percent of GDP,0.30950810173024,0.309096755763669,0.329169681382853,0.303234623626501,0.374407682560645,0.292059544772198,0.385799410172622,0.401040751311508,0.38601176690186,0.403752818260015,0.41749494361477,0.432325374817149,0.447573617778496,0.463558231490546,0.480200268451413,0.497806824251003
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Congestion,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIG,Implicit; Congestion,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Congestion",USD at constant 2021 prices,36931339.43,36491434.09,41685694.56,40533056.2,53866033.29,38911093.15,54308982.97,60392726.74,60179234.46,65714808.7,71007540.01,76841512.12,83127848.03,89972017.15,97399020.45,105510156.4
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Electricity,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIT,Implicit; Electricity,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Electricity",Percent of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Electricity,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIT,Implicit; Electricity,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Electricity",USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Foregone VAT,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIF,Implicit; Foregone Vat,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Foregone Vat",Percent of GDP,0.697791137386397,0.726592821048417,0.707966273251266,0.71531963979601,0.992154935010774,1.07008772273512,1.14009692335015,1.3151346443987,1.30115541693393,1.26870388240354,1.27533783690028,1.28429735062451,1.28276218543046,1.28134465557216,1.27934449292511,1.27723376692616
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Foregone VAT,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIF,Implicit; Foregone Vat,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Foregone Vat",USD at constant 2021 prices,83262315.92,85780305.18,89656087.71,95616030.96,142741330.5,142567787.3,160491443.9,198046126.1,202850129.5,206494243.9,216909459.3,228271011.1,238247420.7,248696184.2,259489443.5,270709696.9
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Global Warming,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIW,Implicit; Global Warming,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Global Warming",Percent of GDP,1.350700250092,1.34996750321358,1.4543199245053,1.53490704136789,2.34074426357128,2.73041043683855,2.19220821197698,1.78513897005113,2.13743765939705,2.16063395183092,2.2721573224365,2.38133909699561,2.46091242664082,2.51290687773713,2.54589200069023,2.57735223543288
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Global Warming,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIW,Implicit; Global Warming,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Global Warming",USD at constant 2021 prices,161169187.9,159374853.5,184173511.7,205169425.0,336762877.2,363772582.5,308597150.0,268824077.5,333226531.1,351664782.0,386448517.4,423259211.1,457065265.0,487730095.9,516383274.5,546269806.3
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",Percent of GDP,1.18790011862832,1.15082745621599,1.27085546349265,1.13690372813641,1.43286616459304,1.54664757862343,1.38111045464232,1.48905911415101,1.53003583066068,1.53642415396903,1.56764196672154,1.6033358428041,1.63501569321057,1.66401668298212,1.6855283325938,1.70689617504128
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",USD at constant 2021 prices,141743438.2,135864720.3,160939769.6,151968736.8,206146455.1,206059856.9,194418918.7,224237412.0,238532586.0,250068395.3,266624545.7,284976912.7,303671464.7,322968998.0,341875711.7,361776644.3
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",Percent of GDP,1.41175723237652,1.40627808472328,1.47229325933736,1.57158021417988,2.49761947313547,2.91692665165503,2.41310951054912,1.98004058171193,2.3747917248236,2.37280613725731,2.48265151928504,2.59288482333746,2.66078650406504,2.70055698490391,2.72228808164473,2.74267008492569
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",USD at constant 2021 prices,168454671.3,166022784.4,186449635.5,210071489.8,359332513.6,388622137.8,339693425.8,298174311.2,370230029.9,386197926.9,422249370.4,460859348.5,494187877.4,524151105.2,552161691.6,581308924.5
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",Percent of GDP,3.65364797150631,3.64631227685022,3.90691641129054,3.60574860349719,4.4729470647112,4.5197259063274,4.65723323506429,5.0079196128561,4.9873042091084,5.0632493763824,5.17313030279868,5.29363352762462,5.41350377429602,5.53350093255706,5.64592784104915,5.76068152394433
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",USD at constant 2021 prices,435963106.1,430477388.2,494767694.0,481976659.0,643522894.2,602163082.5,655598722.5,754142614.5,777520726.2,824094468.5,879846001.9,940890423.2,1005450056.0,1073997196.0,1145163544.0,1220976449.0
"Armenia, Rep. of",AM,ARM,Implicit Fossil Fuel Subsidies - Road damage,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",Percent of GDP,0.0258833108862895,0.024392552033676,0.0275880378545444,0.0233728734510126,0.0275775827135609,0.0284471918486827,0.0290280194430632,0.0282503864466432,0.027773760609365,0.0273499769968051,0.0269165210841957,0.026564145656577,0.0262068699348517,0.0258506770776444,0.025479082078588,0.0251138597452229
