Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Russian Federation,RU,RUS,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,611.294,496.173,415.639,502.16,710.651,752.517,621.288,581.695,588.379,573.027,577.542,573.024,536.669,567.56,501.302,522.105,561.62,565.633,522.753,545.218,528.525,479.723,466.853,506.805,469.668,433.094,421.812
Russian Federation,RU,RUS,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,534.575,412.609,329.972,441.549,661.679,689.393,548.541,504.209,500.5,469.006,454.182,426.088,358.088,352.979,354.062,337.288,345.809,331.52,285.946,338.541,383.835,342.774,301.933,343.481,315.592,293.271,272.244
Russian Federation,RU,RUS,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,76.116,83.387,85.188,61.483,51.352,64.327,72.866,77.311,87.724,103.543,122.787,146.407,177.989,214.037,146.735,183.89,214.556,232.326,234.516,204.846,143.526,136.095,163.69,162.25,154.076,139.823,149.568
Russian Federation,RU,RUS,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,1560.416,1534.561,1428.25,1418.104,1452.084,1483.838,1485.524,1477.384,1505.786,1500.991,1495.292,1551.764,1548.465,1569.071,1455.029,1544.35,1621.09,1623.298,1586.179,1575.931,1555.412,1529.759,1559.981,1626.176,,,
Saudi Arabia,SA,SAU,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-0.671,-0.136,-3.86,-2.322,1.187,4.025,2.302,9.174,17.442,15.026,13.108,-0.073,-8.048,-22.571,-41.491,-36.282,-32.198,-47.716,-47.493,-60.262,-69.557,-37.667,-34.356,-26.014,,,
Saudi Arabia,SA,SAU,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,198.008,209.171,215.378,228.341,231.071,236.936,242.192,252.455,255.289,273.427,290.475,322.716,348.053,393.955,428.357,462.052,474.585,519.217,526.668,576.669,611.098,575.627,561.932,529.405,,,
Saudi Arabia,SA,SAU,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,29.477,32.559,33.121,27.953,31.856,42.121,39.344,46.42,57.166,63.403,74.426,80.236,84.971,87.305,62.377,72.434,83.024,80.605,83.035,88.346,84.524,82.892,85.805,94.553,,,
Saudi Arabia,SA,SAU,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-0.673,-0.139,-3.863,-2.327,1.183,4.021,2.299,9.171,17.439,15.024,13.106,-0.075,-8.05,-22.573,-41.493,-36.284,-32.198,-47.718,-47.493,-60.263,-69.558,-37.668,-34.357,-26.015,,,
Saudi Arabia,SA,SAU,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,30.273,32.661,36.95,30.158,30.634,38.567,37.659,37.933,40.576,48.519,61.457,80.587,94.066,109.735,104.045,109.298,115.833,128.65,131.694,148.288,154.259,121.456,120.443,120.734,,,
Saudi Arabia,SA,SAU,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,197.337,209.035,211.518,226.019,232.258,240.96,244.494,261.629,272.731,288.453,303.583,322.643,340.005,371.383,386.866,425.77,442.388,471.501,479.175,516.407,541.541,537.96,527.576,503.391,,,
Singapore,SG,SGP,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,15.241,12.399,15.611,17.667,12.605,13.243,21.956,23.592,21.778,26.769,26.106,37.131,45.076,33.207,61.824,65.156,65.354,59.042,62.682,70.565,60.998,58.304,60.341,62.187,,,
Singapore,SG,SGP,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,58.553,60.194,66.263,58.851,64.409,75.935,72.925,72.705,62.235,64.68,65.206,66.932,72.026,83.395,79.864,88.955,96.448,98.166,99.915,100.514,85.29,86.316,91.194,91.913,,,
Singapore,SG,SGP,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,82.803,84.557,87.469,84.582,92.849,104.82,110.711,114.132,113.803,133.009,143.991,153.815,155.024,161.738,175.808,203.201,225.835,220.371,231.509,249.461,232.422,216.989,235.223,241.456,,,
Singapore,SG,SGP,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,15.241,12.399,15.612,17.667,12.605,13.243,21.956,23.591,21.777,26.768,26.106,37.131,45.076,33.208,61.824,65.156,65.354,59.042,62.682,70.565,60.997,58.304,60.341,62.186,,,
Singapore,SG,SGP,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,67.337,71.842,71.474,66.546,79.731,90.918,87.887,89.462,91.055,105.294,117.044,115.787,108.973,127.565,112.955,136.96,159.303,160.091,167.36,177.463,170.112,157.307,173.588,177.989,,,
Singapore,SG,SGP,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,73.794,72.593,81.874,76.518,77.014,89.177,94.881,96.296,84.013,91.449,91.312,104.063,117.102,116.602,141.688,154.111,161.802,157.208,162.597,171.079,146.288,144.621,151.535,154.1,,,
Slovak Rep.,SK,SVK,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,8.359,5.831,7.581,3.806,5.158,5.591,6.289,6.151,6.202,4.352,1.989,0.683,-3.231,-6.5,-4.402,-4.425,-3.793,-2.079,1.269,-0.047,-1.528,-1.783,-1.415,-2.996,,,
Slovak Rep.,SK,SVK,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,32.876,35.264,33.496,35.798,33.693,31.307,31.089,30.767,31.243,31.911,35.341,35.851,38.97,42.052,37.148,39.044,36.673,33.361,30.576,29.308,31.071,31.992,33.654,34.717,,,
Slovak Rep.,SK,SVK,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,23.654,22.435,22.952,18.107,17.997,20.446,21.99,22.084,24.522,27.692,30.604,34.085,36.833,35.544,29.189,32.832,36.3,36.722,34.098,32.025,31.401,32.585,33.695,34.065,33.762,31.76,33.8
Slovak Rep.,SK,SVK,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,8.358,5.83,7.58,3.805,5.156,5.59,6.289,6.152,6.202,4.352,1.989,0.683,-3.23,-6.499,-4.402,-4.425,-3.793,-2.079,1.269,-0.047,-1.528,-1.783,-1.415,-2.996,-4.898,-7.152,-11.251
Slovak Rep.,SK,SVK,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,15.371,16.645,15.441,14.343,12.897,14.883,15.772,16.007,18.38,23.359,28.634,33.432,40.109,42.11,33.609,37.286,40.14,38.852,32.864,32.107,32.941,34.408,35.209,37.089,38.66,38.912,45.051
Slovak Rep.,SK,SVK,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,41.235,41.095,41.077,39.604,38.85,36.898,37.377,36.918,37.445,36.263,37.33,36.534,35.739,35.552,32.746,34.619,32.88,31.282,31.845,29.26,29.543,30.209,32.239,31.721,,,
"Slovenia, Rep. of",SI,SVN,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-2.435,-1.134,-0.795,-1.476,-2.598,-1.995,-1.456,-1.438,-2.18,-2.632,-2.094,-2.052,-3.141,-3.669,-2.128,-2.24,-1.741,-1.191,-0.957,-1.601,-0.763,-0.891,-1.119,-1.287,,,
"Slovenia, Rep. of",SI,SVN,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,16.824,16.257,16.511,16.934,17.354,16.297,16.547,16.654,17.272,18.049,17.796,18.083,19.154,20.69,17.363,17.799,17.288,16.158,15.279,14.464,13.739,14.756,15.09,15.215,,,
"Slovenia, Rep. of",SI,SVN,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,7.087,7.104,7.469,7.856,7.297,7.963,8.751,8.637,9.056,10.48,11.329,12.833,13.448,13.203,9.526,10.954,12.042,11.38,10.783,10.04,10.417,10.627,11.567,11.864,13.739,11.621,14.993
"Slovenia, Rep. of",SI,SVN,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-2.434,-1.132,-0.794,-1.475,-2.597,-1.994,-1.455,-1.437,-2.179,-2.632,-2.094,-2.052,-3.142,-3.669,-2.127,-2.241,-1.742,-1.194,-0.958,-1.602,-0.763,-0.897,-1.124,-1.288,4.856,5.391,10.667
"Slovenia, Rep. of",SI,SVN,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,9.587,8.342,8.369,9.392,9.927,9.998,10.252,10.13,11.304,13.155,13.476,14.929,16.598,16.847,11.598,13.154,13.743,12.541,11.704,11.606,11.139,11.573,12.741,13.106,8.883,6.23,4.326
"Slovenia, Rep. of",SI,SVN,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,14.389,15.123,15.716,15.458,14.756,14.302,15.091,15.216,15.092,15.417,15.703,16.03,16.012,17.021,15.235,15.559,15.547,14.967,14.323,12.863,12.976,13.866,13.972,13.929,,,
South Africa,ZA,ZAF,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,53.797,63.788,66.098,75.226,71.62,76.567,121.288,120.677,105.34,99.151,95.028,96.866,109.128,137.19,99.474,113.157,116.459,113.27,128.219,139.486,131.837,138.361,135.178,122.471,,,
South Africa,ZA,ZAF,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,210.879,211.007,222.835,222.333,208.622,209.536,200.566,211.192,248.243,281.186,282.452,282.648,287.801,289.862,304.285,312.651,293.899,314.501,309.688,309.355,293.425,286.853,299.43,310.251,,,
South Africa,ZA,ZAF,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,81.317,91.858,94.977,104.297,99.485,106.418,149.015,149.798,142.526,146.653,149.027,160.058,174.697,201.769,152.096,175.609,183.214,182.225,192.593,199.691,184.263,183.533,183.419,171.912,175.748,168.151,206.343
South Africa,ZA,ZAF,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,53.794,63.784,66.095,75.223,71.616,76.563,121.284,120.673,105.336,99.148,95.025,96.864,109.126,137.187,99.471,113.155,116.457,113.268,128.217,139.484,131.834,138.359,135.176,122.47,124.24,119.681,152.818
South Africa,ZA,ZAF,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,27.429,28.012,28.789,28.961,27.76,29.752,27.693,29.139,37.231,47.561,54.052,63.265,65.636,64.669,52.652,62.425,66.795,69.1,64.577,60.461,52.726,45.457,48.549,49.699,51.508,48.47,53.525
South Africa,ZA,ZAF,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,264.677,274.795,288.933,297.559,280.242,286.103,321.853,331.869,353.582,380.337,377.48,379.514,396.929,427.052,403.759,425.808,410.358,427.771,437.907,448.841,425.262,425.213,434.607,432.722,,,
Spain,ES,ESP,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-23.532,-22.616,-9.888,-16.333,-22.845,-25.209,-22.675,-25.065,-36.874,-47.528,-58.413,-73.722,-79.83,-72.741,-42.932,-51.72,-40.741,-15.637,-17.878,-21.7,-16.758,-16.748,-13.985,-21.556,,,
Spain,ES,ESP,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,260.755,250.475,256.657,270.282,298.273,317.158,316.302,336.451,354.241,382.621,409.326,417.11,435.442,400.137,335.271,329.602,321.637,291.416,267.326,269.045,279.068,269.716,284.92,286.74,,,
Spain,ES,ESP,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,72.355,72.548,83.718,88.096,94.073,112.654,110.626,110.572,116.429,127.239,135.475,137.391,149.314,142.008,107.906,115.23,129.451,128.398,121.523,119.424,120.577,121.941,136.206,134.715,132.685,125.347,143.277
Spain,ES,ESP,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-23.531,-22.615,-9.887,-16.332,-22.844,-25.208,-22.674,-25.065,-36.873,-47.528,-58.412,-73.722,-79.83,-72.741,-42.931,-51.72,-40.741,-15.637,-17.878,-21.7,-16.758,-16.748,-13.984,-21.555,-14.047,-22.031,-37.534
Spain,ES,ESP,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,97.152,96.524,95.16,106.469,119.103,139.698,135.466,137.783,155.698,176.981,195.778,212.857,230.839,216.105,152.454,168.186,171.412,145.093,140.569,142.464,138.98,140.567,151.996,157.679,146.732,147.378,180.811
