Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Estonia, Rep. of",EE,EST,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,8.584,7.884,8.494,8.797,8.61,6.994,6.672,6.609,7.553,8.084,8.716,8.44,10.605,10.406,8.149,11.367,11.969,10.978,12.422,11.445,9.743,9.532,9.984,9.278,9.898,9.785,10.276
"Estonia, Rep. of",EE,EST,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,3.588,3.399,3.463,2.829,1.696,0.887,0.998,0.559,0.825,1.114,1.822,0.606,2.33,2.827,2.695,5.299,4.486,3.097,4.528,3.581,2.497,2.437,2.642,1.418,2.354,2.147,0.968999999999999
"Estonia, Rep. of",EE,EST,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,5.006,4.514,5.041,5.961,6.919,6.145,5.725,6.097,6.764,7.006,6.929,7.854,8.283,7.588,5.467,6.072,7.491,7.892,7.892,7.875,7.251,7.085,7.337,7.854,7.544,7.638,9.307
"Estonia, Rep. of",EE,EST,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,16.269,17.135,16.671,16.312,15.514,14.994,15.486,15.034,17.006,17.201,17.356,16.396,20.384,18.768,15.731,19.439,18.468,17.213,19.75,18.277,16.144,16.468,17.06,15.695,,,
Finland,FI,FIN,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-4.45,-0.03,1.761,-1.652,-4.288,-2.996,-0.257,1.072,0.82,-0.244,-10.336,-5.647,-6.285,-9.487,-8.758,-3.299,-6.64,-8.099,-7.027,-8.538,-7.536,-7.701,-8.098,-8.857,,,
Finland,FI,FIN,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,64.124,66.223,62.559,62.945,64.177,62.193,65.205,66.28,74.828,71.632,70.119,77.276,76.477,70.789,67.28,70.544,66.882,62.009,62.333,59.89,55.599,58.494,56.295,58.804,,,
Finland,FI,FIN,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,34.234,36.031,35.922,35.479,37.264,40.39,39.704,39.978,45.021,46.274,42.99,49.074,50.184,47.146,35.804,43.022,40.726,35.888,36.33,33.025,28.546,29.988,30.604,31.966,32.184,28.034,25.284
Finland,FI,FIN,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-4.449,-0.028,1.762,-1.65,-4.287,-2.995,-0.257,1.073,0.821,-0.243,-10.336,-5.647,-6.284,-9.486,-8.758,-3.299,-6.639,-8.099,-7.026,-8.538,-7.536,-7.701,-8.098,-8.857,-0.953000000000003,7.96,12.266
Finland,FI,FIN,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,38.55,35.932,34.074,36.979,41.316,43.255,39.894,38.832,44.126,46.437,53.263,54.658,56.401,56.568,44.473,46.262,47.313,43.948,43.298,41.498,35.981,37.569,38.589,40.698,33.137,20.074,13.018
Finland,FI,FIN,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,59.674,66.194,64.319,61.293,59.889,59.198,64.947,67.352,75.649,71.388,59.782,71.629,70.193,61.302,58.522,67.245,60.242,53.91,55.307,51.352,48.062,50.792,48.197,49.947,,,
France,FR,FRA,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-78.193,-69.283,-54.647,-63.719,-77.694,-82.852,-80.861,-81.617,-104.618,-123.296,-134.512,-133.461,-144.461,-151.239,-127.045,-139.494,-145.01,-124.126,-121.579,-121.22,-106.414,-109.818,-112.8,-111.654,,,
France,FR,FRA,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,450.153,459.094,436.166,467.622,474.946,481.429,477.558,472.902,501.644,520.898,534.243,525.428,529.408,531.469,492.843,509.863,504.092,486.547,485.413,452.237,440.908,445.844,455.169,443.726,,,
France,FR,FRA,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,147.292,153.942,158.596,167.251,155.576,173.246,170.274,163.218,163.05,169.962,179.547,189.8,193.013,182.79,144.542,163.724,177.31,170.768,170.58,162.626,155.005,150.806,160.076,169.474,158.699,144.459,163.185
France,FR,FRA,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-78.192,-69.282,-54.646,-63.719,-77.693,-82.852,-80.86,-81.617,-104.618,-123.296,-134.512,-133.461,-144.461,-151.238,-127.045,-139.494,-145.01,-124.126,-121.579,-121.219,-106.414,-109.817,-112.799,-111.654,-123.213,-127.784,-169.165
France,FR,FRA,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,224.738,221.812,212.075,230.09,232.553,255.807,251.162,245.296,267.534,293.349,313.935,323.336,337.521,333.711,271.285,302.86,321.795,294.914,292.141,283.86,261.745,260.569,272.927,281.114,281.912,272.243,332.35
France,FR,FRA,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,371.96,389.811,381.519,403.903,397.252,398.577,396.697,391.285,397.026,397.602,399.731,391.967,384.947,380.23,365.798,370.369,359.083,362.421,363.834,331.018,334.494,336.026,342.369,332.072,,,
Germany,DE,DEU,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-186.607,-114.886,-125.503,-141.385,-164.812,-143.23,-124.236,-99.642,-142.723,-137.323,-148.735,-147.391,-142.615,-138.913,-134.047,-146.237,-160.328,-127.921,-127.705,-124.877,-76.904,-84.373,-116.008,-128.732,,,
Germany,DE,DEU,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,1072.476,1050.218,1008.684,1018.2,1010.389,993.806,996.006,955.169,1001.406,983.988,975.603,990.554,957.674,970.565,891.513,961.262,946.19,923.46,941.557,897.691,866.907,876.355,881.187,867.607,,,
Germany,DE,DEU,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,243.408,276.908,248.639,261.491,260.612,311.662,308.066,308.142,316.999,351.423,365.159,409.497,439.709,441.813,320.275,412.949,430.812,415.943,403.859,394.292,417.504,404.855,400.102,399.981,400.008,376.945,390.316
Germany,DE,DEU,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-186.607,-114.886,-125.501,-141.384,-164.812,-143.23,-124.236,-99.642,-142.723,-137.323,-148.735,-147.391,-142.614,-138.913,-134.047,-146.237,-160.328,-127.921,-127.705,-124.877,-76.903,-84.372,-116.008,-128.732,-24.861,-98.836,-14.713
Germany,DE,DEU,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,425.921,387.737,370.43,398.087,420.6,450.747,428.043,403.602,455.166,484.532,510.086,553.434,578.754,577.361,450.938,556.319,588.323,541.225,528.703,516.803,491.655,486.043,513.294,526.096,424.869,475.781,405.029
Germany,DE,DEU,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,885.869,935.332,883.182,876.815,845.577,850.576,871.77,855.527,858.682,846.665,826.868,843.163,815.059,831.652,757.466,815.026,785.862,795.539,813.852,772.814,790.003,791.982,765.179,738.874,,,
Greece,GR,GRC,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,-7.888,-8.453,-4.54,-6.241,-1.204,-3.436,-6.027,-11.562,-13.0,-21.213,-12.719,-22.201,-21.359,-34.503,-28.469,-25.558,-17.882,-6.664,-5.394,-5.989,0.838,-0.897,7.204,9.078,,,
Greece,GR,GRC,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,90.041,90.466,88.612,94.025,99.432,115.047,111.654,115.967,123.062,120.882,128.118,131.231,142.725,147.368,131.181,120.691,112.167,94.697,83.671,81.97,77.914,77.503,75.216,72.925,,,
Greece,GR,GRC,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,15.713,16.568,18.823,20.827,33.247,41.575,36.085,31.415,33.159,29.844,40.81,37.526,49.377,42.443,31.538,32.128,34.597,36.297,35.543,35.088,37.55,34.266,44.323,48.34,45.528,44.894,52.958
Greece,GR,GRC,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,-7.887,-8.453,-4.54,-6.24,-1.203,-3.436,-6.027,-11.562,-13.0,-21.212,-12.72,-22.201,-21.36,-34.503,-28.469,-25.558,-17.882,-6.664,-5.393,-5.989,0.838,-0.896,7.204,9.078,3.795,5.419,5.676
Greece,GR,GRC,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,24.141,25.472,24.016,28.056,35.053,45.243,42.445,43.636,46.777,51.699,54.061,60.173,71.247,77.251,60.389,57.939,52.753,43.161,41.237,41.481,37.172,35.615,37.619,39.642,41.733,39.475,47.282
Greece,GR,GRC,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,82.153,82.013,84.072,87.784,98.229,111.611,105.626,104.405,110.062,99.669,115.399,109.03,121.366,112.865,102.712,95.133,94.285,88.033,78.277,75.981,78.753,76.607,82.42,82.003,,,
Hungary,HU,HUN,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,1.94,5.486,3.686,2.826,-0.14,-0.225,-0.878,-4.716,-7.509,-7.898,-9.185,-7.825,-9.135,-8.147,-5.249,-4.277,-2.623,-0.837,-1.78,-1.962,0.341,0.369,0.188,-1.594,,,
Hungary,HU,HUN,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,55.982,54.26,53.762,54.996,58.561,55.286,57.554,60.251,65.67,64.413,65.425,63.579,63.25,61.608,53.796,53.123,50.627,45.199,43.631,43.946,44.696,45.905,48.747,50.918,,,
Hungary,HU,HUN,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,21.004,22.329,23.402,26.625,28.058,31.043,31.047,29.457,31.716,34.184,35.992,39.701,41.921,43.904,34.94,40.491,41.412,38.497,37.184,37.579,38.892,38.368,41.856,42.061,43.162,42.667,48.397
Hungary,HU,HUN,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,1.94,5.486,3.685,2.827,-0.14,-0.225,-0.878,-4.716,-7.509,-7.897,-9.185,-7.824,-9.134,-8.146,-5.249,-4.276,-2.623,-0.836,-1.779,-1.962,0.34,0.369,0.188,-1.594,-0.408999999999999,-10.285,-0.0990000000000038
Hungary,HU,HUN,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,19.214,17.039,19.943,24.074,28.446,31.54,32.238,34.372,39.397,42.219,45.354,47.699,51.187,52.154,40.358,44.926,44.143,39.435,39.042,39.657,38.708,38.165,41.851,43.845,43.571,52.952,48.496
Hungary,HU,HUN,CO2 Emissions Embodied in Production,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTP,CO2 Emissions Embodied in Production,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Production",Units,57.921,59.746,57.448,57.823,58.421,55.062,56.676,55.535,58.161,56.516,56.241,55.754,54.115,53.461,48.546,48.846,48.004,44.362,41.851,41.984,45.037,46.274,48.934,49.324,,,
Iceland,IS,ISL,"CO2 Emissions Embodied in Final Demand, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDB,CO2 Emissions Embodied in Final Demand; Of which: Final Demand Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Demand Balance",Units,0.315,0.483,0.383,-0.207,-0.37,-0.419,-0.049,-0.043,-0.398,-0.507,-1.366,-1.428,-1.288,-0.364,0.56,0.21,0.037,0.055,0.355,0.349,0.645,0.208,0.261,0.226,,,
Iceland,IS,ISL,CO2 Emissions Embodied in Final Domestic Demand,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTDD,CO2 Emissions Embodied in Final Demand; Of which: Final Domestic Demand,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Final Demand, Of which: Final Domestic Demand",Units,2.899,3.052,3.042,3.806,4.076,4.009,3.373,3.541,3.999,4.244,5.288,5.62,5.518,4.003,2.91,2.945,3.001,2.921,2.855,3.038,3.19,3.719,4.075,4.338,,,
Iceland,IS,ISL,CO2 Emissions Embodied in Gross Exports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTTX,CO2 Emissions Embodied in Trade; Exports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade, Exports",Units,2.587,2.782,2.724,2.942,3.063,3.064,3.025,3.399,3.475,3.309,3.617,3.557,3.848,3.526,3.628,3.511,3.611,3.579,3.719,3.916,4.398,4.419,4.825,5.205,4.86,4.911,5.084
Iceland,IS,ISL,"CO2 Emissions Embodied in Gross Exports, balance",Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Trade Balance,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,0.318,0.486,0.385,-0.204,-0.367,-0.417,-0.046,-0.041,-0.396,-0.505,-1.365,-1.427,-1.287,-0.363,0.561,0.21,0.037,0.056,0.356,0.349,0.646,0.209,0.262,0.226,0.715000000000001,1.238,0.444999999999999
Iceland,IS,ISL,CO2 Emissions Embodied in Gross Imports,Millions of metric tons,"OECD (2021), Trade in embodied CO2 (TeCO₂) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm. International Monetary Fund (IMF). 2022. Direction of Trade Statistics (DOTS). https://data.imf.org/dot.",ECBTT,CO2 Emissions Embodied in Trade; Imports,"Environment, Climate Change, Cross-Border, Trade-Related, CO2 Emissions Embodied in Trade",Units,2.234,2.258,2.297,3.075,3.358,3.421,3.024,3.391,3.811,3.747,4.906,4.912,5.054,3.838,3.032,3.269,3.538,3.49,3.327,3.527,3.699,4.135,4.48,4.903,4.145,3.673,4.639
