Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0118,0.0107,0.0094,0.0083,0.0062,0.0037,0.0028
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0109,0.0091,0.0089,0.0105,0.0112,0.0112,0.01
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0109,0.009,0.0086,0.0093,0.0045,0.0017,0.001
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0111,0.0094,0.0092,0.0092,0.0088,0.0058,0.0033
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.012,0.0113,0.0121,0.0114,0.0061,0.0036,0.0053
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0112,0.0097,0.0073,0.008,0.0081,0.0066,0.0054
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0116,0.0106,0.0077,0.0054,0.0031,0.0028,0.0052
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0225,0.0243,0.0235,0.0189,0.0202,0.0227,0.0262
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0188,0.0163,0.0161,0.0097,0.0019,0.0016,0.0014
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0187,0.016,0.0157,0.0137,0.0072,0.0083,0.0107
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0228,0.0241,0.0214,0.0166,0.0104,0.0118,0.0145
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0221,0.0249,0.0262,0.0212,0.0253,0.0339,0.0517
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0207,0.0223,0.0182,0.0144,0.0155,0.0164,0.0161
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.022,0.0239,0.0276,0.0197,0.0242,0.0297,0.0468
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0185,0.028,0.0316,0.0383,0.0405,0.0411,0.0399
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0197,0.0246,0.0227,0.0236,0.023,0.0222,0.0153
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0174,0.0243,0.022,0.0247,0.0347,0.0357,0.0348
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0197,0.0246,0.0226,0.0176,0.0147,0.013,0.0126
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.018,0.0249,0.0314,0.0373,0.0416,0.0413,0.0417
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0198,0.0264,0.0269,0.0268,0.0273,0.0268,0.0255
Albania,AL,ALB,Transition Pathways,Primary energy,Biomass,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0181,0.0259,0.0305,0.0395,0.0511,0.057,0.058
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0153,0.0145,0.0132,0.0126,0.0119,0.0112,0.0099
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0164,0.0163,0.0152,0.0141,0.0148,0.015,0.0154
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0161,0.0159,0.0146,0.0119,0.0131,0.0125,0.0109
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0158,0.0152,0.0142,0.0136,0.014,0.0162,0.0174
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0156,0.0147,0.0117,0.0114,0.0107,0.0094,0.0086
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0161,0.0159,0.0163,0.0148,0.0147,0.0146,0.0139
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0148,0.0139,0.014,0.0129,0.0108,0.0091,0.0082
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0088,0.0076,0.0064,0.0057,0.0028,0.0006,0.0001
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0102,0.011,0.01,0.0137,0.0175,0.016,0.0143
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0101,0.0109,0.01,0.0083,0.0103,0.0081,0.0062
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0093,0.0099,0.0105,0.0092,0.0114,0.0087,0.0057
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0099,0.0085,0.0047,0.0043,0.0015,0.0002,0.0001
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0094,0.0081,0.0077,0.0076,0.0046,0.002,0.0013
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0093,0.0079,0.0062,0.0179,0.0173,0.0002,0.0001
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0089,0.0053,0.0022,0.0006,0.0005,0.0004,0.0004
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0051,0.0048,0.0042,0.0031,0.0026,0.0029,0.0082
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0088,0.0044,0.0042,0.0039,0.0005,0.0004,0.0003
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0044,0.0039,0.0032,0.0045,0.0075,0.0084,0.0094
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.011,0.0076,0.002,0.0004,0.0002,0.0002,0.0003
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0058,0.0051,0.0039,0.0025,0.0018,0.0017,0.002
Albania,AL,ALB,Transition Pathways,Primary energy,Coal,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0109,0.0067,0.0017,0.0004,0.0004,0.0003,0.0003
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.023,0.0256,0.0287,0.0321,0.0367,0.0404,0.0439
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0237,0.0268,0.0308,0.0348,0.0394,0.0437,0.0474
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0238,0.0268,0.0308,0.0328,0.0373,0.0419,0.0455
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0238,0.0269,0.0309,0.0349,0.0393,0.0434,0.0469
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0225,0.0247,0.0268,0.0272,0.0306,0.0356,0.0428
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0236,0.0267,0.0306,0.0346,0.0392,0.043,0.0464
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0218,0.024,0.0266,0.029,0.0326,0.0391,0.0499
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0223,0.0264,0.0309,0.0345,0.0369,0.0422,0.0436
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.023,0.0271,0.0323,0.0369,0.0411,0.0451,0.0462
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.023,0.0273,0.0326,0.0362,0.0398,0.0445,0.0462
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0228,0.0275,0.033,0.0379,0.0438,0.0521,0.0595
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0227,0.0279,0.0243,0.0272,0.0327,0.0419,0.0502
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.023,0.0275,0.0331,0.0382,0.0416,0.0436,0.0478
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.022,0.0256,0.0287,0.0326,0.0394,0.0483,0.0577
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0225,0.0248,0.0297,0.0351,0.0398,0.0434,0.0465
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0232,0.0261,0.0309,0.0358,0.0393,0.0415,0.0437
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0229,0.0257,0.0304,0.0336,0.0377,0.0413,0.0441
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0226,0.0254,0.0299,0.0346,0.0387,0.0416,0.0445
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.023,0.0258,0.0289,0.0315,0.036,0.0413,0.0477
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0227,0.0255,0.03,0.0353,0.0397,0.0427,0.0455
Albania,AL,ALB,Transition Pathways,Final energy,Electricity,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0224,0.0249,0.0313,0.0381,0.0445,0.0509,0.0557
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.4874,6.6294,6.4293,6.0426,5.4995,5.4141,6.5341
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.4807,6.6377,6.5513,6.3746,6.337,6.7934,8.8317
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.4577,6.6032,6.499,6.5416,6.3249,6.4224,7.4976
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.4192,6.5368,6.4582,6.3749,6.3332,6.9779,9.0757
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.5982,6.8266,6.3982,5.5666,4.8141,4.4112,4.5676
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.4509,6.6068,6.6731,6.4569,6.3028,6.6988,8.4321
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.6896,6.8355,6.4617,5.8491,5.0327,4.5993,4.2563
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.9412,8.2027,8.9349,8.7289,8.0581,7.3214,6.022
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.5558,7.6331,7.9661,9.6249,10.8531,11.6369,13.3864
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.5384,7.6054,7.948,11.4011,11.1561,10.882,10.3159
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.4656,7.7482,8.1192,9.2109,9.3131,8.6446,8.0609
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.7149,7.9016,6.0476,6.1593,4.7329,2.5333,-0.0137
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.7472,7.8573,9.1302,9.0954,8.7139,8.314,7.7754
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.764,7.8718,6.5128,6.8537,5.5581,3.4275,1.1601
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.5349,7.982,8.127,7.5305,6.4644,5.1989,4.0057
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.4155,7.9728,8.2354,8.3476,8.2615,8.009,8.2746
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.5308,7.9236,8.1955,7.9592,6.9397,5.7826,4.7857
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.33,7.8339,8.0891,8.2282,8.4151,8.2999,8.242
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.9326,8.3319,7.6754,6.3094,4.5676,2.7016,0.6834
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3724,7.8926,8.134,8.2099,8.1619,7.8473,7.4757
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Energy and industrial processes CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.6873,8.1008,7.4944,5.944,3.8027,1.4633,-0.1671
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0777,0.2745,0.6442,1.0294,1.3325
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.078,0.3401,0.7817,1.1675
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0694,0.1057,0.1294
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0451,0.3351,0.7551,1.3076,1.6869
Albania,AL,ALB,Transition Pathways,Emissions and CCS,Fossil energy CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.4278,0.2914
