Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,141.8803616,139.843814,162.6606615,147.7108188,143.5226488,148.3495229,161.5164767,159.1915121,134.4271293,108.2879364,106.5325479,93.92019044,95.29921975,88.91494266,98.17740173,110.3266577,93.42621319,106.1601936,99.28955023,98.80440901,124.8904397,124.5530985,120.2535723,95.28375236
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,938.5348008,916.1250091,993.566513,1078.012824,999.0822626,746.8203729,699.1546011,706.011245,513.4389489,424.4806806,356.7076334,295.5522103,278.6032689,215.7393425,323.1499434,273.0045631,201.5725834,197.5657321,197.1672339,211.96431,327.4816449,389.0227343,344.1679667,287.4245432
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,22.56949487,21.97791993,25.48041016,23.11107639,22.80321538,23.42747157,25.08743297,24.61824971,18.16378522,17.6574725,16.79755181,16.25063326,13.06741691,11.54815995,14.65991657,11.28689614,9.180994657,10.31607014,10.03148831,8.63693549,10.30001413,10.88235294,10.63931195,9.527260287
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,21.80153624,20.38816275,29.06548906,31.72751319,32.75078314,36.90479156,37.04150616,33.1383017,19.88440779,17.24593342,16.12813692,15.33462527,14.28775044,14.40339356,15.19748534,16.86056749,15.18898227,15.98605375,14.95588399,14.84567276,17.7153787,18.13521469,18.01512243,27.18179008
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,30.5550376,33.40419584,35.67672841,35.71678689,37.4965436,39.59224195,40.89464443,35.27019401,39.08026629,32.33141067,29.11851348,31.41108976,22.70282968,15.70711551,15.26373666,15.25698264,12.73340583,14.00459954,14.64292032,12.86343257,15.3688613,14.96626922,13.74272574,10.29333085
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,20.68687294,20.28679649,23.3311267,20.6847664,20.87123492,20.46337757,21.62029499,21.67952806,15.31184474,15.53620532,14.72501602,14.0609645,11.71565978,10.69671548,13.1891366,12.28618309,9.913929988,10.80066735,10.546087,9.045528919,10.914786,11.08102214,10.80982802,9.693071193
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,3706.513787,3950.321878,4457.766135,4352.999167,4358.5025,5414.522381,5421.255934,4837.381115,4067.254299,3237.058357,2938.054588,2617.028907,2182.803928,1746.477759,1670.422461,1726.457175,1640.668415,1824.20757,1861.982964,1848.148193,2093.338548,1979.250563,1677.860729,1472.360204
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,24.01842246,24.01648137,28.17330478,25.61819517,25.46294975,25.45258919,27.01318637,26.0065364,19.80729746,19.62597073,18.46039478,17.83957334,14.43052576,11.04047501,13.68387825,11.40578956,9.0109325,9.862235696,9.594547852,8.219171503,9.798433265,10.46916432,10.1150638,9.085039886
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,22.48109762,25.82634045,24.98755777,22.95961387,23.36197945,23.91171098,25.97915581,22.53381854,22.37778786,18.83563089,18.02449294,19.43923973,13.27527987,13.6371383,13.46846302,13.47253821,11.04239957,12.25202509,12.95651791,11.36891489,13.56869432,12.96017349,12.14808067,8.938098744
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,37.18459495,33.81014304,34.43328551,29.82646421,44.73684211,49.72032318,51.99870003,42.05467107,30.58883508,30.21850302,32.60160835,28.8006583,24.10979228,21.23142251,26.44964395,22.1640137,24.96433666,20.12522361,22.15062424,20.93642939,37.33801889,30.97893432,32.25806452,152.3024548
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,62.70802654,62.49806232,70.5068829,72.3689417,75.14258696,84.75289412,84.94244375,80.33461432,65.03565211,59.48923053,57.11253362,53.59954029,46.79937173,38.54044567,42.9167692,41.04999192,36.69471768,38.78265409,35.4116923,35.03217705,41.90952951,42.67787053,39.54638516,38.39782393
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Human health and social work activities,Units,25.87476279,28.78317244,29.35706818,28.11866773,29.70713873,32.57298848,33.80463203,28.26457523,27.89292589,23.37931971,22.0148123,23.48596373,16.62209817,15.01202508,14.70122004,14.33487749,11.79300884,12.99009516,13.72454293,12.13858998,15.06690536,14.946259,13.96689702,10.52396714
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",IT and other information services,Units,28.57206705,29.42659922,32.45235842,29.82728961,32.15236675,30.83023859,31.40895518,27.88805345,29.74595433,24.70906276,23.12842983,24.74723333,17.3555231,17.33537862,17.04202474,15.75340008,12.81229495,13.39683301,13.8354321,12.2464404,14.54361884,14.02227058,13.20976099,9.84007246
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Land transport and transport via pipelines,Units,172.2552461,236.4469566,192.3214505,201.836768,183.8435921,220.8655619,226.0074046,192.0879999,158.8042852,149.7734549,141.492068,125.6232236,118.9308266,110.4677436,128.0569197,95.1432414,79.88614754,84.3426069,78.16446678,76.08811533,97.91050253,104.2368313,97.6398732,89.44664391
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Machinery and equipment n.e.c.,Units,21.22672981,21.67099642,24.44598296,21.9872839,22.12145802,22.49047564,22.98107065,22.6748521,15.89125024,15.9757435,14.98578894,14.42579919,11.71909674,9.825195831,12.42535142,11.36553568,8.957787213,9.879220627,9.537152504,8.122987961,9.49129134,9.905181819,9.578445099,8.597684312
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Manufacturing nec; repair and installation of machinery and equipment,Units,37.41186877,37.99118086,47.29216418,43.78019548,42.99235143,49.41040508,39.18604651,35.08433543,28.58318327,24.48984531,23.1781409,23.62173574,20.3121362,19.51605416,17.50577042,18.35559095,14.13260812,15.03565829,14.88297044,13.84841,16.50281352,16.7499724,15.17322016,13.77715136
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, energy producing products",Units,1751.877097,2820.882413,3124.107835,3236.621166,3722.217462,3657.606552,3789.938523,3480.813629,784.0780644,824.8304167,704.2153029,582.7196799,529.574483,396.3540947,509.3149038,497.4848917,517.7823644,507.9166222,568.1850882,657.890593,901.9966404,949.3960004,995.8977907,518.721888
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Mining and quarrying, non-energy producing products",Units,109.5822333,129.2902825,121.108601,127.3299161,150.4231086,164.7347915,196.6297508,173.747555,157.8853758,201.8241801,140.2250559,115.5320339,111.366082,123.3927581,108.8211047,119.5706882,103.5663866,98.84910486,112.8074002,98.17996573,130.9222045,147.2519876,133.0674591,169.8926338
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,112.8122482,146.5821001,124.2130339,134.0243031,156.5851566,152.7973672,184.2319155,166.9157947,148.6389685,192.6163724,130.3804251,110.1221904,107.5949367,119.1006233,101.4091927,104.4008995,83.49900596,79.15567282,92.13109802,83.10646224,96.24197984,106.3829787,92.40542882,148.4332051
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,18.63477578,19.7611676,19.90119995,17.85575654,16.82377158,17.63950691,16.91505397,15.70175089,12.89659218,11.37237405,10.2467128,9.875202236,8.007547579,6.433721476,6.915550272,6.870053801,5.574423316,5.766566327,6.080005764,4.854131949,6.139521946,7.761719596,7.607283631,6.754995805
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,377.1144793,402.1881754,464.9824533,466.4363392,453.9343243,502.4575855,491.6966684,489.3860761,431.5848781,381.607653,352.4191901,331.3595877,310.0106622,326.8966397,350.745881,359.0491383,308.5699872,325.3267974,303.9268516,298.0179761,364.4551285,353.1198557,339.8911553,317.8571001
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,24.85331773,27.48493854,28.32875232,26.97133311,28.28355597,28.60393998,30.41896322,26.61582837,26.139789,22.22644377,20.90543889,22.01759685,15.7002751,15.47392726,16.78457472,16.08344585,13.34910905,14.51249932,15.34863137,13.67365155,16.93271677,16.63147123,15.83176509,12.20651887
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,17.67319733,18.77995078,18.27267484,15.63387622,14.17642968,15.18037716,15.36778731,14.55849869,12.45928956,11.1412604,10.02587631,9.557409352,7.639363108,6.154359017,6.400607706,6.945035335,5.706693197,5.82552446,6.22075996,5.042584907,6.076594425,7.507567628,7.240971466,6.476498238
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,119.1298368,121.1726894,135.6191771,127.5754989,133.721581,139.0483258,142.1983711,134.6532315,116.3267523,106.8865734,118.1283453,102.5172145,98.82151726,86.82116405,98.73827086,97.08487746,79.80553995,87.25508559,89.84143158,93.56905426,112.7327075,107.5345732,102.2810835,96.07311365
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,124.4925967,128.30024,138.4533483,124.8820876,126.4216239,129.6698936,135.1472009,140.6775022,125.9647776,101.0025568,97.15750498,86.0283438,88.62590029,85.08747894,91.9056418,98.42554785,81.85755343,92.95648739,87.84760738,86.97443673,112.6576363,112.2465423,107.37654,84.02287661
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,66.16183924,47.76443009,81.38512294,85.3519353,86.42315445,66.38011895,69.9276179,61.3681248,49.58874116,46.80206809,44.28530197,46.05823435,37.29926109,36.06942729,44.03176828,46.19400516,42.8906222,43.50309795,42.38292165,42.07564609,60.3909244,55.09069056,50.60566211,43.56623637
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,26.72235066,27.69115584,30.46743844,29.79834501,30.89092183,29.79939189,31.78092876,27.54286918,28.68138713,24.70223111,23.13179834,24.64880574,17.51473026,16.50027032,16.84820677,16.40381458,13.71012775,14.82673722,15.24877654,14.02453576,16.90063596,17.08927832,16.08146032,12.45385274
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Public administration and defence; compulsory social security,Units,32.21563258,31.42479259,36.71633284,35.17796922,37.5978916,36.02258548,39.41587638,34.36735783,33.13008864,29.07643358,27.26922851,29.44183877,22.07210555,18.39726607,21.76798513,23.00297355,19.83630005,21.53646438,22.34475709,20.66194874,23.24977339,21.06255583,19.81204192,15.74600755
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,30.57796957,30.96070032,36.16290266,34.84193532,36.32184068,34.60246869,36.2176802,33.39729274,35.91804779,30.53976513,27.7995131,29.19671926,21.56632406,18.2981372,19.63042519,18.8580045,15.17450683,16.21531533,17.02283801,15.63541774,16.99413771,16.30523398,15.30770522,11.83368553
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,21.37077652,25.00856105,23.62069515,21.69313794,22.19005949,22.69878324,24.94167439,21.6048137,21.58666328,18.2383794,17.42984532,18.82107726,12.790261,13.1175924,12.7863421,12.94838373,10.63442901,11.83710963,12.5203984,10.91439062,13.29763392,12.73844818,12.012562,8.808548738
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,42.45360809,38.3164508,56.65151481,51.94431215,49.57540546,58.2669158,40.0212547,42.60772763,36.3131263,31.94234287,30.17512226,32.24490152,29.61971786,25.42476098,23.10673729,18.77742932,13.51026134,14.44015394,13.69132399,13.31917134,15.92245809,15.28937694,14.50392832,14.46891544
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Telecommunications,Units,25.56404751,27.14266497,29.34677767,27.2515716,29.31804916,28.40422438,30.12285823,25.82498211,25.12279432,21.17139683,20.28360401,21.62253922,15.57003037,15.21944973,15.76557601,14.95500716,12.75257892,13.70175273,14.38096968,12.72958507,15.30048064,15.19575872,14.28464519,10.87074408
Germany,DE,DEU,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Textiles, textile products, leather and footwear",Units,56.21145032,56.27643748,62.66185369,60.95846606,58.16523346,62.85677391,64.40627193,60.13425894,58.40158353,47.13949713,46.19998286,43.23433535,36.58050765,30.43562619,32.32612325,32.90248421,26.82616167,29.99124961,28.84222034,25.32693745,30.52802936,30.29489435,28.83513022,25.70620662
