Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,214.0466498,205.6410421,195.6070641,217.2358314,196.1428008,199.919934,200.0706876,203.1051971,214.1176416,224.5605733,222.2388809,229.6617865,210.0326174,202.227397,234.3381562,210.7754634,166.9736003,162.3535652,153.3893657,148.8400495,157.4322905,177.9978355,171.1925092,162.7258436
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,1664.550958,1683.110078,1813.367544,2086.224217,1970.044793,2116.897255,2467.168501,2480.097708,2533.241995,2322.520698,2102.037544,2070.605319,1953.935844,1750.397199,2223.344192,1784.862565,1619.436308,1619.357353,1835.539138,1785.990241,2006.40616,2090.033779,1689.997692,1691.712556
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,1019.544717,1026.98749,1001.556707,1162.640316,1188.273038,1147.451553,1341.294255,1352.930281,1262.914374,1103.094047,1060.918417,1037.261993,947.8006144,841.1515533,963.8132355,790.3174529,698.1521391,708.3107797,696.1116624,713.701094,801.8799745,883.2889129,781.249938,650.833555
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,1386.125068,1229.951892,1278.70633,1464.275854,1427.46405,1337.752702,1591.846776,1521.740727,1565.749116,1373.22842,1349.74389,1191.54787,1128.136506,1071.493101,1097.542058,885.7867769,836.364982,855.4225803,836.4899405,853.5038825,1010.859842,996.0935691,789.7324648,445.8589401
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,122.9074773,136.6790127,148.5442084,175.9748682,174.7509376,166.2415958,212.7801046,231.5825649,222.5730478,206.9184001,214.933632,229.1640393,215.9320504,166.7761389,230.332224,205.965709,174.035645,162.5854456,155.1711215,169.7377007,194.765697,217.7224711,222.8123029,224.057099
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,612.9170442,593.1346357,613.4791014,676.708206,630.3545427,594.1463052,662.8895185,675.1395988,662.7356603,599.6387094,557.8666943,535.9708215,479.9242211,420.3424537,500.8600277,426.2116485,384.4157088,391.3640428,407.9932622,395.0463218,425.0295045,453.75766,398.1878993,373.9848181
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,133.0604656,121.5133859,105.6957903,123.6132503,114.9947225,106.9530155,119.4937895,119.091687,116.8281391,124.282519,126.803538,145.8607941,139.1828593,140.9171355,127.362392,137.8737987,135.0902572,125.2764856,114.7452438,107.9714663,124.9190666,145.9972351,127.6489841,110.3058833
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Electrical equipment,Units,362.2302821,368.1614641,419.2376409,472.6437425,447.4780474,433.0716414,499.5467897,498.5500909,481.2630653,422.2227211,385.3670531,364.8080868,320.9357506,277.7006078,327.8570618,268.2036781,235.6564243,230.0461198,263.9385842,264.0086545,279.2644303,308.2844273,301.3054134,285.0256588
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Electricity, gas, steam and air conditioning supply",Units,6114.346244,6224.858666,8009.949887,9741.244621,9299.650806,9044.985882,10565.88945,10607.32305,10678.65175,9487.516174,9293.003681,9179.293895,8836.55143,7962.746344,7326.395286,6706.953113,6171.682455,6065.552148,5686.871204,5654.750116,6142.536389,6900.272622,6681.322686,5971.039898
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fabricated metal products,Units,677.119062,668.5801879,728.6926007,832.8557863,787.4693259,809.2047666,927.3529295,934.0326119,933.0905093,855.7683026,795.3139955,773.2855182,738.6198782,622.2195814,757.3273492,671.8347591,585.8850631,606.2356786,667.6045239,650.0108208,715.0667805,711.4439127,639.9829793,605.4876058
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Financial and insurance activities,Units,69.58996703,67.10570304,52.70155048,57.86711224,51.93027251,54.73056411,54.06301723,55.70643747,62.66492062,70.18995222,69.67001927,74.40683008,72.43868092,70.96540137,76.30624347,72.98572566,71.07018429,67.56696141,60.38703813,56.01814636,57.66586571,54.22231276,52.01572447,48.45720671
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fishing and aquaculture,Units,2017.153322,1977.939226,2147.46006,2160.221706,2050.316708,2042.260701,2360.909916,2323.344735,2418.847024,2178.523668,1878.798283,1375.639701,1045.204224,1021.376289,990.9448484,815.0773559,755.6118417,798.3749911,750.3692492,756.5560967,859.6038611,924.704566,833.7808909,864.7018602
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Food products, beverages and tobacco",Units,366.4397252,366.2794703,419.9338365,467.2188156,467.1076367,419.427341,471.282735,448.0205818,423.3828925,366.3595852,342.55402,309.9496023,282.280786,245.3339024,300.2267481,244.7328485,225.547637,230.5023339,224.1506017,220.901932,248.3010276,272.3719862,249.2913267,243.9483366
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Human health and social work activities,Units,228.2074813,226.9688235,231.5992971,258.3742479,234.256183,230.9878686,240.2302265,245.5020722,248.9398474,242.5282241,236.4190033,230.201004,214.3380211,191.0187062,238.1069483,190.4528766,159.5034622,150.6323897,143.0351083,133.1296145,153.1560494,190.6861217,183.3247345,173.7666433
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",IT and other information services,Units,98.44435452,101.729511,101.6698467,113.7374671,104.8415467,102.4282269,109.7151224,113.4745913,117.7610753,118.0350533,118.8913613,122.7433836,110.3207064,97.44592917,114.132465,108.5839556,72.24136917,69.95299045,67.38892882,67.22770104,74.67538383,82.28926386,83.06409219,79.45312013
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Land transport and transport via pipelines,Units,857.8287458,809.0965905,733.4698921,819.236741,807.7949982,778.1976959,842.5801028,859.8237903,883.2974055,869.104255,859.0514149,648.6272082,597.3366923,558.4103568,651.7702137,555.9600726,491.1592125,482.5744608,484.5005793,486.5628971,533.7395726,647.4704262,659.2191551,581.5215162
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Machinery and equipment n.e.c.,Units,428.31172,442.4869886,515.4112523,590.8295871,556.6015836,550.3802566,627.8191933,624.4837752,607.4188721,546.3474129,504.8539422,490.206661,444.2803899,363.3996433,482.3617724,422.7383098,352.818296,347.6251742,374.2724463,365.6342794,430.1014702,471.4347927,425.4078711,412.0971279
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Manufacturing nec; repair and installation of machinery and equipment,Units,520.3735332,527.9522096,543.7687524,603.1721524,551.6642002,529.9027286,576.6067615,572.1440456,630.1760778,470.3780804,429.4340639,400.1495903,366.1789864,319.8012978,384.9586469,338.5659689,266.2959522,267.2376993,274.8731333,273.6912845,301.1914428,324.2785071,285.0961069,256.0340825
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, energy producing products",Units,4941.511459,4719.345096,4223.291845,4935.205909,3807.03336,3363.370837,3531.899082,3140.421557,2431.270699,2111.765905,2024.723016,1856.957091,1908.800987,2190.07733,2200.310255,2225.242092,2995.389099,3195.527447,2503.53403,1493.70439,1682.321766,1215.339853,1510.058963,1787.089854
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, non-energy producing products",Units,1207.88339,1136.547264,1123.138845,1262.097099,1187.154394,1122.750831,1231.19363,1235.859039,1247.970481,1165.025851,1104.219332,1024.765716,887.7303979,1023.417272,870.0305818,807.3905855,835.3693493,847.3173031,799.4496745,791.4402469,875.4475081,897.7164911,841.0803212,715.9232394
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Mining support service activities,Units,770.7216944,727.5058765,752.0990263,846.3323952,802.1557447,770.4197685,846.1087843,836.8833208,846.1954847,793.5938257,758.2925604,706.8672258,612.1463064,711.7395992,587.4681567,540.010784,448.2682541,522.1947546,492.8403591,480.2475961,490.1240837,433.3233272,413.286839,325.7694829
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Motor vehicles, trailers and semi-trailers",Units,361.2074268,366.6078552,425.2645682,462.7841732,436.356735,416.1174891,458.5573689,463.9984887,405.8481114,343.4859151,302.265213,267.2072946,224.6551597,165.0495759,267.2866011,235.8183465,214.7506348,217.9516846,231.8928929,240.7675639,270.938405,315.4529656,282.1321484,268.5284413
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other non-metallic mineral products,Units,2288.377734,2204.011546,2428.910893,2626.526326,2358.050626,2137.954849,2354.062386,2503.709585,2449.086809,2213.550863,2049.685356,1965.015005,1848.013362,1670.969747,1735.808319,1502.792634,1277.657313,1262.442503,1299.2766,1228.318767,1289.414863,1189.275347,1073.758953,942.5828995
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other service activities,Units,161.2038069,159.535498,159.955066,183.4503358,175.3010268,179.1298794,193.3025203,202.482351,215.6483008,223.2453103,224.6965453,231.2793495,208.6275893,187.0837411,229.7417694,207.6026203,182.3013219,176.8002931,170.3596028,168.7625141,194.6662007,171.096662,175.6734751,169.5368679
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other transport equipment,Units,396.6392604,393.6681341,414.2409094,452.1036667,421.5739914,401.4243433,433.467418,453.0642632,389.3103859,327.708428,296.6388274,266.1621619,259.862174,209.8221329,260.4253654,222.1480307,154.0340594,171.628847,178.9493433,186.2221892,213.0870471,277.1694231,275.3528904,241.1797168
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Paper products and printing,Units,1128.045562,1126.450719,1172.033327,1277.970727,1229.056141,1079.951668,1153.15475,1085.996999,1025.16496,932.4210436,883.7655275,813.5063867,791.8946077,693.2998942,793.0038971,683.7267282,670.3317844,699.2000619,678.1076937,673.2194063,702.7296891,658.1957667,595.6133399,583.3964267
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Pharmaceuticals, medicinal chemical and botanical products",Units,681.6313946,691.119954,651.1591738,739.5907128,729.172198,708.2829649,792.077026,800.0835901,720.7801493,637.7913956,602.4870097,581.4538742,526.6511952,461.9987121,580.3805166,466.0300626,346.0016611,332.6979625,324.4378977,312.2156576,372.0715337,438.0068817,366.8266765,314.1355967
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Postal and courier activities,Units,366.6812873,340.4375965,399.6089864,395.2260839,348.0047207,322.1766358,292.4096167,281.8292666,289.6046082,299.7717746,281.5129972,263.8753086,278.7164745,261.5805698,269.6419371,264.5004221,241.2504865,242.9485339,234.9086904,222.1527857,242.5006734,217.0348551,232.2982927,206.3076468
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Professional, scientific and technical activities",Units,145.4538658,146.4944217,130.7763408,146.7396039,140.3728729,140.3393634,151.9293347,156.9829245,164.3874542,169.0517257,171.6636865,178.0571656,166.7747052,154.5783519,180.1967408,151.9467544,131.5859185,127.3135748,126.4376282,124.9482125,139.7306299,138.1844617,134.4824547,127.5683341
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Public administration and defence; compulsory social security,Units,169.3652153,162.1005098,93.06700166,95.29240008,81.32359716,88.21110939,80.18775484,83.84214156,95.35304779,111.1693898,109.8061121,116.8884171,120.6979635,109.2593921,129.8243686,112.8712209,103.4189332,101.2231202,94.6381053,104.0072199,107.5891593,100.2727704,90.74035105,84.92888054
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Publishing, audiovisual and broadcasting activities",Units,206.2591586,212.9995326,246.5327022,270.5802591,254.7078632,231.4365083,253.2380463,246.1683287,239.3277083,220.6134483,214.699765,207.9325836,189.9024362,178.0975073,200.1071841,170.9962799,166.7880476,165.4500151,165.7557791,165.8746058,180.4414353,177.3339169,168.5735782,161.122176
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Real estate activities,Units,76.16060691,69.74943916,54.65505314,59.47761638,54.78013878,53.41968594,62.07092827,63.57516434,65.11029026,63.1737578,62.78375184,66.72301083,67.19662456,67.16606894,76.40648707,61.65453426,71.69783871,69.13480634,71.28113339,65.96134921,70.08889325,66.93822178,61.89226336,57.46096171
Taiwan Province of China,TW,TWN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Rubber and plastics products,Units,604.586603,609.9323704,634.8205971,725.7830127,707.0398608,659.2064589,754.6808229,777.9685166,917.230617,623.5796095,595.2993815,563.831863,522.2303796,458.1233912,518.736096,446.2255554,408.9388734,408.3885215,398.7180281,399.7547435,447.997121,490.0752509,468.4638478,387.4428471
