Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Gas Type,Seasonal Adjustment,Scale,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Construction,Nitrous oxide,Not Seasonally Adjusted,Units,0.005726534,0.007366407,0.007872404,0.008451771,0.005507885,0.007329437,0.006999628,0.009005813,0.008066423,0.008798819,0.009646793,0.009851598,0.006631636,0.008536064,0.008404884,0.009698607,0.005985472,0.008406483,0.009354955,0.010516438,0.007584078,0.008714966,0.008203981,0.008430692,0.00591515,0.006493083,0.006130276,0.007745002,0.005741852,0.006256793,0.005453208,0.007187885,0.005778059,0.006188496,0.006146362,0.006875249,0.004796496,0.00643091,0.006805704,0.006167919,0.003952515,0.005528106,0.007716411,0.008249725,0.008647842,0.010201779,0.010729236,0.011435084,0.010494999,0.010238491,0.010811411,0.011969958,0.011705565,0.011087813,0.01012352,0.011057085,0.009262253,0.009217578
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Construction,Nitrous oxide,Seasonally Adjusted,Units,0.007086748,0.007216438,0.007797909,0.007316021,0.006909294,0.007182129,0.006874279,0.007877062,0.009573487,0.008720879,0.009516718,0.00855255,0.00827084,0.008479057,0.008068936,0.008452359,0.007582183,0.008406183,0.009225427,0.009049556,0.009113336,0.008422431,0.007940856,0.007457095,0.006941106,0.006380043,0.00615332,0.006809042,0.006677505,0.006163058,0.005578036,0.006221138,0.006759509,0.006208078,0.006165999,0.00585458,0.005582046,0.006505567,0.00679049,0.005322924,0.004598594,0.005496909,0.007785207,0.007566048,0.009175386,0.010239755,0.010695647,0.010903153,0.010994472,0.010289551,0.010768798,0.011462037,0.012089738,0.011438268,0.010769904,0.009676893,0.009623724,0.009560366
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Not Seasonally Adjusted,Units,79.48436503,9.885248014,3.778279044,51.87363504,80.72385846,6.614193979,1.396113438,61.78949578,82.20017582,4.963425636,3.594251344,66.5953248,75.67807318,13.70849927,7.800003834,61.04496621,81.20627608,12.80168043,4.888151956,65.06497058,73.75549945,11.46149722,9.247362718,65.34727921,67.40721289,10.98238256,7.662121605,75.04943345,85.58572712,15.20014402,8.786098073,60.92150223,76.83516339,14.40155977,9.784903168,68.75650879,77.74831137,17.33365747,10.6371401,66.73848286,70.76828863,16.29880653,12.22792796,73.19506979,82.92583148,17.57189564,10.82620377,71.93402662,83.28865271,14.60699964,12.9242085,75.71398858,89.777266,20.69383745,15.07669328,64.70559453,91.86476515,23.2407709
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Carbon dioxide,Seasonally Adjusted,Units,34.18109705,37.3942364,42.93181846,30.51437521,36.02384025,33.68643208,38.98043048,41.83295885,43.94287481,27.2297312,38.89544008,47.28513152,37.21222575,44.40141497,39.60452459,37.01337718,40.10073234,40.72204357,41.38823689,41.75006625,35.64854159,38.65996511,47.15376638,38.34936551,35.22371176,38.00707575,45.02476287,42.84560013,42.3030288,38.70587842,55.84681197,33.63775224,44.07388043,42.60200293,38.56567767,44.5365741,43.35061639,45.68014133,45.51841725,37.90841683,34.46135871,39.0579659,57.94798058,41.02278772,43.96083701,42.43686938,51.0687555,45.79149562,49.39986316,39.64459305,46.06404533,51.42534789,49.5985682,53.90491993,45.76296959,40.97297035,49.93621635,49.89213586
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Fluorinated gases,Not Seasonally Adjusted,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Fluorinated gases,Seasonally Adjusted,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Not Seasonally Adjusted,Units,79.72529431,9.998108247,3.889739423,52.06281855,80.96196345,6.737547468,1.496117214,62.00126297,82.44631465,5.074054364,3.703154478,66.8308873,75.92410911,13.84640347,7.924367069,61.26471525,81.44218694,12.93493425,5.022223152,65.29904281,74.0073418,11.60517006,9.377071976,65.54730509,67.64054828,11.10552628,7.797260003,75.28182382,85.85588884,15.34813346,8.914984845,61.12743783,77.09970234,14.55292006,9.920445802,68.99605772,78.02726148,17.48340111,10.77465638,66.96129566,71.00026609,16.47259074,12.3736868,73.42803128,83.22031298,17.73652103,10.97182093,72.20677417,83.59383848,14.74965435,13.07972183,76.00767935,90.12739021,20.87630613,15.22230215,64.96999065,92.21254752,23.44471643
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,Seasonally Adjusted,Units,34.33882425,37.54996308,43.12415701,30.66301619,36.18210586,33.84980027,39.15555657,42.00942841,44.13169914,27.3640634,39.06516043,47.49348782,37.40107119,44.59532491,39.77320268,37.18999613,40.26507471,40.90403262,41.58684646,41.94243335,35.83924749,38.84110521,47.3420082,38.51452803,35.39289391,38.17103813,45.23336,43.02786635,42.47734033,38.87955626,56.08222174,33.80732665,44.27371016,42.80652502,38.74097672,44.74791403,43.55203807,45.88391354,45.72430521,38.08635781,34.6051048,39.26197827,58.2160693,41.19142255,44.16082151,42.64213915,51.30842776,46.02404069,49.6364512,39.8266638,46.28033973,51.68743926,49.84587086,54.16513548,45.98254877,41.18850649,50.16770987,50.14456907
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Methane,Not Seasonally Adjusted,Units,0.048402859,0.014268457,0.008258468,0.014723573,0.034922832,0.014979636,0.011943788,0.023694039,0.023079812,0.014096926,0.00895289,0.043584304,0.039811247,0.022082995,0.016206424,0.025717652,0.03200666,0.021045921,0.024571072,0.038309679,0.043330587,0.028605033,0.027118467,0.040448454,0.04432293,0.025384668,0.024789347,0.043546074,0.044044723,0.017444957,0.027031529,0.034577712,0.044640717,0.027362366,0.021727003,0.024863153,0.034081308,0.013250228,0.023018633,0.032061153,0.028151465,0.014868054,0.019942644,0.028678413,0.047862607,0.028549503,0.026436452,0.051413046,0.050130837,0.02435737,0.032122667,0.048399438,0.055321474,0.032621724,0.035783168,0.048554212,0.056349001,0.031564362
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Methane,Seasonally Adjusted,Units,0.036234971,0.019711206,0.019151611,0.010555568,0.022484981,0.019879561,0.023114936,0.020060817,0.014421045,0.016407424,0.017127427,0.041758035,0.031567228,0.030124375,0.021749082,0.020377633,0.020796714,0.027591414,0.035011779,0.032533425,0.033122369,0.034869608,0.03637933,0.035131233,0.034905209,0.032046703,0.03679599,0.034295116,0.027773342,0.022137165,0.04451964,0.028668774,0.035730239,0.037426635,0.023379162,0.022057204,0.02411267,0.023335263,0.030212651,0.024750737,0.01594999,0.020659021,0.037099377,0.017932188,0.034069615,0.035701406,0.040428425,0.044062162,0.040834632,0.033400399,0.03767556,0.043099722,0.042347148,0.04843102,0.040448225,0.041077999,0.041006034,0.041369082
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Not Seasonally Adjusted,Units,0.192526422,0.098591776,0.10320191,0.174459942,0.203182163,0.108373853,0.088059987,0.188073154,0.223059019,0.096531802,0.099950243,0.191978193,0.206224686,0.115821212,0.108156811,0.19403139,0.203904199,0.112207894,0.109500124,0.195762543,0.20851176,0.115067816,0.102590791,0.159577428,0.189012459,0.097759044,0.110349051,0.188844296,0.226116998,0.130544486,0.101855243,0.171357889,0.219898234,0.123997924,0.113815631,0.214685778,0.244868805,0.136493406,0.11449765,0.190751655,0.203825998,0.158916149,0.125816198,0.204283078,0.246618896,0.136075883,0.119180709,0.221334511,0.255054936,0.118297334,0.12339066,0.245291332,0.294802737,0.149846955,0.109825702,0.2158419,0.29143337,0.172381171
Central Asia,,NACA,Quarterly greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA; Organisation for Economic Co-operation and Development (2022), Quarterly National Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=QNA%20; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363; IEA (2022) Monthly electricity data, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly oil statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  IEA (2022) Monthly gas statistics, www.iea.org/statistics, All rights reserved; as modified by IMF;  Country Authorities; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts","Electricity, Gas, Steam and Air Conditioning Supply",Nitrous oxide,Seasonally Adjusted,Units,0.121492224,0.136015473,0.173186942,0.13808541,0.135780634,0.143488624,0.152011162,0.156408737,0.174403283,0.117924775,0.15259293,0.166598268,0.15727821,0.163785565,0.146929008,0.156241317,0.143545659,0.15439763,0.163597792,0.15983368,0.157583536,0.146270492,0.151862487,0.130031281,0.134276936,0.131915676,0.171801139,0.1479711,0.14653819,0.151540669,0.190890127,0.14090563,0.164099491,0.167095459,0.151919892,0.189282725,0.177309013,0.180436948,0.175675311,0.153190244,0.127796094,0.183353344,0.230989338,0.150702647,0.165914893,0.169568366,0.199243831,0.188482909,0.195753412,0.148670356,0.178618842,0.218991653,0.204955512,0.21178453,0.179130954,0.174458142,0.190487491,0.211064125
