Country,Year,Temperature,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea level Value,Artificial surfaces (including urban and associated areas): Climate altering,Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area
Colombia,2000,-0.009,0,0,3,0,0,3,0,-11.51235294,146.8901,129.1955747,16847.4783,6236.4192,1277.1086,361.7127,6.7041,7173.8673,2389.3268,564.0533,24.3054,75677.2621,3821.9645,7080.9559,62735.5,97.2438189,97.24381887,110950,56.54393871
Colombia,2001,0.438,0,0,2,2,1,6,1,6.631267606,148.1631,123.0254164,16854.124,5930.2888,1277.1629,362.4103,6.7041,7198.4652,2389.8616,559.5813,24.3209,75631.6012,4144.3801,7059.1978,62542.729,96.94501168,96.94501216,110950,56.37019288
Colombia,2002,0.675,0,0,4,1,0,5,0,16.35191489,149.3082,123.8904434,16863.5718,5971.8797,1276.7289,363.4101,6.7041,7228.0661,2392.3572,559.4573,24.3596,75572.1546,4119.0034,7037.4398,62349.958,96.64620583,96.64620546,110950,56.19644705
Colombia,2003,0.693,0,0,3,1,0,4,0,28.30621622,150.1685,126.749005,16889.7553,6112.2598,1280.1081,363.5806,6.7041,7259.7851,2394.5739,557.6359,24.3674,75478.9968,4009.1457,7015.6817,62157.187,96.34739861,96.34739875,110950,56.02270122
Colombia,2004,0.585,0,0,2,0,0,2,0,11.00722222,152.296,128.1790211,16968.1278,6180.7854,1399.8135,364.4796,6.7041,7403.1472,2434.5894,550.5288,24.7549,74982.066,4059.7652,6993.9236,61964.416,96.0485914,96.04859204,110950,55.84895539
Colombia,2005,0.681,0,0,3,0,1,4,0,7.55530303,153.7027,119.1227511,16976.5878,5731.9294,1405.4713,364.8516,6.7041,7410.8775,2431.9852,545.553,24.8324,74984.7189,4489.9171,6972.1656,61771.645,95.74978555,95.74978533,110950,55.67520955
Colombia,2006,0.531,0,0,1,0,0,1,0,10.82111111,157.1672,119.9540751,16979.3626,5769.5392,1414.1518,367.0915,6.7041,7416.0862,2426.7382,540.585,24.8401,74987.9025,4436.9653,6950.4075,61578.874,95.45097833,95.45097862,110950,55.50146372
Colombia,2007,0.641,0,0,4,0,0,4,0,17.72082192,160.6549,118.1857839,16969.2984,5678.6814,1412.5552,370.2769,6.7041,7392.3815,2427.9782,540.6005,24.9176,75075.1315,4467.9115,6928.6494,61386.103,95.15217111,95.15217192,110950,55.32771789
Colombia,2008,0.385,0,0,2,1,0,3,0,22.04304762,163.631,111.4293685,16959.3017,5341.8846,1411.0594,372.6098,6.7041,7402.2796,2431.4892,541.949,24.9719,75110.2414,4760.9912,6906.8914,61193.332,94.85336527,94.85336521,110950,55.15397206
Colombia,2009,0.856,0,0,1,2,0,3,0,10.96109589,166.5781,111.258036,16958.7201,5330.472,1411.2454,373.2299,6.7041,7392.6772,2432.6207,538.1591,25.0416,75149.791,4741.8678,6885.1333,61000.561,94.55455805,94.5545585,110950,54.98022623
Colombia,2010,1.037,0,0,3,2,0,6,1,22.45727891,169.5252,110.4857807,16957.2089,5289.3697,1410.6951,373.8266,6.7041,7393.0728,2434.3956,532.757,25.1037,75164.125,4770.3334,6863.3753,60807.79,94.2557522,94.25575179,110950,54.8064804
Colombia,2011,0.467,0,0,2,1,0,3,0,17.73496599,172.7455,98.16991682,16953.9289,4677.6456,1410.9276,374.0747,6.7041,7396.6105,2435.7674,532.7648,25.0649,75164.2427,5376.6381,6848.18,60673.164,94.04707289,94.04707335,110950,54.68514105
Colombia,2012,0.668,0,0,3,0,0,3,0,34.1857971,176.2739,96.51083753,16952.5797,4592.1473,1404.8745,376.6556,6.7041,7394.4338,2437.9375,533.005,25.0494,75171.0554,5456.4488,6832.9848,60538.538,93.83839496,93.83839491,110950,54.56380171
Colombia,2013,0.834,0,0,1,0,0,1,0,29.90582524,182.3193,102.6834499,16946.4679,4891.0764,1393.5357,376.1518,6.7041,7384.0071,2446.0212,532.943,25.0184,75207.5172,5135.3394,6817.7895,60403.912,93.62971564,93.62971647,110950,54.44246237
Colombia,2014,0.854,0,0,4,0,1,5,0,47.59917808,188.3878,101.0498417,16910.4506,4804.2924,1373.09,375.1132,6.7041,7339.2123,2461.4446,540.337,25.4447,75339.9421,5162.6369,6802.5943,60269.286,93.42103771,93.42103803,110950,54.32112303
Colombia,2015,1.249,1,0,1,1,0,4,1,61.7,192.079,100,16909.382,4748.7343,1373.0125,375.09,6.7041,7338.578,2461.3361,540.2905,25.4137,75340.1831,5216.34,6787.3991,60134.66,93.21235977,93.21235959,110950,54.19978369
Colombia,2016,1.08,0,0,2,0,0,2,0,62.59378571,192.3289,99.10668838,16902.6136,4704.3466,1373.5783,375.1597,6.7041,7374.2931,2462.1886,540.6392,25.5222,75292.6927,5277.0543,6767.6276,59959.49,92.94083482,92.94083549,110950,54.04190176
Colombia,2017,0.82,0,0,4,2,1,7,0,44.57127451,197.4035,127.1389474,16900.5601,6084.2929,1373.9193,375.0512,6.7041,7382.4164,2463.886,540.399,25.6384,75261.8293,3915.0135,6742.8278,59739.77,92.60025549,92.60025621,110950,53.84386661
Colombia,2018,1.137,0,0,2,0,0,2,0,56.20905405,201.0424,127.2869341,16893.8474,6087.9633,1373.7178,374.966,6.7041,7373.4724,2467.4822,541.1198,25.7779,75266.9241,3914.0518,6720.334,59540.48,92.29134479,92.29134465,110950,53.66424516
Colombia,2019,1.397,0,0,5,1,0,6,0,72.3577027,206.6808,127.1380545,16890.1344,6074.97,1373.617,374.9892,6.7041,7378.4404,2473.7678,540.9337,26.3205,75211.6027,3968.9261,6697.8412,59341.2,91.98244783,91.9824486,110950,53.48463272
Colombia,2020,1.583,0,0,3,1,2,6,0,71.10083333,206.7447,127.4584758,16888.1222,6090.8436,1375.7252,374.0747,6.7739,7392.7314,2477.8833,541.3833,26.398,75169.039,3979.2967,6675.3474,59141.91,91.67353713,91.67353705,110950,53.30501127
France,1992,0.659,0,0,1,0,2,3,0,17.94,648.9845,98.32549694,11031.9631,24436.2655,439.8138,0,25.0261,1370.1933,165.123,247.7193,207.9286,14636.4282,1649.3579,980.9054,14606.4,100,100,54756.6,26.67514053
France,1993,0.325,0,0,1,0,2,3,0,-19.68254902,664.8477,98.43263868,11032.2875,24447.7302,439.6976,0,25.0261,1370.0239,164.9835,247.2001,207.8821,14638.0101,1621.1001,989.1958,14691.6,100.8451783,100.5833059,54756.6,26.83073821
France,1994,1.547,0,0,3,0,0,3,0,-18.69137255,680.8387,98.49063623,11032.6211,24446.539,439.5891,0,25.0261,1369.8255,164.8672,246.7118,207.8434,14639.9046,1605.0294,997.4861,14776.8,101.6903465,101.1666119,54756.6,26.98633589
France,1995,1.326,0,0,0,0,1,1,0,-5.642631579,697.8878,98.73122985,11058.4708,24490.8503,439.4341,0,25.0261,1359.686,164.6192,245.3477,208.2541,14586.098,1583.0762,1005.7764,14862,102.5355146,101.7499178,54756.6,27.14193358
France,1996,0.188,0,0,2,0,1,3,0,-7.8145,714.9891,98.75865818,11051.9833,24480.7363,441.0307,0,25.0261,1347.0001,164.4177,253.6407,214.6405,14601.4815,1563.7818,1014.0667,14947.2,103.3806828,102.3332238,54756.6,27.29753126
France,1997,1.24,1,1,0,0,0,3,1,3.741010101,732.1021,98.81382235,11049.8196,24477.7057,440.7594,0,25.0261,1337.4396,164.3014,254.1445,215.1365,14620.5061,1541.8057,1022.357,15032.4,104.2258509,102.9165297,54756.6,27.45312894
France,1998,0.947,0,0,0,1,1,2,0,1.802626263,752.2609,99.00162199,11116.9264,24505.4778,440.8136,0,25.0261,1348.9315,164.2704,256.4231,215.7411,14502.4945,1530.4218,1030.6474,15117.6,105.0710293,103.4998357,54756.6,27.60872662
France,1999,1.199,0,0,3,1,3,8,1,-1.031717172,773.0592,99.22027149,11222.4636,24540.4473,440.3254,0,25.0261,1356.5828,164.3324,260.0193,218.0197,14328.9379,1529.5409,1038.9377,15202.8,105.9161974,104.0831416,54756.6,27.7643243
France,2000,1.175,0,0,6,0,1,7,0,-4.093333333,794.7062,99.32448579,11266.2087,24545.4001,440.3564,0,25.0261,1371.3919,164.1619,260.7323,218.415,14246.9205,1525.4619,1047.228,15288,106.7613656,104.6664476,54756.7,27.91987099
France,2001,1.391,0,0,5,0,2,7,0,2.817102804,872.2841,99.43166735,11286.7677,24495.179,439.6278,0,25.0261,1378.6777,164.0922,259.531,218.6165,14203.9703,1515.0349,1066.797,15401.1,108.7563592,105.4407657,54756.7,28.12642106
France,2002,1.054,0,0,3,0,2,5,0,9.247582938,958.0407,99.50078346,11307.3169,24427.0279,439.4031,0,25.0261,1385.4988,163.6426,258.0584,218.3917,14176.1362,1500.205,1086.3661,15514.2,110.751363,106.2150838,54756.7,28.33297112
France,2003,1.8,0,1,2,0,2,6,1,20.13436937,1063.1773,99.57118557,11330.2533,24339.865,439.2713,0,25.0261,1392.1731,163.0536,257.3996,218.1359,14150.5179,1479.9011,1105.9351,15627.3,112.7463566,106.9894019,54786.7,28.52389357
France,2004,0.969,0,0,0,0,1,1,0,13.72912037,1187.502,99.58751439,11351.4992,24219.6915,438.9768,0,25.0261,1405.7519,162.6196,256.8184,218.1204,14128.0571,1464.6795,1125.5041,15740.4,114.7413502,107.76372,54756.7,28.74607126
France,2005,1.02,0,2,2,0,0,5,1,8.487727273,1206.8936,99.60802028,11350.2526,24205.5686,438.628,0,25.0261,1406.1057,162.7048,256.3146,217.7717,14126.7597,1462.7973,1145.0731,15853.5,116.7363438,108.5380381,54755.7,28.95315008
France,2006,1.306,0,1,0,0,2,3,0,15.53259259,1221.2687,99.63179421,11356.7618,24197.2407,438.07,0,25.0261,1406.6044,162.5421,256.0201,217.6864,14130.6636,1446.8997,1164.6422,15966.6,118.7313476,109.3123562,54755.7,29.15970392
France,2007,1.407,0,0,0,0,3,3,0,19.28279279,1235.6438,99.67418788,11344.3148,24193.6897,437.3957,0,25.0261,1406.8052,162.7824,255.6403,217.8569,14161.1972,1418.4497,1184.2112,16079.7,120.7263412,110.0866743,54755.7,29.36625776
France,2008,0.992,0,1,0,0,3,4,0,23.66942308,1251.9721,99.63601195,11325.8611,24167.6266,436.7989,0,25.0261,1403.6573,162.8289,255.5395,217.6864,14221.0526,1390.7627,1203.7802,16192.8,122.7213348,110.8609924,54755.7,29.5728116
France,2009,1.212,0,2,0,0,1,4,1,17.39908676,1261.1854,99.72529976,11327.2005,24181.1649,436.5199,0,25.0261,1416.6478,162.8366,255.8186,217.4462,14214.333,1360.573,1223.3493,16305.9,124.7163386,111.6353105,54755.7,29.77936544
France,2010,0.395,0,1,1,0,2,4,0,28.29968326,1270.0964,99.88810223,11367.1015,24213.8126,435.9929,0,25.0261,1467.2144,163.3946,255.8341,217.2291,14105.3065,1337.7951,1242.9183,16419,126.7113322,112.4096287,54755.7,29.98591927
France,2011,1.534,0,0,1,0,1,2,0,26.07109091,1278.2693,99.92528277,11378.7651,24215.1217,435.6751,0,25.0261,1483.0272,163.4101,255.6868,217.1904,14071.9986,1334.625,1261.0169,16502.4,128.5564235,112.9806112,54755.7,30.13823218
France,2012,1.22,0,1,0,0,0,1,0,24.83584541,1290.2146,99.95368075,11382.4646,24210.4164,435.4891,0,25.0261,1486.0518,163.1156,255.617,217.1516,14063.9076,1329.3302,1279.1155,16585.8,130.4015148,113.5515938,54755.7,30.29054509
France,2013,0.714,0,0,1,0,2,3,0,22.45891026,1302.189,99.96713879,11382.7103,24201.8606,435.4038,0,25.0261,1485.0741,162.7126,255.5395,217.1129,14073.6568,1317.4669,1297.214,16669.2,132.2465958,114.1225764,54755.7,30.442858
France,2014,2.049,0,0,3,0,4,7,0,30.95407407,1317.9127,99.91564569,11393.872,24173.0281,435.4658,0,25.0261,1497.6945,162.0461,256.1131,217.2834,14068.1552,1312.2166,1315.3126,16752.6,134.0916871,114.693559,54755.7,30.59517091
France,2015,1.612,0,1,1,0,1,3,0,40.70072072,1327.1203,100,11393.4494,24185.3322,435.3108,0,25.0261,1497.3457,161.9763,256.1131,217.2136,14069.0151,1290.8913,1333.4112,16836,135.9367784,115.2645416,54755.7,30.74748382
France,2016,1.794,0,0,1,0,0,1,0,51.11480952,1331.8577,99.84376313,11385.8052,24140.7459,435.3108,0,25.0261,1504.4095,161.333,256.1518,217.4927,14095.8998,1304.785,1351.8601,16919.4,137.8175816,115.8355242,54755.7,30.89979673
France,2017,1.796,0,0,1,0,1,3,1,47.48843137,1337.9902,99.78168784,11377.8881,24118.7657,435.3418,0,25.0261,1507.2426,160.9765,254.6715,217.0431,14118.3989,1305.4498,1370.4257,17002.8,139.7102819,116.4065067,54755.7,31.05210964
France,2018,2.06,0,2,2,0,3,7,0,57.67,1341.7802,99.58256323,11382.5631,24064.177,435.5046,0,25.0261,1519.1438,159.1164,254.1135,215.9271,14126.1726,1335.2761,1389.1081,17086.2,141.6148897,116.9774893,54755.7,31.20442255
France,2019,2.023,0,2,2,0,5,9,0,61.96009009,1345.1109,99.37184965,11406.7497,24007.0831,435.5666,0,25.0261,1539.0504,157.6826,255.1675,215.8573,14128.7349,1342.7606,1407.9072,17169.6,143.5313946,117.5484719,54755.7,31.35673546
France,2020,2.551,0,1,3,0,3,7,0,73.04407407,1345.1865,99.38451958,11414.8656,24010.3152,435.7371,0,25.1114,1549.6933,158.1398,255.0513,215.7411,14106.1699,1342.9414,1425.0978,17253,145.2839183,118.1194545,54755.7,31.50904837
Haiti,1992,0.59,1,0,0,0,0,1,0,-10.445,13.3695,90.37505835,1471.7732,283.9011,42.6739,12.4627,0,52.5565,294.1677,5.8516,0.0155,432.3761,109.1927,21.0992,382.466,100,100,2756,13.8775762
Haiti,1993,0.45,1,0,1,0,0,2,0,-13.75676471,13.6078,90.42872053,1471.7817,283.8393,42.6739,12.4627,0,52.5534,293.9894,5.8283,0.0155,432.4195,109.1689,21.0802,382.239,99.90994919,99.94064832,2756,13.86933962
Haiti,1994,1.198,0,0,0,0,1,1,0,-4.464117647,13.788,91.07621076,1471.7895,285.7889,42.6584,12.4627,0,52.5472,293.8732,5.8128,0.0155,432.4335,107.1708,21.0612,382.012,99.81989838,99.88129664,2756,13.86110305
Haiti,1995,1.188,0,0,0,0,0,0,0,-6.345555556,13.9682,90.85810959,1475.8937,284.8913,42.5266,12.4937,0,51.5966,294.6095,6.2856,0.0155,429.2256,106.8342,21.0422,381.785,99.72984758,99.82194496,2756,13.85286647
Haiti,1996,0.685,0,0,2,0,2,4,0,-12.44746269,14.0612,90.76128045,1477.4907,284.4798,42.5344,12.4859,0,51.0428,294.563,6.2856,0.0078,428.7094,106.6799,21.0232,381.558,99.63979677,99.76259328,2756,13.8446299
Haiti,1997,1.099,0,0,0,0,0,0,0,-5.255606061,14.3054,93.34781244,1477.4128,292.7435,42.4956,12.61,0,50.4762,295.245,6.3709,0.0078,429.0923,97.5812,21.0042,381.331,99.54974596,99.7032416,2756,13.83639332
Haiti,1998,1.244,0,0,0,0,1,1,0,-1.320757576,14.5495,93.44100025,1477.4077,292.8059,42.4879,12.6255,0,50.1449,297.1051,6.3709,0.0078,427.2333,97.602,20.9852,381.104,99.45969515,99.64388991,2756,13.82815675
Haiti,1999,1.147,0,0,1,0,0,1,0,-4.954090909,14.7995,92.29853463,1471.4294,288.798,42.8289,12.9432,0,46.6251,297.2059,6.3709,0.0078,441.0659,96.266,20.9662,380.877,99.36964435,99.58453823,2756,13.81992017
Haiti,2000,0.858,0,0,2,0,0,2,0,-12.19058824,15.0901,92.1415103,1471.0598,287.9909,42.7979,13.0517,0,45.888,297.5701,6.5491,0.0078,442.3382,95.997,20.9472,380.65,99.27959354,99.52518655,2756,13.8116836
Haiti,2001,0.758,0,0,1,0,1,2,0,5.193571429,16.2759,93.43568341,1471.3802,291.062,42.8134,13.0982,0,44.7987,296.8881,6.5414,0.0078,444.9221,90.5526,20.9282,380.423,99.18954273,99.46583487,2756,13.80344702
Haiti,2002,0.953,0,0,1,0,1,2,0,13.37401408,17.0548,93.32769344,1472.3359,289.9279,42.8134,13.0982,0,43.9217,296.2293,6.5259,0.0078,446.2258,90.1998,20.9093,380.196,99.09996588,99.40648319,2756,13.79521045
Haiti,2003,1.24,1,0,3,0,1,5,0,31.59905405,17.6129,93.37687982,1472.4296,289.5316,42.8056,13.106,0,43.5377,296.6401,6.4949,0.0078,446.0979,90.0765,20.8904,379.969,99.01038902,99.34713151,2756,13.78697388
Haiti,2004,0.888,0,0,1,0,2,3,0,11.37319444,18.1593,93.46687203,1472.2646,289.2812,42.8831,13.1215,0,42.9758,296.6478,6.4794,0.0078,446.5214,89.9986,20.8715,379.742,98.92081216,99.28777983,2756,13.7787373
Haiti,2005,1.042,0,0,3,0,5,8,0,8.369545455,19.0951,93.85920139,1473.364,289.6359,42.8134,13.1137,0,42.9824,296.1208,6.4251,0.0078,444.6734,90.109,20.8525,379.515,98.83076136,99.22842815,2756,13.77050073
Haiti,2006,0.935,0,0,2,0,1,3,0,11.39888889,20.3333,94.1297184,1474.2258,289.2875,43.0227,13.0905,0,42.9455,295.7255,6.3476,0.0078,443.3538,90.0005,20.8336,379.288,98.7411845,99.16907647,2756,13.76226415
Haiti,2007,1.151,0,0,4,0,3,7,0,18.66123288,21.3505,97.20201782,1474.201,298.376,42.8986,13.1215,0,42.8025,295.276,6.2391,0.0078,444.5005,79.5669,20.8147,379.061,98.65160764,99.10972479,2756,13.75402758
Haiti,2008,0.624,0,0,0,0,4,4,0,24.02942857,22.2922,96.38913236,1475.8654,294.7605,43.0692,13.1525,0,42.7882,295.059,6.2236,0.0078,442.5893,82.5329,20.7958,378.834,98.56203079,99.05037311,2756,13.745791
Haiti,2009,0.806,0,0,3,0,0,3,0,12.68726027,23.0188,96.84482925,1477.3539,295.5328,43.2784,13.1292,0,42.5696,294.5862,6.1848,0.0078,442.0526,80.6263,20.7769,378.607,98.47245393,98.99102142,2756,13.73755443
Haiti,2010,1.206,0,0,3,0,2,5,0,26.86863946,23.9372,98.4404616,1479.0225,299.8629,43.2319,13.1292,0,42.7553,294.9892,6.1306,0.0078,438.945,76.3287,20.7579,378.38,98.38240312,98.93166974,2756,13.72931785
Haiti,2011,0.489,0,0,2,0,2,4,0,22.26843537,24.8382,97.8814331,1479.8208,297.1231,43.3249,13.1137,0,42.665,295.0977,7.1769,0.0078,436.6869,78.4854,20.5803,375.274,97.54066505,98.11957141,2756,13.61661829
Haiti,2012,0.759,0,0,3,0,2,5,0,35.8873913,26.0821,97.13199932,1481.3539,293.4141,43.1699,13.0982,0,43.1835,295.0202,7.1847,0.0233,433.6546,82.156,20.4026,372.168,96.69845302,97.30747308,2756,13.50391872
Haiti,2013,1.133,0,0,1,0,0,1,0,32.73446602,27.9364,98.84695433,1482.4261,297.2008,43.1699,13.0905,0,43.3823,294.563,7.2544,0.0233,431.5216,77.7722,20.225,369.062,95.85671495,96.49537475,2756,13.39121916
Haiti,2014,1.306,1,0,1,0,0,2,0,46.81643836,29.9826,99.82292998,1486.0158,298.3649,43.1002,13.0982,0,43.9825,294.7645,7.3397,0.0233,423.5922,78.0768,20.0473,365.956,95.01450292,95.68327642,2756,13.27851959
Haiti,2015,1.384,0,0,1,0,1,2,0,59.93675676,31.0986,100,1485.8681,297.8313,43.0769,13.0982,0,43.8996,294.5862,7.3087,0.0233,423.6123,77.9372,19.8697,362.85,94.17276484,94.87117809,2756,13.16582003
Haiti,2016,1.164,1,0,6,0,1,8,0,61.1025,31.0986,100.0987067,1486.7207,298.156,43.0227,13.168,0,45.1649,294.1134,7.3087,0.0233,421.5422,78.0221,19.6922,359.74,93.33150072,94.05803392,2756,13.05297533
Haiti,2017,1.061,0,0,2,0,3,5,0,46.8177451,31.6566,100.366123,1487.2035,298.4776,43.0227,13.168,0,45.5973,293.6639,7.2079,0.0233,420.2134,78.1063,19.5184,356.63,92.50777281,93.24488974,2756,12.94013062
Haiti,2018,1.277,0,0,0,0,0,0,0,59.19418919,32.2089,100.5246978,1487.1024,298.4469,42.9684,13.2067,0,45.7531,293.7259,7.4017,0.0233,419.405,78.0982,19.3481,353.52,91.7006332,92.43174557,2756,12.82728592
Haiti,2019,1.507,0,0,2,0,0,2,0,76.98608108,32.6506,100.5500868,1486.6075,298.0887,42.9684,13.2145,0,46.2449,293.1291,7.3784,0.0233,420.0305,78.0045,19.1744,350.41,90.87737924,91.61860139,2756,12.71444122
Haiti,2020,1.537,0,0,0,0,1,1,0,74.54527778,32.5983,100.6056482,1486.8133,298.3483,43.1157,13.292,0,46.3189,293.2221,7.3784,0.0233,419.3593,78.0724,19.0043,347.3,90.07118753,90.80545722,2756,12.60159652
India,1992,0.035,0,1,4,1,2,8,0,-5.7525,608.8353,103.003329,25136.3451,183466.3064,4818.1576,323.6581,783.158,22728.0546,705.6382,513.5825,1213.2528,48969.8489,8231.4361,2342.6833,64668.6,100,100,297319,21.75057766
India,1993,0.223,1,0,5,1,2,9,0,-6.988529412,623.3732,102.7593516,25135.46,183015.3194,4817.8786,323.5496,783.158,22727.2916,705.6382,513.4972,1213.1676,48971.7007,8667.5234,2404.7006,65033.9,102.6472763,100.56488,297319,21.87344233
India,1994,0.107,0,1,2,0,2,5,0,-18.46279412,636.9752,102.6982841,25134.3295,182892.7701,4817.5608,323.5031,783.158,22726.5885,705.6227,513.4275,1213.0203,48973.3987,8777.5026,2466.718,65399.2,105.2945569,101.12976,297319,21.996307
India,1995,0.238,0,1,3,3,2,9,0,-0.114094488,649.6471,102.7528004,25055.7232,182977.6539,4818.4366,319.4729,783.158,22650.6149,706.4985,513.7375,1211.385,48770.8411,9040.9004,2528.7353,65764.5,107.9418332,101.6946401,297319,22.11917166
India,1996,0.339,1,0,6,1,4,12,0,2.224736842,662.9643,102.4976048,25050.4612,182507.9941,4826.8691,321.0927,783.158,22456.3585,707.7463,513.753,1212.4545,48820.7304,9634.0193,2590.7526,66129.8,110.5891095,102.2595201,297319,22.24203633
India,1997,-0.064,0,0,6,2,1,9,0,-24.25060606,675.4851,102.6144063,25070.8915,182704.1915,4832.0231,321.1857,783.158,22295.9339,708.1958,513.6755,1212.9196,48769.9174,9610.0001,2652.77,66495.1,113.2363901,102.8244001,297319,22.364901
India,1998,0.614,0,2,3,5,4,14,0,-2.664242424,688.221,102.6099981,25088.73,182683.3399,4840.0836,321.6895,783.158,22238.671,710.366,513.9235,1213.9194,48658.9393,9756.1498,2714.7873,66860.4,115.8836664,103.3892801,297319,22.48776567
India,1999,0.468,0,1,2,0,3,7,1,-6.301363636,700.707,102.4072763,25174.792,182308.7717,4840.8974,322.8908,783.158,21959.1374,710.5132,515.2798,1215.3299,48603.3978,10362.6356,2776.8047,67225.7,118.530947,103.9541601,297319,22.61063033
India,2000,0.35,1,1,6,3,2,13,0,1.555588235,714.745,102.3783319,25187.0705,182243.3644,4850.1669,324.3634,783.158,21744.7427,710.676,516.7369,1220.0422,48784.5878,10418.4363,2838.822,67591,121.1782233,104.5190402,297319,22.733495
India,2001,0.473,0,2,9,3,3,17,0,1.839861111,832.4605,102.2420392,25174.8028,181882.1032,4853.5228,330.8117,783.158,21753.6033,709.7614,515.5046,1220.0965,48664.9397,10777.3584,2839.1784,67781.5,121.1934366,104.813619,297319,22.7975676
India,2002,0.827,1,2,6,0,4,13,0,-6.205836299,935.1731,102.2063425,25154.8358,181715.1478,4850.3452,333.4236,783.158,21723.5294,709.1956,514.7373,1221.476,48682.8179,10873.5503,2839.5349,67972,121.2086542,105.1081978,297319,22.86164019
India,2003,0.665,0,2,6,1,7,16,0,6.335544218,1033.2064,101.9507875,25134.083,181160.5564,4848.5006,334.4234,783.158,21646.5036,709.4824,514.8535,1226.6533,48769.4176,11336.7766,2839.8913,68162.5,121.2238675,105.4027766,297319,22.92571279
India,2004,0.545,0,0,6,0,0,6,0,3.604808362,1133.7741,101.8230398,25120.0746,180831.9388,4857.5376,336.7253,783.158,21514.2772,709.3739,514.125,1228.6219,48906.0182,11562.3906,2840.2478,68353,121.2390851,105.6973554,297319,22.98978538
India,2005,0.567,0,2,17,2,4,25,0,13.37878788,1210.5382,101.8293273,25107.6367,180766.4278,4869.3027,337.7949,783.158,21462.783,709.6142,514.125,1230.7921,48907.8133,11598.0567,2840.6042,68543.5,121.2542984,105.9919343,297319,23.05385798
India,2006,0.638,0,1,17,0,2,20,0,2.539722222,1283.1927,101.4591183,25108.4273,180032.0038,4885.5244,340.1278,783.158,21437.8261,709.5134,514.156,1231.1718,48918.0109,12254.6397,2840.9606,68734,121.2695118,106.2865131,297319,23.11793057
India,2007,0.607,0,3,16,0,1,20,0,8.155,1359.3931,101.2034585,25120.0655,179498.929,4877.7584,341.1043,783.158,21392.9202,710.1102,514.0242,1234.3495,48966.4697,12699.4851,2841.3171,68924.5,121.2847294,106.5810919,297319,23.18200317
India,2008,0.263,0,1,8,1,1,11,0,37.46365385,1422.3692,101.0698853,25136.2307,179197.1987,4883.331,342.8327,783.158,21375.0515,711.0015,515.3031,1236.9459,48964.4373,12929.8273,2841.6735,69115,121.2999427,106.8756707,297319,23.24607576
India,2009,1.134,1,2,6,2,6,17,0,31.53924399,1483.0086,100.8372527,25149.174,178720.9969,4882.1219,344.1192,783.158,21359.2708,711.7688,516.0471,1239.178,48955.1829,13353.9409,2842.03,69305.5,121.3151603,107.1702495,297319,23.31014836
India,2010,1.129,0,1,8,1,7,17,0,48.00195946,1542.5145,100.5464614,25169.6115,178141.5764,4882.6102,344.313,783.158,21349.0752,711.668,515.7603,1242.782,48944.0676,13870.42,2842.3864,69496,121.3303736,107.4648284,297319,23.37422095
India,2011,0.365,0,2,7,0,3,12,0,40.12931507,1606.3742,100.4286523,25154.2099,177867.0937,4945.4972,344.0262,783.158,21334.5386,710.4822,517.1632,1244.7893,48951.4258,14038.6503,2861.7815,69762.4,122.1582747,107.8767748,297319,23.46382169
India,2012,0.516,0,2,6,0,1,9,0,50.15463768,1702.6346,100.1573763,25164.608,177286.3024,4971.5542,343.3984,783.158,21330.2092,710.7302,518.9225,1247.7578,48942.7316,14495.833,2881.1766,70028.8,122.9861757,108.2887213,297319,23.55342242
India,2013,0.451,0,1,5,0,5,11,0,59.23817308,1832.0687,100.0250287,25178.8938,176920.4114,4983.7999,343.2744,783.158,21326.0409,710.8465,519.1938,1249.5326,48949.0045,14701.7128,2900.5718,70295.2,123.8140811,108.7006677,297319,23.64302315
India,2014,0.53,0,3,7,1,5,16,0,44.50361111,1949.1739,100.0042644,25154.3422,176766.17,5081.0988,342.9954,783.158,21330.2354,708.7229,518.7598,1248.2305,48928.0782,14686.9241,2919.9669,70561.6,124.6419821,109.1126142,297319,23.73262388
India,2015,0.711,1,1,10,1,6,19,0,59.91513514,2020.1136,100,25156.3547,176687.7254,5080.2075,342.9489,783.158,21327.8732,708.5989,518.2405,1248.2073,48939.555,14685.0993,2939.362,70828,125.4698832,109.5245606,297319,23.82222461
India,2016,1.088,0,1,8,2,3,15,1,82.27157143,2029.8792,99.75927396,25175.137,176247.8133,5084.9585,347.8937,783.158,21262.5367,708.3121,519.6666,1248.4708,49432.8066,14657.5329,2950.4176,71094.4,125.9418036,109.9365071,297319,23.91182535
India,2017,0.966,0,1,9,3,5,18,0,54.08029412,2095.3374,99.65526534,25155.0073,175995.9118,5091.3061,349.1338,783.158,21234.9386,707.6766,520.4416,1247.6415,49680.074,14636.5837,2961.4732,71360.8,126.413724,110.3484535,297319,24.00142608
