Country,Year,Temperature,Drought,Extreme temperature,Flood,Landslide,Storm,Total Disasters,Wildfire,Sea level Value,Artificial surfaces (including urban and associated areas): Climate altering,Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating,Carbon stocks in forests,Forest area,Index of carbon stocks in forests,Index of forest extent,Land area,Share of forest area
South Africa,2006,0.361,0,0,2,0,0,2,0,19.73444444,412.0072,98.64825189,24505.1864,12959.6424,545.9948,47.6962,0,64805.8996,266.8552,9243.9418,704.9407,8607.0216,370.2755,874.6394,17559.69,97.45331399,97.1797453,121309,14.47517497
South Africa,2007,0.721,0,1,1,0,0,3,1,21.09045045,427.4403,98.90571678,24500.2271,12979.1146,546.6071,47.6962,0,64825.3314,266.5762,9230.9986,715.2332,8557.4018,372.892,873.0027,17523.29,97.27095102,96.97829854,121309,14.44516895
South Africa,2008,0.575,0,0,1,0,1,3,1,24.43846154,440.0948,99.03234607,24488.6087,12983.6195,546.297,47.7737,0,64832.6415,266.4289,9229.4872,716.7756,8532.2943,385.4512,871.3659,17486.89,97.0885769,96.77685177,121309,14.41516293
South Africa,2009,0.662,0,0,2,0,2,4,0,26.45305936,451.9471,99.20324001,24476.3883,12994.9317,547.2271,47.8357,0,64832.1779,266.4211,9219.9232,719.6122,8502.426,410.5824,869.7291,17450.49,96.90620279,96.57540501,121309,14.38515691
South Africa,2010,1.083,0,0,0,0,1,1,0,32.34657658,462.2126,99.14489146,24469.954,12976.7511,547.0566,47.8589,0,64853.3793,266.4986,9212.568,719.2557,8468.6582,445.2248,868.0924,17414.09,96.72383982,96.37395825,121309,14.3551509
South Africa,2011,0.446,0,0,1,0,2,3,0,31.24484018,472.5129,99.26857316,24463.1379,12983.2262,547.2968,47.8744,0,64864.6576,266.5529,9212.661,717.1321,8448.8477,445.6139,866.4846,17377.69,96.54469692,96.17251148,121309,14.32514488
South Africa,2012,0.508,0,0,1,0,1,2,0,39.34898551,485.3883,99.4263878,24463.321,12991.7426,547.0643,47.8589,0,64879.485,266.8009,9203.1512,714.1482,8423.4224,447.1325,864.8769,17341.29,96.36556516,95.97106472,121309,14.29513886
South Africa,2013,0.655,0,0,0,0,1,1,0,42.63423077,521.0907,99.71466192,24457.2668,12995.1037,546.8163,47.8589,0,64867.0101,266.5917,9198.718,710.614,8411.0907,447.2482,863.2691,17304.89,96.18642227,95.76961795,121309,14.26513284
South Africa,2014,0.838,0,0,1,0,0,1,0,42.70648148,540.6857,99.93831541,24459.9414,13005.8293,552.4896,47.8589,0,64867.5249,265.5608,9194.6258,701.0267,8386.2908,447.6173,861.6614,17268.49,96.00729051,95.56817119,121309,14.23512682
South Africa,2015,1.3,1,0,0,0,0,1,0,51.97657658,550.9628,100,24457.7958,13003.9086,552.4044,47.8589,0,64862.6261,265.4833,9194.4708,700.7632,8385.5821,447.5512,860.0536,17232.09,95.82814761,95.36672443,121309,14.20512081
South Africa,2016,1.562,0,1,2,0,0,3,0,50.63390476,568.75,100.1500736,24443.2822,13006.4684,552.1331,47.9829,0,64824.4803,265.5531,9192.4324,696.5469,8424.1812,447.6393,858.4088,17195.69,95.64488213,95.16527766,121309,14.17511479
South Africa,2017,1.103,1,0,1,0,2,5,1,57.4854902,604.342,100.4253787,24437.1211,13008.1962,552.0246,47.8977,0,64814.7357,265.4833,9183.0001,692.0672,8416.9058,447.6988,856.5918,17159.29,95.44242993,94.9638309,121309,14.14510877
South Africa,2018,1.016,0,0,0,0,0,0,0,59.32414414,621.4084,100.7490581,24433.3028,13034.9934,551.7998,47.8589,0,64822.0652,265.6771,9169.5376,680.3098,8393.8022,448.621,854.9459,17122.89,95.25904188,94.76238413,121309,14.11510275
South Africa,2019,1.811,1,0,4,0,1,6,0,67.25477477,661.3193,101.4553722,24361.3576,13090.8257,550.9551,47.7737,0,64803.7052,265.6306,9166.0732,676.6748,8394.5474,450.5426,853.2993,17086.49,95.07557584,94.56093737,121309,14.08509674
South Africa,2020,0.89,0,0,1,0,1,2,0,67.84574074,750.7438,102.1739532,24336.2212,13098.8386,550.9395,47.6729,0,64754.6759,263.9488,9154.3313,673.5902,8387.9312,450.8184,851.652,17050.09,94.89203181,94.35949061,121309,14.05509072
Spain,1992,0.305,0,0,0,0,0,0,0,0.08,218.6901,103.4194669,7176.2375,16690.5082,414.3537,0,0,6089.5096,49.9128,1285.2854,488.316,13008.1633,5211.0487,535.6008,14542.514,100,100,49944,29.11763976
Spain,1993,-0.059,0,0,0,0,0,0,0,-21.52,224.4157,103.4472054,7176.0087,16689.3271,414.2064,0,0,6089.1903,49.8275,1284.8513,487.975,13008.4946,5207.7563,547.3469,14861.441,102.1930699,102.1930665,49944,29.75620895
Spain,1994,1.044,0,0,1,0,1,4,2,-16.25088235,230.2692,103.0956942,7175.8962,16625.9923,414.0281,0,0,6088.8884,49.781,1284.2933,487.4713,13008.8996,5266.5071,559.093,15180.368,104.3861398,104.386133,49944,30.39477815
Spain,1995,1.444,0,2,0,0,0,2,0,-9.864603175,237.0703,102.1020612,7184.7617,16456.7425,411.8193,0,0,6083.8549,49.7965,1250.4317,503.5224,12937.6258,5516.436,570.839,15499.295,106.5791911,106.5791994,49944,31.03334735
Spain,1996,0.722,0,0,1,1,0,2,0,3.827164179,244.6792,103.1224578,7185.8839,16615.9747,410.5017,0,0,6081.6003,50.0058,1212.5708,507.3666,12925.8886,5397.6045,582.5851,15818.222,108.772261,108.7722659,49944,31.67191655
Spain,1997,1.535,0,0,1,0,1,2,0,1.064090909,252.5266,102.5809721,7189.4121,16519.5718,414.6637,0,0,6083.4186,50.0911,1198.2247,507.7464,12895.5685,5520.7865,594.3312,16137.149,110.9653309,110.9653324,49944,32.31048574
Spain,1998,1.189,0,0,0,0,1,2,1,-0.279848485,261.0947,101.3943096,7208.4428,16317.0028,416.5393,0,0,6083.7154,50.06,1175.733,512.6059,12845.1283,5761.7479,606.0773,16456.076,113.1584008,113.1583989,49944,32.94905494
Spain,1999,0.814,1,0,0,0,1,2,0,-0.029848485,269.6569,101.5579442,7301.7432,16335.1841,417.0508,0,0,6099.3724,52.0907,1105.1885,522.5497,12626.3057,5902.8947,617.8234,16775.003,115.3514707,115.3514654,49944,33.58762414
Spain,2000,0.81,0,0,2,0,2,5,1,-0.908235294,278.8935,101.5156275,7322.6161,16319.0249,418.4071,0,0,6115.7448,52.2302,1051.6563,523.162,12578.0143,5972.276,629.5694,17093.93,117.544522,117.5445318,49900,34.25637275
Spain,2001,1.406,0,0,0,0,1,1,0,1.068591549,294.1638,100.5024401,7319.4267,16138.1095,419.9805,0,0,6109.0101,52.2534,1034.3031,523.2783,12589.686,6151.8513,634.915,17239.071,118.5425787,118.542578,49852,34.58050028
Spain,2002,0.812,0,0,1,0,0,1,0,8.994964539,312.9044,100.4265218,7338.2988,16106.9501,420.9338,0,0,6114.7338,52.2069,1014.555,521.4569,12540.0507,6209.9536,640.2605,17384.212,119.5406168,119.5406241,49904,34.83530779
Spain,2003,1.598,0,1,0,0,0,2,1,9.201216216,330.1975,100.810102,7359.7035,16152.3822,421.8328,0,0,6116.1056,52.3154,1005.735,519.8448,12514.2859,6159.6701,645.6061,17529.353,120.5386736,120.5386703,49921,35.11418641
Spain,2004,1.004,0,1,1,0,0,3,1,12.365,346.6362,101.2065,7401.8781,16200.7538,421.6081,0,0,6143.1275,53.0517,991.7222,517.4189,12421.3528,6134.5196,650.9516,17674.494,121.5367117,121.5367164,49918,35.40705557
Spain,2005,0.902,0,1,0,0,0,2,1,7.601515152,367.5391,100.9986743,7400.2287,16145.8607,421.0578,0,0,6139.1221,53.2222,989.6993,515.1248,12434.6715,6165.5107,656.2972,17819.635,122.5347684,122.5347626,49909,35.70425174
Spain,2006,1.526,0,1,1,0,0,3,1,14.29833333,383.9778,101.0219073,7401.658,16133.211,420.6703,0,0,6145.9142,53.168,986.5837,513.8072,12431.4497,6161.5675,661.6427,17964.776,123.5328065,123.5328087,49898,36.00299812
Spain,2007,0.835,0,0,3,0,1,4,0,8.575810811,402.3637,101.0254973,7393.997,16115.4194,422.3366,0,0,6142.9826,53.106,974.586,512.1176,12456.2805,6158.8405,666.9882,18109.917,124.5308446,124.5308548,49911,36.28442027
Spain,2008,0.864,0,0,0,0,0,0,0,25.17980769,415.4193,100.8903986,7389.8346,16080.2623,422.5846,0,0,6145.2244,53.0207,966.4248,510.8078,12488.2607,6160.1517,672.3338,18255.058,125.5289014,125.528901,49880,36.59795108
Spain,2009,1.36,0,0,0,0,1,2,1,22.59609589,429.2713,101.2728383,7389.0446,16128.9457,423.7162,0,0,6152.3393,52.9665,961.356,510.1025,12493.8062,6090.4613,677.6793,18400.199,126.5269395,126.5269471,49866,36.89928809
Spain,2010,0.908,0,0,1,0,1,2,0,42.01797297,442.4664,101.5284683,7391.9281,16157.5433,429.7848,0,0,6157.093,52.7882,959.0929,508.3509,12480.3224,6052.6302,683.0249,18545.34,127.5249962,127.5249933,50001,37.0899382
Spain,2011,1.613,0,0,1,0,0,1,0,20.43376712,455.3535,102.0944647,7394.8466,16237.2229,433.4352,0,0,6163.322,52.7417,958.2868,506.1963,12469.5783,5961.0949,685.294,18546.508,127.9486513,127.5330249,49988,37.10192046
Spain,2012,1.043,0,0,1,0,0,2,1,31.45152174,471.2573,100.1433306,7401.4478,15902.3073,433.2337,0,0,6189.8374,52.8192,958.4651,505.584,12430.8479,6286.282,687.5632,18547.676,128.3723251,127.5410565,50021,37.07977849
Spain,2013,0.906,0,0,1,0,1,2,0,32.45538462,494.5261,99.44284615,7403.958,15764.4852,433.753,0,0,6194.063,52.7184,957.8218,496.6478,12425.2249,6408.8113,689.8323,18548.844,128.7959801,127.5490881,50021,37.08211351
Spain,2014,1.603,0,0,0,0,1,1,0,37.54861111,519.2538,99.95878721,7412.2225,15824.1107,439.6123,0,0,6201.0856,52.0829,956.853,494.2374,12404.4421,6328.0977,692.1015,18550.012,129.2196539,127.5571198,50021,37.08444853
Spain,2015,1.533,0,0,2,0,0,2,0,32.20472973,535.8727,100,7411.6909,15814.2529,439.5038,0,0,6200.6997,52.0442,956.171,493.1756,12405.0405,6323.6172,694.3707,18551.18,129.6433276,127.5651514,49966.1,37.12753247
Spain,2016,1.714,0,0,1,0,0,1,0,46.86128571,536.175,101.1970832,7396.4939,16009.6709,441.2399,0,0,6188.6349,51.4009,960.0617,493.1446,12461.5644,6093.6691,710.8512,18555.24,132.7203395,127.5930695,49956.4,37.14286858
Spain,2017,2.036,0,0,0,0,0,2,2,36.65068627,576.5857,100.8443113,7383.7555,15911.5701,441.6894,0,0,6183.1255,51.0831,956.884,490.2847,12493.295,6143.7471,713.0483,18559.3,133.1305517,127.6209877,49954.735,37.15223392
Spain,2018,1.149,0,1,1,0,1,4,1,62.06040541,597.8025,99.06683345,7367.6894,15599.7372,441.7747,0,0,6176.3668,50.2848,955.2564,486.797,12542.6207,6413.7015,713.3988,18563.59,133.1959922,127.6504874,49960.3479,37.15664678
Spain,2019,1.534,0,1,4,0,3,8,0,58.96986486,601.1798,98.52803204,7370.6595,15508.2588,441.9375,0,0,6176.8942,50.1376,956.3647,485.9987,12545.0718,6495.5081,713.7493,18567.88,133.2614328,127.6799871,49957.0036,37.16772156
Spain,2020,2.083,0,0,0,0,1,1,0,65.78138889,601.1333,98.53258753,7373.4656,15509.0773,440.9221,0,0,6176.1017,50.1608,955.5509,485.8359,12543.9976,6495.8509,713.9142,18572.17,133.2922206,127.7094868,49955.6645,37.17730549
Sri Lanka,1992,0.214,0,0,2,0,0,2,0,-18.83,45.3168,78.84305448,421.884,1254.3028,183.8558,18.9111,0,1088.6251,0.0233,7.2622,1.5346,2246.4259,1385.9699,109.2732,2313.548,100,100,6271,36.89280816
Sri Lanka,1993,0.217,0,0,2,1,0,3,0,-15.73882353,46.1945,77.76216008,421.8355,1235.608,183.8093,18.9111,0,1088.4476,0.0233,7.2622,1.5346,2246.3852,1404.1,108.4068,2295.157,99.20712489,99.20507377,6271,36.59953755
Sri Lanka,1994,0.305,0,0,3,0,0,3,0,-13.02411765,47.0316,77.93355088,421.8069,1237.5961,183.7473,18.9111,0,1088.2903,0.0233,7.2622,1.5346,2246.3271,1401.5811,107.5403,2276.766,98.41415827,98.41014753,6271,36.30626694
Sri Lanka,1995,0.575,0,0,1,0,0,1,0,-9.904193548,48.0662,79.71735588,430.5815,1265.965,183.197,18.9576,0,1114.8277,0.0233,7.3784,1.5346,2154.7255,1428.8544,106.6739,2258.375,97.62128317,97.6152213,6271,36.01299633
Sri Lanka,1996,0.402,0,0,1,0,0,1,0,-10.78882353,49.1591,80.1778395,432.8974,1272.4626,183.352,18.9808,0,1123.9066,0.0233,7.3087,1.5346,2129.9175,1434.5689,105.8074,2239.984,96.82831655,96.82029506,6271,35.71972572
Sri Lanka,1997,0.559,0,0,1,0,0,1,0,-10.35121212,50.1937,81.01850515,438.8741,1285.2852,183.3055,18.9576,0,1144.6689,0.0233,7.3087,1.5346,2076.5666,1447.3932,104.941,2221.593,96.03544144,96.02536883,6271,35.42645511
Sri Lanka,1998,1.187,0,0,2,0,0,2,0,0.597272727,51.4493,81.11850256,438.8582,1285.6779,183.259,18.9498,0,1144.422,0.0233,7.3087,1.5346,2076.4217,1446.2068,104.0746,2203.202,95.24256634,95.23044259,6271,35.1331845
Sri Lanka,1999,0.355,0,0,1,0,0,1,0,-4.805757576,52.5014,82.59067242,456.833,1308.8925,183.5923,18.9808,0,1194.6917,0.0233,7.3087,1.5346,1983.463,1446.29,103.2081,2184.811,94.44959972,94.43551636,6271,34.83991389
Sri Lanka,2000,0.462,0,0,2,0,1,3,0,-5.382941176,53.8791,83.56934655,460.0239,1323.6469,184.4448,18.9886,0,1211.2148,0.0233,7.2854,1.5346,1953.6943,1439.3756,102.3417,2166.42,93.65672461,93.64059012,6271,34.54664328
Sri Lanka,2001,0.698,1,0,1,0,0,2,0,3.17,54.2918,84.42705696,480.9214,1337.3724,184.8633,19.2366,0,1258.9742,0.0233,7.2854,1.5346,1856.8949,1452.7135,102.0534,2160.14,93.39289048,93.36914557,6271,34.44649976
Sri Lanka,2002,0.852,0,0,1,0,0,1,0,5.343571429,54.6231,86.16890303,485.7224,1365.753,184.8633,19.2443,0,1268.5103,0.0233,7.3009,1.5346,1836.581,1429.955,101.7652,2153.86,93.12914786,93.09770102,6271,34.34635624
Sri Lanka,2003,0.759,0,0,1,0,0,1,0,8.816891892,55.1811,86.96905327,486.4327,1378.3844,184.6231,19.5001,0,1264.8726,0.0233,7.3009,1.5346,1834.3462,1421.9123,101.4769,2147.58,92.86531373,92.82625647,6271,34.24621273
Sri Lanka,2004,0.673,0,0,1,0,0,1,0,8.441805556,56.0356,85.29210445,487.498,1349.8877,184.6851,19.5233,0,1261.6055,0.0233,7.3009,1.5346,1831.1383,1454.879,101.1887,2141.3,92.60157111,92.55481192,6271,34.14606921
Sri Lanka,2005,0.722,0,0,1,0,0,1,0,10.65893939,58.7095,93.88569818,487.6522,1488.8674,184.6386,19.5466,0,1260.5929,0.0233,7.3009,1.5346,1832.335,1312.9103,100.9004,2135.02,92.33773697,92.28336736,6271,34.04592569
Sri Lanka,2006,0.496,0,0,1,0,0,1,0,19.35777778,61.0463,92.82727546,488.5854,1469.084,184.7006,19.5776,0,1260.5243,0.0233,7.3242,1.5346,1832.54,1329.1712,100.6122,2128.74,92.07399436,92.01192281,6271,33.94578217
Sri Lanka,2007,0.496,0,0,3,0,0,3,0,23.25027027,63.1447,90.42024001,490.2188,1427.3089,184.5146,19.6706,0,1261.4935,0.0233,7.3319,1.5346,1842.9271,1355.9434,100.3239,2122.46,91.81016022,91.74047826,6271,33.84563865
Sri Lanka,2008,0.421,0,0,3,0,1,4,0,29.79884615,65.1734,97.89113026,492.8652,1548.4276,184.4526,19.7714,0,1266.1674,0.0233,7.3319,1.5346,1836.0738,1232.2903,100.0357,2116.18,91.5464176,91.46903371,6271,33.74549514
Sri Lanka,2009,0.783,0,0,3,0,0,3,0,28.57013699,67.7892,97.35193005,494.3676,1536.9238,184.3906,19.7481,0,1269.2288,0.0233,7.4094,1.5346,1830.3493,1242.3467,99.7474,2109.9,91.28258347,91.19758916,6271,33.64535162
Sri Lanka,2010,1.105,0,0,2,0,0,2,0,39.27972973,69.9864,96.96272714,494.981,1528.3111,184.4061,19.7636,0,1268.3394,0.0233,7.4094,1.5346,1831.2356,1248.1208,99.4592,2103.62,91.01884085,90.92614461,6271,33.5452081
Sri Lanka,2011,0.739,0,0,3,0,1,4,0,36.25643836,72.3813,99.99254412,497.7596,1575.8586,184.3518,19.7714,0,1272.3906,0.0233,7.4094,1.5346,1822.5539,1200.0769,99.6634,2108.66,91.20571192,91.14399183,6271,33.62557806
Sri Lanka,2012,0.977,1,0,1,0,1,3,0,45.54637681,75.5842,99.68019633,498.1072,1567.5071,184.2976,19.7404,0,1271.1024,0.0233,7.4094,1.5346,1823.0306,1205.7747,99.8676,2113.7,91.39258299,91.36183905,6271,33.70594801
Sri Lanka,2013,0.862,0,0,2,0,1,3,0,44.35692308,80.7227,99.82500968,498.3505,1564.7556,184.2045,19.7249,0,1265.5663,0.0233,7.5412,1.5346,1828.0296,1203.6581,100.0718,2118.74,91.57945407,91.57968627,6271,33.78631797
Sri Lanka,2014,0.997,1,0,3,3,0,7,0,45.72555556,85.0707,99.91002131,498.2726,1561.8089,185.4756,19.7791,0,1259.9104,0.0233,7.5412,1.5346,1833.3034,1201.3915,100.2761,2123.78,91.76641665,91.79753349,6271,33.86668793
Sri Lanka,2015,1.006,0,0,2,0,0,2,0,55.88756757,87.1924,100,498.2323,1561.1704,185.4214,19.7791,0,1259.0246,0.0233,7.5412,1.5346,1833.2918,1200.9003,100.4803,2128.82,91.95328772,92.01538071,6189.3,34.39516585
Sri Lanka,2016,1.369,1,0,1,0,0,2,0,47.85785714,87.1924,98.1533267,493.9568,1530.7305,185.4989,20.5076,0,1319.7899,0.0233,7.5722,1.5346,1838.8085,1168.4966,100.3312,2125.66,91.81684073,91.87879396,6189.3,34.34411
Sri Lanka,2017,1.095,0,0,2,0,1,3,0,52.50529412,87.2505,98.30490282,493.6511,1533.1709,185.4989,20.5386,0,1323.6267,0.0233,7.5644,1.5423,1839.9273,1161.3172,100.182,2122.5,91.68030221,91.74220721,6189.3,34.29305414
Sri Lanka,2018,0.823,0,0,3,0,0,3,0,54.24567568,87.2621,99.8868468,497.1198,1559.2355,185.7701,20.7402,0,1328.8715,0.0233,7.5489,1.5423,1829.1972,1136.8004,100.0328,2119.34,91.5437637,91.60562046,6186.4,34.25804992
Sri Lanka,2019,1.275,1,0,5,0,0,6,0,64.25108108,87.2854,99.55896388,501.3112,1553.8075,190.0019,21.0114,0,1324.1542,0.0233,7.5024,1.5423,1834.6039,1132.8678,99.8837,2116.18,91.40731671,91.46903371,6186.447,34.20671025
Sri Lanka,2020,1.315,0,0,2,0,1,3,0,67.03388889,87.1924,99.53687951,502.4428,1553.4677,189.9709,20.9494,0,1323.5365,0.0233,7.4947,1.5501,1834.5845,1132.6201,99.7134,2113.02,91.2514688,91.33244696,6186,34.15809893
Thailand,1992,0.455,0,0,0,0,4,4,0,-12.66,96.7428,104.7443616,3964.6886,24836.6604,868.064,314.6521,0,5537.4594,11.7884,30.3739,0.2403,11371.3834,4806.5378,1593.3329,19288.4,100,100,51089,37.75450684
Thailand,1993,0.389,1,0,3,0,2,6,0,-11.46588235,97.3416,104.4708128,3964.7035,24770.9329,868.0563,314.6288,0,5537.4559,11.7884,30.3739,0.2403,11371.4981,4871.5443,1590.4869,19252.1,99.8213807,99.81180399,51089,37.68345436
Thailand,1994,0.438,0,0,3,1,3,7,0,-27.25558824,97.9752,103.7322511,3964.7332,24594.5121,868.0408,314.5978,0,5537.4521,11.7884,30.3739,0.2403,11371.6206,5047.2723,1587.6409,19215.8,99.64276141,99.62360797,51089,37.61240189
Thailand,1995,0.769,0,0,1,0,1,2,0,-2.616031746,98.6088,103.6656128,3979.5326,24578.0158,867.8393,327.169,0,5490.77,11.8659,30.4747,0.2403,11241.8985,5212.1916,1584.7948,19179.5,99.46413584,99.43541196,51089,37.54134941
Thailand,1996,0.319,0,0,1,0,1,2,0,4.015820896,99.2075,103.8435789,3983.5627,24619.7525,872.6445,329.4709,0,5450.4713,11.9124,30.467,0.2403,11238.3116,5202.5076,1581.9488,19143.2,99.28551654,99.24721594,51089,37.47029693
Thailand,1997,0.48,0,0,1,0,2,3,0,-43.05772727,99.9515,104.1505324,3991.0811,24692.1143,877.6668,332.2068,0,5389.7679,11.8814,30.4825,0.2403,11244.3414,5168.8948,1579.1028,19106.9,99.10689725,99.05901993,51089,37.39924446
Thailand,1998,1.529,0,0,0,0,0,0,0,-3.535,101.1432,104.3460776,4008.4047,24737.4572,880.736,334.3924,0,5409.7517,11.9512,30.5445,0.2403,11169.0494,5154.9308,1576.2567,19070.6,98.92827168,98.87082391,51089,37.32819198
Thailand,1999,0.504,1,0,6,0,0,7,0,3.554393939,102.079,104.2371493,4030.3274,24710.5649,882.4953,335.8728,0,5336.6519,11.9589,30.498,0.2403,11180.7142,5217.142,1573.4107,19034.3,98.74965238,98.6826279,51089,37.2571395
Thailand,2000,0.14,0,0,4,0,1,5,0,10.07382353,103.4508,103.8609555,4039.9214,24619.6739,891.4471,338.5544,0,5337.1328,11.9589,30.4747,0.2403,11149.8919,5315.8616,1570.5647,18998,98.57103308,98.49443189,51089,37.18608702
Thailand,2001,0.733,0,0,5,0,1,6,0,15.615,111.9201,103.4891077,4052.5365,24522.6837,893.5707,339.3372,0,5363.835,12.1139,30.8932,0.2325,11080.5275,5430.9448,1580.0539,19105.5,99.16658973,99.05176168,51089,37.39650414
Thailand,2002,0.734,1,0,2,1,2,6,0,-3.543546099,120.5406,103.077337,4065.9716,24416.0348,892.1214,340.43,0,5409.6451,12.4394,30.8777,0.2325,10997.215,5553.0653,1589.5431,19213,99.76214638,99.60909147,51089,37.60692126
Thailand,2003,0.869,0,0,3,0,1,4,0,6.966917808,131.7535,102.5850617,4068.2451,24287.6578,890.2535,342.6312,0,5385.7253,12.4859,30.8777,0.2325,11009.9098,5678.8379,1599.0323,19320.5,100.357703,100.1664213,51089,37.81733837
Thailand,2004,0.625,0,0,3,1,2,6,0,5.927412587,141.9143,102.7510746,4081.3189,24317.0008,887.7734,343.4372,0,5355.9071,12.8812,30.8622,0.2325,10979.9544,5687.2985,1608.5215,19428,100.9532597,100.7237511,51089,38.02775549
Thailand,2005,0.974,1,0,2,0,2,6,1,9.625757576,157.0044,102.4802029,4081.7148,24237.4485,884.96,344.654,0,5346.3636,12.9355,30.839,0.217,10986.0842,5756.394,1618.0107,19535.5,101.5488163,101.2810809,51089,38.2381726
Thailand,2006,0.773,0,0,3,0,0,3,0,-0.173055556,168.2232,102.0047916,4083.6651,24113.0619,884.6965,346.7079,0,5332.6271,12.9897,30.994,0.1938,10995.8276,5869.6269,1627.4999,19643,102.144373,101.8384107,51089,38.44858972
Thailand,2007,0.638,0,0,5,0,0,5,0,9.470675676,179.7384,101.502275,4088.118,23981.9007,881.821,348.9478,0,5309.5781,13.0905,31.0327,0.1783,11008.6759,5995.4752,1636.9892,19750.5,102.7399359,102.3957404,51089,38.65900683
Thailand,2008,0.496,1,0,3,0,2,6,0,46.96769231,190.8234,100.5344248,4091.1195,23740.4588,880.271,351.1411,0,5294.7469,13.1137,31.0172,0.1783,11018.7472,6227.0056,1646.4784,19858,103.3354925,102.9530702,51089,38.86942395
Thailand,2009,0.605,0,0,1,0,0,1,0,30.68856164,201.49,99.22203796,4093.7744,23417.3759,878.7829,352.4665,0,5287.346,13.1447,31.025,0.1783,11021.9567,6541.0497,1655.9676,19965.5,103.9310492,103.5104,51089,39.07984106
Thailand,2010,1.405,1,0,1,0,0,2,0,52.03594595,212.2262,98.75813466,4097.3282,23296.2111,878.1551,352.6137,0,5280.7755,13.2997,31.087,0.1783,11024.8766,6651.8369,1665.4568,20073,104.5266058,104.0677298,51089,39.29025818
Thailand,2011,0.36,1,0,2,0,1,4,0,36.79609589,225.4039,98.7534571,4101.3916,23281.9219,878.1551,353.8848,0,5252.0551,13.2145,31.1645,0.1705,11053.4738,6647.7569,1665.7391,20070.6,104.5443234,104.0552871,51089,39.28556049
Thailand,2012,1.023,1,0,1,0,0,2,0,54.52804348,244.3886,99.81698806,4103.3415,23516.0999,877.6126,353.908,0,5243.353,13.2145,31.149,0.1318,11065.1475,6390.2445,1666.0215,20068.2,104.5620473,104.0428444,51089,39.28086281
Thailand,2013,1.234,0,0,3,0,0,3,0,59.67,273.1272,100.1281483,4104.5875,23561.413,877.2948,354.4583,0,5238.8596,13.1525,31.1567,0.1163,11077.0495,6307.3384,1666.3038,20065.8,104.5797648,104.0304017,51089,39.27616512
Thailand,2014,0.845,1,1,4,0,1,7,0,43.37111111,298.227,99.99857309,4097.9254,23505.499,883.6114,359.4031,0,5213.8265,12.8812,31.3893,0.1085,11143.3773,6292.3703,1666.5862,20063.4,104.5974887,104.017959,51089,39.27146744
Thailand,2015,1.392,1,0,0,0,1,2,0,48.9377027,311.643,100,4098.758,23492.4138,883.5184,359.2558,0,5213.7944,12.8812,31.3583,0.1085,11146.0008,6288.8675,1666.8685,20061,104.6152063,104.0055163,51089,39.26676975
Thailand,2016,1.659,0,1,3,0,0,4,0,79.20385714,313.7414,99.79639727,4084.0716,23441.8205,883.4409,358.7598,0,5182.8639,12.8502,31.0947,0.1085,11254.4607,6275.3238,1663.2125,20017,104.3857501,103.7773999,51089,39.18064554
Thailand,2017,1.202,0,0,4,0,2,6,0,46.38852941,323.3616,99.74088773,4081.1793,23419.002,884.5647,360.2169,0,5185.236,12.5557,30.994,0.1085,11272.1352,6269.2153,1660.0215,19981,104.1854781,103.5907592,51089,39.11018027
Thailand,2018,0.954,0,0,0,0,0,0,0,52.27094595,329.1221,99.6996732,4085.2498,23403.4484,884.8515,360.2789,0,5187.8087,14.3538,31.1412,0.1085,11277.1932,6265.0516,1657.0306,19945,103.9977647,103.4041185,51089,39.03971501
Thailand,2019,1.857,1,0,1,0,1,3,0,32.46554054,329.8953,99.61968501,4087.6191,23383.6134,885.5258,359.3101,0,5156.9132,14.4081,31.4668,0.1085,11329.9589,6259.7418,1653.8406,19909,103.7975554,103.2174779,51089,38.96924974
Thailand,2020,1.596,0,0,3,0,4,7,0,71.19605634,331.5984,99.60103542,4088.6332,23377.5948,886.0915,357.9073,0,5147.196,14.4933,31.5443,0.1085,11345.5338,6258.1307,1650.8501,19873,103.6098671,103.0308372,51089,38.89878447
United Kingdom,1992,0.522,0,0,0,0,0,0,0,20.4,661.8192,96.53298466,11867.6727,6546.0789,461.2825,0,0,765.9311,1461.9797,499.1744,64.7704,1984.6976,63.9227,147.1588,2813.2,100,100,24193,11.6281569
United Kingdom,1993,-0.015,0,0,2,0,0,2,0,-16.43676471,681.7746,96.62496322,11859.4088,6532.9913,461.0888,0,0,765.015,1461.3364,499.0349,63.7628,1987.4901,65.4264,151.2882,2830.8,102.8060843,100.6256221,24193,11.70090522
United Kingdom,1994,0.413,0,0,2,0,0,2,0,-19.33382353,701.0499,96.70583366,11850.9221,6519.7545,460.9105,0,0,764.2912,1460.9257,498.8954,62.9103,1990.3876,67.2822,155.4176,2848.4,105.6121686,101.2512441,24193,11.77365354
